ID,Name,Description,Province,Tags
468,Creative Arts and Crafts Hub,creative art and craft hub located in bhaktapur nepal is a renowned establishment specializing in wooden carving and traditional craft situated at bhaktapur 44800 nepal the hub offer a variety of experience for visitor interested in nepalese art and craftsmanship key feature wooden carving the hub is known for it intricate wooden carving showcasing the rich artistic heritage of nepal visitor can explore a wide range of handcrafted item including sculpture decorative piece and functional art artistic workshop creative art and craft hub occasionally host workshop and event providing opportunity for visitor to engage with local artisan and learn about traditional crafting technique cultural experience by visiting the hub guest can immerse themselves in the local culture gaining insight into the artistic process and the significance of these craft in nepalese society,Bagmati Province,artgallerycultural heritagetourist attraction
471,Curio Concern,curio concern is a wellknown location located at durbar marg kathmandu 44600 nepal it is known for being a artgallery jewelrystore furniturestore homegoodsstore store pointofinterest establishment it offer a variety of experience for visitor it offer a variety of experience for visitor this is the one of best vintage collection outlet thank you for the rating but please let u know why you have rated u one star so that we can improve thank you,Bagmati Province,artgalleryjewelrystorefurniturestorecultural hub
473,Dada Gaun,dada gaun is a notable location in ramechhap nepal identified by the code 8493phf it is recognized for being a park and a point of interest offering visitor various experience the area serf a a space for relaxation and exploration with it scenic surroundings providing an ideal spot for nature lover and those seeking tranquility dada gaun is also known for it local significance contributing to the community social and cultural landscape visitor can expect a peaceful environment making it a great destination for outdoor activity or enjoying the natural beauty of the region,Bagmati Province,parknatural beautyrecreational spot
477,DEV ART GALLERY,dev art gallery located in manamaiju kathmandu nepal is an art gallery offering a variety of experience for visitor while specific detail about it exhibition and offering are limited art gallery like dev art gallery typically showcase collection related to contemporary and traditional nepali art providing a platform for local artist to display their work for more information or to plan a visit you might consider contacting the gallery directly through their facebook pagehttpswwwfacebookcompdevartgallery100064058288227 or instagram profilehttpswwwinstagramcomdevartgallery exploring local art gallery like dev art gallery can offer valuable insight into nepal rich artistic heritage and contemporary art scene,Bagmati Province,artgallerycultural hub
480,DURGA MANDIR,durga mandir located in the gaushala area of kathmandu nepal is a revered hindu temple dedicated to goddess durga situated near the pashupatinath temple it hold significant religious importance for devotee the temple is known for it serene ambiance and traditional architecture offering visitor a peaceful environment for worship and reflection it attracts both local and tourist interested in exploring nepal rich cultural and religious heritage,Bagmati Province,hindutemplereligious sitecultural significance
481,Dabali Panauti,dabali panauti located in panauti nepal is a historically significant site known for it rich cultural heritage the location situated at hgp8448 aghatole panauti 7 is wellregarded for it association with ancient tradition and is often visited for it historical and cultural importance visitor can explore the area historical site enjoy scenic view and experience the local culture dabali panauti offer a unique glimpse into nepal past making it a notable destination for both local and tourist interested in exploring the country history and tradition,Bagmati Province,historicsitecultural heritagetourist attraction
487,Dahakhani,dahakhani is a scenic and tranquil village located in the chitwan district of the bagmati province in southern nepal known for it natural beauty and cultural significance dahakhani serf a an excellent destination for tourist seeking to experience rural life and the natural landmark of nepal a of the 2011 nepal census the village had a population of 4803 people living in 939 household the area is rich in local tradition surrounded by lush landscape making it an appealing spot for nature lover and those interested in experiencing authentic nepali village life for tourist dahakhani offer a glimpse into the rural lifestyle complete with beautiful surroundings hiking opportunity and the charm of the local community it ’ s an ideal place for those wanting to escape the hustle and bustle of the city and immerse themselves in nature,Bagmati Province,village lifenatural beautycultural experience
490,Daicha Patti Santibinayak Ganesh Mandir,daicha patti santibinayak ganesh mandir located at shanti binyak road anantalaingagaeshawara nepal is a wellknown hindu temple this sacred site is dedicated to lord ganesha the remover of obstacle and attracts devotee and visitor alike the temple offer a spiritual atmosphere for prayer meditation and seeking blessing visitor to the temple can experience the tranquility of the surroundings the warmth of local culture and a deep sense of devotion the santibinayak ganesh mandir is an important religious landmark in the area offering both a place of worship and a peaceful retreat,Bagmati Province,hindutemplereligious sitecultural significance
492,Dakshin Barahi Park,dakshin barahi temple located approximately 200 meter south of nayathimi chowk in bhaktapur nepal is one of the eight major barahi temple in the kathmandu valley this twostorey temple feature a gilded roof gajur and a door with the temple structure situated about one meter below the ground level the temple is renowned for it exquisite metalwork particularly the intricately designed door visitor can also observe stone statue of lion at the entrance symbolizing guardianship of the goddess barahi inside the temple the statue of barahi devi is brought out only during significant festival the temple premise spanning over an area of 3 ropanis also house main temple structure vajan mandalis and other facility despite it proximity to a busy road the temple offer a peaceful and joyful atmosphere upon entering it premise dakshin barahi temple is a significant religious landmark in the kathmandu valley offering both a place of worship and a peaceful retreat for visitor,Bagmati Province,parkrecreational spothistorical landmark
493,Dakshindhoka Shanti Park,dakshindhoka shanti park is a serene public park located in gokarneshwor municipality7 on the northern outskirt of kathmandu valley nepal the park offer a peaceful environment for picnic and outdoor activity with view of the surrounding hill and valley it an ideal spot for visitor seeking tranquility away from the city hustle and bustle nearby landmark include the mulpani cricket stadium situated approximately 370 meter east of the park and the narayantar bridge about 420 meter to the west these proximity landmark make the park easily accessible for both local and tourist for those planning a visit there are several accommodation option in the vicinity here are a few hotel near dakshindhoka shanti park these establishment offer a range of amenity to ensure a comfortable stay during your visit to the area whether youre looking to enjoy a leisurely picnic take a peaceful walk or simply relax amidst nature dakshindhoka shanti park provides a refreshing escape from urban life,Bagmati Province,picnicnatural beautyrecreational spot
494,Dakshinkali Park,dakshinkali park located near the dakshinkali temple in nepal is a serene destination ideal for picnic and nature walk nestled amidst lush greenery the park offer a peaceful retreat for visitor seeking to immerse themselves in the natural beauty of the area the park proximity to the dakshinkali temple a significant hindu pilgrimage site dedicated to the goddess kali add to it appeal the temple is renowned for it religious significance and the ritual performed there including animal sacrifice during the dashain festival visitor to dakshinkali park can enjoy leisurely stroll picnic and the tranquil ambiance of the surrounding forested area the park location near the confluence of two sacred stream enhances it serene atmosphere making it a popular spot for both local and tourist seeking a respite from the hustle and bustle of city life for those planning a visit it advisable to bring along picnic essential and enjoy a day amidst nature the park natural beauty and it proximity to significant cultural landmark make it a worthwhile destination for a day trip from kathmandu in addition to the park and temple the dakshinkali area offer other attraction including hiking trail and local market providing visitor with a comprehensive cultural and natural experience for accommodation there are several resort and guesthouse in the vicinity such a the new dakshinkali village resort which offer picnic package and other amenity for visitor overall dakshinkali park serf a a peaceful haven for those looking to connect with nature and explore the rich cultural heritage of nepal,Bagmati Province,picnicnature retreathiking trail
495,Dakshinkali Temple,religious site the dakshinkali temple is located only a kilometer away from the village of pharping it is one of the most important temple in nepal and is dedicated to the fierce and feared goddess kali the fame of this temple lie in it ritual and tradition twice a week animal are sacrificed at this religious place uncastrated male goat and cockerel in particular a an offering to the ferocious spouse of lord shiva the dakshinkali temple derives it name from a compound of the word dakshin which mean south and the name kali which signifies the deity that is worshipped here the idol of the goddess is seen standing on top of a corpse portraying the triumph of good over evil embellished with a sword in one hand a skull cap in another and a severed head in the third the fourarmed idol represents an image of a strong empowered divine being who ha arrived to conquer evil and emerge a victorious the temple wa built in 1855 by rani rashmoni a devotee of kali,Bagmati Province,templehistorical sitepilgrimage destination
496,Dalachaur Chautari,dalachaur chautari nepal is a notable tourist attraction chautaris are traditional resting place in nepal often centered around large tree like banyan or ficus providing shade and a place for traveler to rest these structure are integral to nepali culture serving a communal gathering spot and landmark visitor to dalachaur chautari can experience the serene environment engage with local community and immerse themselves in the cultural significance of these traditional resting place the area offer a peaceful retreat allowing traveler to relax and enjoy the natural surroundings,Bagmati Province,touristattractionhistorical landmarkcultural hub
501,Damphu Danda,damphu danda located in nepal is a scenic hilltop area known for it panoramic view of the surrounding landscape the name damphu is derived from a traditional nepali percussion instrument the damphu drum which is central to the cultural heritage of the tamang people this instrument is often played during communal gathering and dance known a damphu dance which are integral to tamang social life visitor to damphu danda can enjoy the tranquil environment engage with local culture and participate in traditional music and dance performance the area is accessible from the capital city kathmandu making it a convenient destination for those interested in exploring nepal rich cultural tapestry,Bagmati Province,monumentcultural heritagehiking destination
506,Dangdunge View Point,dangdunge view point located in sauraya vinayak nepal is a popular hiking destination renowned for it panoramic view of the surrounding landscape the hike to the viewpoint offer visitor a chance to immerse themselves in the natural beauty of the region with trail that meander through lush forest and diverse terrain the trail to dangdunge view point is moderately challenging making it suitable for hiker with some experience along the way trekker can enjoy the rich biodiversity of the area including various flora and fauna native to nepal upon reaching the summit hiker are rewarded with breathtaking vista making the effort worthwhile the ideal time to hike to dangdunge view point is during the spring march to may and autumn september to november month during these period the weather is generally clear and mild providing optimal condition for hiking and unobstructed view from the viewpoint while in the sauraya vinayak region visitor can explore other nearby attraction such a local temple and cultural site to gain a deeper understanding of the area heritage,Bagmati Province,hikingnatural beautytourist attraction
509,Dangol's Bird Art Gallery & Art Institute,dangols bird art gallery art institute located in kathmandu nepal is a renowned establishment dedicated to the art of bird illustration founded by the late hira lal dangol a celebrated nepali artist known for his meticulous bird painting the gallery continues his legacy by showcasing the work of his family member and other artist artistic legacy hira lal dangols passion for bird art ha been passed down through generation his child including pushpa lal dangol meena dangol pratima dangol and iswor dangol have all made significant contribution to the field each bringing their unique style and perspective to bird illustration gallery offering exhibition the gallery regularly host exhibition featuring bird art providing a platform for both established and emerging artist to display their work workshop and event dangols bird art gallery art institute organizes workshop art camp and cultural event fostering a vibrant community of art enthusiast and professional publication the gallery ha published work such a bird of nepal the art of hira lal dangol and his family legacy offering insight into the dangol family artistic journey and the rich avian diversity of nepal visitor experience visitor to the gallery can immerse themselves in the intricate detail of bird illustration attend various artrelated event and engage with artist to gain a deeper appreciation of nepal avian life and the art of illustration for a visual glimpse into the experience offered at dang,Bagmati Province,artgallerycultural hubtourist attraction
510,Dapcha Bazaar,dapcha bazaar situated in the kavrepalanchok district of nepal is a historic newar settlement that ha largely preserved it traditional architecture and cultural heritage located approximately 15 kilometer southeast of dhulikhel dapcha offer visitor a glimpse into nepal rich history and vibrant newar culture historical significance once a bustling trade hub dapcha bazaar wa a vital stop on ancient trade route facilitating commerce between various region the town strategic location and it wellpreserved infrastructure reflect it historical importance cultural heritage the settlement is renowned for it traditional newar architecture featuring intricately carved wooden window and door brick house and narrow alley that have withstood the test of time the main street is lined with old townhouses and the settlement command a view of 350km of peak from khumbu himal to the annapurna visitor experience dapcha bazaar offer a peaceful retreat from the hustle and bustle of city life allowing visitor to immerse themselves in traditional newar culture and architecture the town oldworld charm combined with it scenic surroundings make it an ideal destination for those interested in history culture and architecture,Bagmati Province,historic sitecultural heritagevillage life
516,Dattanam Mahabihar,dattanam mahabihar is an archaeological site located in the nanded district of maharashtra india it is renowned for it historical significance and offer a variety of experience for visitor interested in exploring ancient architecture and cultural heritage historical significance dattanam mahabihar is an ancient buddhist monastery that date back to the 3rd century bce the site comprises the archaeological remains of a monastic and scholastic institution including stupa shrine viharas residential and educational building and important artwork in stucco stone and metal it stand out a one of the most ancient university of the indian subcontinent engaging in the organized transmission of knowledge over an uninterrupted period of 800 year,Bagmati Province,archaeological sitebuddhist heritagehistorical site
517,Dattatraya Temple Bhaktapur,dattatreya is a revered figure in hinduism embodying the combined essence of the trimurti—brahma vishnu and shiva he is celebrated a a sage and a deity symbolizing the unity of these three supreme god dattatreyas teaching emphasize simplicity asceticism and the pursuit of spiritual knowledge dattatreya temple in bhaktapur nepal located in bhaktapur durbar square the dattatreya temple is a significant historical and cultural landmark this temple is unique in nepal dedicated solely to dattatreya constructed in the 15th century it feature a distinctive mandalastyle architecture the temple house intricate wood carving and is situated in a square that also contains other notable structure including the bhimsen temple visiting the dattatreya temple visitor to bhaktapur can explore the dattatreya temple a part of a tour of the durbar square the area is rich in history with numerous temple courtyard and traditional newar architecture the temple serene environment offer a glimpse into nepal spiritual heritage and architectural prowess,Bagmati Province,templehistorical sitepilgrimage destinationcultural significance
518,Dattatraya Temple,heritage site dattatraya temple is a circular styled mandalastyled temple that hold the prestige of being the only shrine devoted to dattatreya in nepal though there is no such image of dattatraya in the temple a normally common people perceive the image of datttraya with three head in one body a combined form of lord shiva vishnu and bramha history of dattatraya temple more about dattatraya temple the erotic carving the statue of jaimal and pratap the story behind stone pillar the temple is made out of one single tree instead there lie the three image of lord dattatraya som durbasha and dutt accordingly on the left middle and right of the temple this is the temple of dattatreya yet the symbol like garuda conch and chakra in front of the standing pillar of the temple show the priority of lord vishnu over there in spite of that the festival and celebration related to lord shiva seem to attract more devotee over here every year a large number of devotee from nearby district kathmandu lalitpur and kavre throng to dattatreya temple for the worship of lord shiva every monday in the month of shrawan and every wednesday in the month of poush likewise during teej and sila charhe maha shiva ratri devotee from across the nation especially from india pay their devotion to dattatraya prior to and after visiting pasupatinath temple dattatraya temple history of dattatraya temple the dattatraya temple is also considered one of the major a well a oldest temple of bhaktapur king yaksha malla who ruled over the entire nepalmandal from 1428 ad to 1482 ad is supposed to be the erector of this temple a per the book illustrated biography of lord duttatreya and his 24 mentor this temple wa built in nepal sambat 590 1470 ad and wa only singlestoreyed then however it is mentioned that the temple wa opened to the public onward 1486 ad only after the demise of king yakshya malla of course before the reconstruction made by king raya malla the son of king yakshya malla he made it more attractive by adding story to it in nepal sambat 615 1495 ad wan na know more about the contribution of malla king then the following link must be of your interest malla king of bhaktapur furthermore the name of king visva malla also took it place when we talk about the overhanging balcony of the temple that wa set up by him in 1548 ad besides these date of erection there are other date that enrol the history related to the dattatraya temple it is presumed that in 1769 ad when king prithivi narayan shah conquered both kathamndu and patan before bhaktapur the king of those kingdom king jaya prakash malla and narsimha malla respectively took shelter in this temple however there is no documentation found about this statement that particularly mention whether they hide in the dattatraya temple or in the bhaktapur palace complex but yes they were given shelter in bhaktapur more about dattatraya temple graphically this temple stand in the eastern part of the dattatreya square commonly known a the tachupal tole where one can witness the liveliness of the devotee the street market and youth with a cup of tea discussing various thing in the evening where also the devotee set their seat under the pedestal of the temple and make the environment so divine the erotic carving well this temple is not only counted a important because of it religious status but also because of the reflection of the ancient art and architecture anyhow that is knocked up in erotic way the first floor of the temple is filled with these kind of carving just like in the pasupatinath temple of bhaktapur durbar square erotic carving at dattatraya temple if you could notice there is even an image of a man holding some guitarlike instrument among the carving how could anyone explain these kind of carving could it be just the imagination or there wa such a civil society back there in nepal just like that there are numerous thing to ponder around dattatraya square the statue of jaimal and pratap you can also see the statue of jaimal and pratap pattu in front of the main entrance of this temple guarding a in the nyatapola temple they might represent the rao jaimal of rathore ruler of badnor and patta of kelwa 16 year old defender of the chittor since they are always mentioned together for their bravery a statue established in front of the dattaraya temple one statue established in front of the dattatraya temple the story behind stone pillar in front of the dattatraya temple one can observe a tall pillar upon which an idol of garuda vehicle of lord vishnu is bidding namaste toward the temple visitor who are quite unfamiliar with the hindu religion might wonder whatâ€™s so special about this statue well it is quite rare to discern this tall pillar of an idol of garuda in entire nepal also the facial structure of the statue seems quite unique a it wa first considered to have been placed with a motive to set the statue of monk dev narayana giri garuda dattatraya but the monograph did not let that happen saying that the mortal should not be put higher than the god thus it ended in a form of garuda instead of the statue of the mentioned monk the statue is fairly called the statue of mahant the monk more than of a garuda the temple is made out of one single tree there is a popular anecdote about the dattatraya temple that say the whole temple f dattatraya wa built with the timber of a single treelike a in the darn of kasthamandapa,Bagmati Province,templehistorical sitecultural heritagepilgrimage destination
523,Degu Taleju Mandir,degu taleju mandir is a wellknown location located at nan it is known for being a religious site it offer a variety of experience for visitor degu taleju mandir is a wellknown location located at nan it is known for being a religious site it offer a variety of experience for visitor degu taleju mandir is a wellknown location located at nan it is known for being a religious site it offer a variety of experience for visitor degu taleju mandir is a wellknown location located at nan this place ha historical significance it is known for being a religious site it offer a variety of experience for visitor degu taleju mandir is a wellknown location located at nan it is known for being a religious site it offer a variety of experience for visitor degu taleju mandir is a wellknown location located at nan it is known for being a religious site it offer a variety of experience for visitor degu taleju mandir is a wellknown location located at nan this place ha historical significance it is known for being a religious site it offer a variety of experience for visitor degu taleju mandir is a wellknown location located at nan it is known for being a religious site it offer a variety of experience for visitor this is a hindu temple dedicated to the goddess taleju bhawani this temple is open to the public during the last few day of dashain vijaya dashami this temple is artistically very beautiful it is decorated with wooden handcrafted art and artefact it showcase pure newari culture and tradition it is really a beautiful temple which carry the history of the kathmandu valley it wa built and decorated with handcrafted material unless you come when the temple is open in that one brief period each year during dashain youre only going to be able to see this place from outside it wall but that kind of add to the mystique of this old temple i think it is worth visiting no matter the time of year legenday taleju the once a year shrine at the kathmandu durbar square is an exquisite gem that perfectly capture the rich cultural heritage of nepal à¤¤à¤²à¥‡à¤œà¥ à¤­à¤µà¤¾à¤¨à¥€ à¤®à¤¨à¥à¤¦à¤¿à¤° taleju bhawani temple taleju bhawani temple is a magnificent architectural and spiritual landmark located in the kathmandu durbar square of nepal built during the malla dynasty in 1564 by king mahendra malla it is dedicated to the goddess taleju bhawani the royal deity of the malla king the temple is not only a place of worship but also a symbol of nepalâ€™s rich cultural heritage and artistic excellence the temple threetiered pagodastyle structure stand majestically on a high plinth it intricate wooden carving and metalwork reflect the finest craftsmanship of the medieval period the main deity of the temple taleju bhawani is revered a a protector of the nation and her blessing are sought by devotee during special ceremony however the temple open to the public only once a year during the dashain festival adding an aura of exclusivity and sanctity to the shrine surrounded by smaller shrine and stone sculpture the temple is a visual representation of nepalese religious art it also hold historical significance a it symbolizes the blending of religion politics and culture during the malla era the temple is a unesco world heritage site attracting tourist and devotee alike in conclusion the taleju bhawani temple is more than just a religious monument it is a testament to nepal glorious history architectural ingenuity and spiritual depth making it an invaluable treasure for the nation and the world taleju bhawani temple is located in hanuman dhoka kathmandu darbar square listed in unesco world heritage site which exhibit the hindu culture and it opened only once a year for hindu people on the ocassion of dashain festival people belive that the temple wa built in the shape of yantra the most significant and magnificent temple of kathmandu durbar square basantpur durbar square built by mahendra malla of malla dynasty in sixteenth century this temple is dedicated to taleju bhawani it ha a huge religious significance among the hindu community the largest in nepal the temple remains closed throughout the year and only during durga puja it open it door to the commoner the taleju bhawani temple located in the heart of kathmandu durbar square is an extraordinary piece of nepalese history and culture this beautiful temple is dedicated to the powerful goddess taleju bhawani who wa worshipped by the malla king it historical significance and architectural beauty make it one of the most important landmark in the square however the temple is only open to the public for a brief period during the dashain festival particularly on the occasion of vijaya dashami which add to the templeâ€™s mystique built by king mahendra malla in 1563 the temple design is a masterful representation of traditional newari craftsmanship the intricate wooden carving and gilded copper roof reflect the rich cultural heritage of the kathmandu valley the threetiered pagoda structure is said to be built in the shape of a yantra and is supported by twelve massive step symbolizing the lower slope of mount meru surrounding the main temple are sixteen smaller shrine which enhance the spiritual significance of the site even though visitor cant enter the temple except during dashain the exterior is breathtaking the temple ornate wood carving symbolic toranas above the doorway and the detailed artistry on the false and real door showcase the incredible skill of the artisan from the malla period the roof covered in gilt copper sheet give the structure an aura of grandeur and reverence the temple hold immense religious importance for the hindu community in nepal especially during durga puja during this festival thousand of devotee come to pay homage to taleju bhawani if youre lucky enough to visit during this time it a truly sacred experience the rest of the year visitor can still admire the templeâ€™s grandeur from the outside which is well worth the visit even if access to the interior is restricted overall the taleju bhawani temple is a mustvisit for those interested in nepalese culture and history the combination of it religious significance stunning architecture and connection to the malla dynasty make it a true gem of kathmandu durbar square the taleju temple is one of hanuman dhoka darbar square oldest structure a great temple wa built in 1563 under mahendra mallas rule according to ancient diary tyasaphus r 156074 four notable structure including the jagannath kotilingeswar mahadev and mahendreswara temple are known to have been constructed at darbar square under the reign of mahendra malla the malla period building spree wa financed by the kingdom effort to issue tibetan currency for export and increase trade with other himalayan kingdom the temple current design resembles a cosmic mandala the main structure ha three level of roofing and is supported by a base with twelve step that resembles mount merus lower slope there are sixteen satellite shrine built a twostory newar tower all around the sanctuary notably the main structure roof are covered in gilt copper sheet and supported by wooden strut with carving of many god the temple is accessed by four portalsâ€ ” one on each sideâ€ ” each of which ha a true door and two false door with carved wooden colonnettes toranas over the main doorway and pointed block bhailahkva flanking the lower door jamb each is elaborately articulated,Bagmati Province,templehistorical sitecultural heritagepilgrimage destination
525,Deora Park,deora park is a recreational area located in kailashmandu nepal it offer a variety of experience for visitor including natural beauty the park feature lush greenery providing a serene environment for relaxation and leisure activity walking trail visitor can enjoy walking path that meander through the park ideal for morning walk or casual stroll community event the park often host local event and gathering fostering community engagement and cultural exchange,Bagmati Province,parkrecreational spotnatural beauty
527,Deukot View Tower,deukot view tower is a notable tourist attraction located in manahari nepal situated at coordinate grqcfmg unnamed road manahari 44100 nepal the tower offer visitor a variety of experience key feature scenic view the tower provides panoramic vista of the surrounding landscape including the majestic himalaya cultural significance deukot view tower hold cultural importance reflecting the local heritage and tradition of the manahari region recreational activity visitor can engage in various activity such a hiking photography and exploring nearby attraction,Bagmati Province,viewpointnatural beautytourist attraction
532,Deurali Dada,deurali dada is a historic site located in dakshainakali nepal the term deurali translates to hilltop in nepali and dada refers to a hill or ridge this area is known for it scenic beauty and cultural significance key feature scenic view deurali dada offer panoramic vista of the surrounding landscape making it a favored spot for traveler seeking natural beauty cultural significance the area hold cultural importance with local tradition and practice that attract visitor interested in nepalese heritage visitor information best time to visit the region is accessible yearround but the dry season october to april is ideal for outdoor activity facility while deurali dada is a popular tourist spot visitor should be prepared for basic amenity it advisable to carry necessary supply and check local accommodation in advance,Bagmati Province,historic sitenatural beautycultural significance
533,Dha Tala Mandir,religious site lying in the converging point of the rudramati and bagmati river in jwagal lie the dha tala mandir it is one of the sacred nadhi ghat devsthal and is revered a one of the eight asthamatrika this shrine established during the shah dynasty may be relatively new but it carry an ancient spirit the original statue of the shrine wa stolen and it wa reconsecrated on the 16th of ashar 2051 b restoring it sacred presence this beautiful pagodastyle shrine is dedicated to the deity dhan wantari barahi of dhalaut local also refer to this temple simply a dhan wantari barahi adorned with thirteen intricately carved tudals the shrine is a feast for the eye the entrance gate is designed in the classical newa aakhi jhyal style it feature stunning symbol of surya ganesh chandra kumar and kalash each carved with remarkable detail and care guarded by two stone lion the principal deity sits in serene majesty the shrine also house other revered figure like laxmi shiva ganesha bhairav buddha and chitragupta creating a heavenly gathering under one roof each idol stand a a testament to the rich tapestry of belief and the profound artistry that breathes life into stone the worship ritual here are a symphony of devotion worshipper offer akshata rice light diyas incense and flower creating a beautiful and serene atmosphere that envelops the sens the ritual are simple yet profound reflecting a deep connection to the divine this shrine with it mallastyle pagoda architecture is not just a place of worship but a living gallery of devotion history and artistic beauty this shrine remains a beacon of spiritual peace it invite all to experience it divine embrace and witness the sacred blend of faith and artistry whether you come seeking solace inspiration or a glimpse into a rich cultural heritage the dhan wantari barahi shrine stand ready to welcome you writtencompiled by apekshya khanal,Bagmati Province,templehistorical sitecultural significance
541,"Dhap Dam, Shivapuri National Park",dhap dam is a manmade reservoir situated within the shivapuri national park approximately 26 kilometer from kathmandu nepal constructed in 2010 the dam wa designed to enhance the flow of the bagmati river during the dry season by capturing and storing monsoon rainfall key feature dimension the dam stand 24 meter tall and span 175 meter in width with a maximum water storage capacity of 850000 cubic meter ecological significance located within shivapuri national park the area is rich in biodiversity offering opportunity for wildlife observation and nature walk visitor information activity visitor can enjoy hiking bird watching and photography with the serene environment providing a peaceful retreat from the city access the hike to dhap dam begin at the sundarijal entrance of shivapuri national park the trail is approximately 14 kilometer from kathmandu and typically take 3 to 5 hour to complete depending on pace and route fee entrance fee for the park vary based on nationality nepali citizen 100 npr saarc citizen 600 npr foreigner 1000 npr per person plus an additional 1500 npr per group for a required guide best time to visit the ideal time to visit is during the dry season from october to april when the weather is clear and the trail are accessible for more detailed information and planning your visit you may refer to local tourism resource or contact local tour operator specializing in the area,Bagmati Province,damhiking destinationnatural beauty
545,Dharmakirti Mahabihar,archaeological site dharmakirti bihar is indeed located in thahiti kathmandu nepal it a buddhist monastery that hold historical and cultural significance in the region in front of this bihar there is a stupa of buddha which is likely a focal point for religious activity and ritual additionally nearby is the temple of the matya ajima also known a the temple of the lost mother matya ajima is a goddess revered by the newar community in nepal the temple dedicated to her is an important religious site where devotee offer prayer and perform ritual thahiti area in kathmandu is known for it concentration of religious and cultural landmark making it a significant destination for pilgrim and tourist alike,Bagmati Province,buddhist monasteryhistorical sitecultural heritage
546,Dhulikhel Picnic Park,dhulikhel picnic park is a popular recreational area located in dhulikhel nepal approximately 30 kilometer east of kathmandu situated at an elevation of about 1550 meter the park offer panoramic view of the himalaya including peak like langtang ganesh himal and gauri sankar key feature scenic view the park provides breathtaking vista of the surrounding mountain and the kathmandu valley making it an ideal spot for photography and nature walk activity visitor can enjoy picnicking hiking and exploring the nearby trail the area is also known for it rich cultural heritage with traditional newar architecture and temple in the vicinity accessibility dhulikhel is accessible by road from kathmandu with a drive time of approximately 1 to 15 hour visitor information facility the park is equipped with basic amenity such a seating area restroom and parking space best time to visit the ideal time to visit is during the dry season from october to may when the weather is clear and the view are unobstructed,Bagmati Province,parkrecreational spotnatural beauty
547,Dhunge Dhara Bode,dhunge dhara bode is a traditional stone spout or dhunge dhara located in the bode area of madhyapur thimi nepal these stone spout are integral to nepalese culture serving a communal water source and reflecting the country rich architectural heritage key feature historical significance dhunge dharas have been utilized for century providing potable water to local community they are considered symbol of communal life and traditional engineering architectural design typically constructed from stone these structure feature intricately carved spout and basin the design often includes a series of step leading down to the water source facilitating easy access for user cultural importance beyond their functional role dhunge dharas are cultural landmark often associated with local festival and ritual they serve a gathering spot for community interaction and socialization visitor information accessibility bode is accessible by road from kathmandu with a drive time of approximately 30 minute the dhunge dhara bode is situated within the town making it easily reachable for visitor nearby attraction visitor can explore other historical site in madhyapur thimi such a the bhaktapur durbar square and the ancient temple of changunarayan best time to visit the ideal time to visit is during the dry season from october to april when the weather is clear and conducive to sightseeing,Bagmati Province,historic sitecultural heritagenature retreat
549,Digu Bhairava Temple,heritage site digu bhairava temple is one of the most prominent temple of digu tole thimi the local worship digu bhairava a their linage deity thus the southern door of the temple is always kept open for the populace while the other door the eastern one is open on bare occasion it is a twostoreyed temple made in n 600 b 1536 and one can easily reach over there all you need to do is follow the same main road of thimi nearby you could also find the temple of digu ganesha brihaspati narayan mahadeva chaitya dabalis and patis well on one of those pati one of the famous jatras of thimi the tongue piercing one take place that in each year after the day of yenya punhi indra jatra also the temple is whirled by the palanquin during biska jatra stating that it is one of the most important temple of thimi,Bagmati Province,templehistorical sitecultural heritage
550,Dipankar Mahavihar,heritage site located inside a barely walked alley between kwathandou and bekhal dipankar mahavihar is the home of one of the dipankar buddha of bhaktapur he is supposed a the main dipankar buddha thus after him the vihar is named the statue of dipakhar buddha at dipankar mahavihar a per the available scripture it wa built in n 750 and fortunately it is still in good condition able to perform daily worshipping ritual and participate in panchadan and samyak dan like holy event beside dipankar buddha there stand a statue of mahankal manjushree ganesh and shivaparvati in this mahavihar tagging the red tara some folk legend mention that tara used to speak and wa kept inside the bar while she wa trying to leave the place that is why many tibetan and people from the himalayan region often pay a visit to this place the temple of red tara at the premise of dipankar mahavihar the mahavihar however is also come to know a the home of kumari of bhaktapur each year during dashain the living goddess kumari resides here for 15 day although there is not much movement in the area when you cross upon that road a fragrance of incense steal away your attention there is peace in the air while analyzing the spiritual value of that mahavihar one can not just ignore the architectural form the combination of the temple and local resident seems quite distinct yet attractive the strut are a beautiful a the other wooden piece of bhaktapur they are well carved and presented dipankar mahavihar likewise there are dharmadhatu chaitya bajradhatu chaitya khamba chaitya gaju chaitya a hymning place sattal with some fascinating painting and a stone conduit on it premise itâ€™s a place worth visiting although the presence of local resident make you feel quite awkward at first chaityas and sattal at dipankar mahavihar,Bagmati Province,buddhist monasteryhistorical sitecultural heritage
551,Divyashwori Temple,heritage site divyashwori temple is one unique temple of nepal probably in the entire nation there is one such temple that ha this kinda architectural characteristic it along with the 5 main pinnacle owns a total of 13 pinnacle it is the temple of divyashwori located 50m south of the lokanthali chowk it is said that the temple along with the main pinnacle is made in sriyantra form moreover there is an amazing statue of guhyakali inside the temple her image is also quite unique like the name and structure of the temple her image ha 11 head and about 108 hand surrounded by all serpent also it is assumed that it might be the first temple ever dedicated to her in the entire world it is said that she wa established there by a tantrik named dibya in b 1950 most of the devotee there offer her the pure water of coconut and sacrifice are strictly prohibited on top of that there is a sai bhajan and yog centre on the premise of this temple,Bagmati Province,hindutemplehistorical sitecultural significance
