id,name,address,latitude,longitude,rating,second_word,types,description
6165,Nigoo pukhu(Dui pokhari),,27.678103,85.385944,0.0,,Heritage Site,"Duipokhari or the Nigoo pukhu, which literally means the two ponds is now one of the popular middles of Madhyapur thimi. People go and spend time over there. Children do swimming and visitors, boating.
First restored Nigoo Pukhu
But, it was not the same scenario a few years back. It has been transformed into that ancient styled pond after a long period. It is said that the pond was once dried up to welcome King Mahendra in Bhaktapur.
As per the cited stories, the locals didn’t find a good and wide place to do a grand welcome of the then King. Thus, they dried up the pond. But, unfortunately, it became a dry meadow and an un-managed field after that.
The concerned authority could not make it to its initial face until Mr Madan Sundar Shrestha, the Mayor of Madhyapur Thimi associated his work and post toward protecting these heritage sites.
One of the Nigoo Pukhu (two ponds)
These ponds hold a history of at least 300 years. The name of Queen Ganga came whenever the talks start about the erection of the pond. It is said that she erected these ponds to facilitate the locals with a water resource.
recently completed nigoo pukhu
As for one solution if somehow fire brokes or else. Moreover, the erection of the pond helps to be alive to the other water sources like the wells and stone spouts."
6166,Jalapa Devi Temple,,27.85929325,85.1078303,0.0,, Religious Site,"At the northern front of Devighat s Jalapadevi Temple in Nuwakot, half a dozen statues are scattered, while the temple premises are enclosed with barbed wire fencing. This location holds great significance for the Devighat Jatra, attracting numerous devotees who gather on the full moon day of the Nepali month of Chaitra to offer prayers at the temple. According to local legend, Devighat is believed to be the sacred site where the Tibetan king, Songten Gampo, solemnized his marriage with the Nepali princess Bhrikuti."
6167,Lokeshwor Temple (Hiranyavarna Mahavihar),,27.676189,85.38567,0.0,,Heritage Site,"Lokeshwor temple of the Madhyapur thimi is one of the most sacred temples of Nepal. However, it is also designated as the main Vihar of Madhyapur Thimi too. People of thimi call this temple Ta: Baha and Lukuna dyo. It is highly protected, using the metal bars and locked up tightly because of the several attempts of theft.
Inside the temple, there is a beautiful statue of Lokeshwor (Karunamaya) who is considered one powerful tantric deity. There seems a combined influence of Hinduism and Buddism in this temple.
Seems like Avalokitesvara
This two-tiered temple has a Vajra (the lighting bolt) in front of the temple which signifies the tantric qualities observed by the nearby small chaitya over.
Vajra at Lokeshwor temple"
6168,Shani Mandir,,26.45820827,87.27838414,0.0,, Religious Site,"Sani Mandir, located in Biratnagar, Nepal, is a renowned Hindu temple dedicated to the worship of Lord Shani, the deity associated with the planet Saturn in Hindu astrology. The temple holds significant religious importance for devotees who believe in seeking blessings for protection from malefic influences and obstacles in their lives.
Sani Mandir features traditional Hindu architecture, characterized by its distinct spire and intricate carvings. The temple complex includes the main shrine dedicated to Lord Shani, along with other smaller shrines dedicated to various Hindu deities.
Devotees from Biratnagar and surrounding areas visit Sani Mandir to offer prayers, perform rituals, and seek divine intervention. Saturdays, considered auspicious for worshipping Lord Shani, witness a particularly high influx of devotees."
6169,"Brass and Bronze museum of Bhaktapur, Nepal",,27.673652,85.435576,0.0,,Heritage Site,"The museum next to the woodcarving museum also used to be a Matha or Math. (Math over here is not the mathematics term but is a house specially made for the priests of the specific temple) The then Math, which is now representing a bunch of cases, all related to the metalwork is now, well known under the name of Brass and Bronze Museum.
However, one can enter this museum with the same ticket bought either in the National Art Gallery or the Woodcarving Museum.
The museum is filled with ancient exemplars just like the other museum does. But, it significantly has preserved the traditional utensils of different eras including the ceremonial lamps as well as the ritual vessels, which meant to make it one unique museum from others.
In some summon, it is also facing the problems of weaker lighting means similar to the Wood Carving Museum."
6170,Mayurbarna Mahabihar,,27.66918165,85.33042112,0.0,, Archaeological Site,"Mayurbarna Mahabihar, is a significant Buddhist monastery. It s renowned for its intricate architecture, including beautifully carved wooden beams and traditional Newari craftsmanship. The monastery serves as a center for Buddhist learning and meditation, attracting pilgrims and tourists alike. Established centuries ago, it holds historical and cultural importance in Nepal s religious landscape."
6171,"Wood carving museum of Bhaktapur, Nepal",,27.673286,85.435544,0.0,,Heritage Site,"Wood carving museum of Bhaktapur
Wood carving museum, you can find this well-garnished architecture on the left side of the Dattatraya temple. At once, it used to be the pujari math of Tachupal Chowk but now it is considered one of the significant museums of Bhaktapur.
OUTLINES OF CONTENTS
Wood carving museum of Bhaktapur
The ground floor of the wood carving museum
Some historical facts related to the wood carving museum
Nearby the wood carving museum
Just accessing through the main door and reaching the inner yard would leave you with a big wonderment. But yes, before reaching there, you need to show your yellow-colored ticket to the guards of the museum.
If you already have visited the National Art Museum of Bhaktapur Durbar  Square or the Brass and Bronze Museum, then you don’t need to buy another one here. The same ticket works for you.
The ground floor of the wood carving museum
The rich wood carvings start to appear as soon as you step into the wood carving museum. The windows of the following floors, the struts, and the wooden pillars, make us realize that yes, we are in the woodcarving museum.
In the straight corner, there is a mask of Jayamal often called Jaya or Jai. He was a far-famed wrestler of the Malla era.
In front of it, there is a stairway that leads you to the very top and the third floor of the building.
*On the museum’s first floor, there is a room filled with wall paintings. But nevertheless, you might not call it actually a wall painting because the paintings are painted on a wooden platform that is attached to the room’s walls.
There are paintings depicting the Ramayana and Krishna Leela stories. On the beam, there are paintings of Nava Durgas (Astamatrika), Lord Vishnu’s Dasa Avatar. The room is literally filled with paintings, as there are paintings even on the ceilings.
Now, coming back to the third floor, you will find some of the most exquisite pieces of wooden art over there.
The museum is like a paradise for art admirers and practitioners. There are several statues made in the woods which consist of the statue of Bhairava, Vishnu, Buddha, Nitya Devi, Tara, Bhrikuti, Ganesha, Shiva, and many others.
The most satisfying part of being in the museum is that you can take pictures of these centuries-old crafts.
With the statues, there are torans, wooden pillars, and even boxes (safes) of different eras.
Besides these things, there is one unique thing that indeed is quite different from the ancient newa culture. A tiny window made out of brick, not the woods.
There might be some sort of story behind outputting such a window. Yet, there is one more thing that not only surprises you but also startled you.
After entering the third floor of the museum, you will find a small room on your left-hand side. It mentions that there is a statue of Bhairava with shakti (shakti means his consort) and some wall paintings.
Even after keeping that thing in your mind before entering over there, you would probably get startled. So, keep calm and enjoy what’s inside there.
Some historical facts related to the wood carving museum
The building of the current wood carving museum, which initially came into existence during the reign of King Yakshya Malla with the most epigraphic temple of Bhaktapur, The Dattatreya Temple.
After the blessing of King Yakshya Malla, it was rebuilt in 1763. And again renovated by German experts as the wedding gift to the then King Birendra in 1979.
The peacock window, being the most alluring woodcraft from the 15th century, even today made us come for it. You have to leave the museum to go look for the window because the window is placed on the eastern side of the building. A narrow street facing south (next to the museum) leads to this masterpiece.
Nearby the wood carving museum
The museum, of course, with the dark rooms and brazen woodcraft, showcases the then wood carvings. Nearby, there are some mini souvenir shops with miniature wooden peacock windows. And the brass and bronze museum to share the ticket, for instance.
Besides, there are different cafes and restaurants along with a small old shop, on the left corner of the Dattatraya temple.
However, the earthquake of 2015 made the museum quite terrible. But, it’s worthy enough to widen your eyes for the classics."
6172,Sundhara,,27.672654,85.428699,0.0,,Heritage Site,"Sundhara; the golden conduit of Bhaktapur Durbar Square
Must be in amazement, estimating that where the ordeal Sundhara is in Bhaktapur?
OUTLINES OF CONTENTS
Sundhara; the golden conduit of Bhaktapur Durbar Square
About the making of Sundhara
More about the Sundhara
Well, Sundhara is one archaic conduit of Bhaktapur that lies within the Bhaktapur Durbar Square. It aesthetically is a very famous Hiti. Here, Hiti is a term, meaning the taps in the local language. Yes, this conduit that lies beneath the ground level is most commonly known as the Nagpokhari of the Durbar square.
Sundhara of Bhaktapur Durbar Square PC: Sameer Shakya
The conduit and its surroundings are all crafted and decorated through the images of serpents. Things might be the probable reason behind calling this golden conduit as Naag Pokhari. But in the studies, this conduit along with the pond was called Sundhara, which literally means the golden conduit.
You might also find people calling it Luhiti, which also means the golden conduit exactly in Nepal Bhasa ( most commonly known as the newari language).
Sundhara, on the other hand, is a symbol of unique aesthetic grace which is as its name is golden. It has one of the most extricating carvings on the mouth of the spout. The head of a non-castrated he-goat and the figures of different animals and Gods posing in that court really make you say, awe-inspiring.
Furthermore, in front of Sundhara, there is a diminutive pond, in the middle of which an image of gold-plated Naag with a wooden pillar does stand. Perhaps, that’s why people also call this arena Naag Pokhari rather than Sundhara.
Well, around the Sundhara and the pond, you can examine the brick thoroughfare with the stonewall enclosed by the amounts of the serpent including numerous figures of Gods and Goddesses.
Thus, it is unique.
About the making of Sundhara
Bhaktapur and its monuments, never stay emptied without an ambiguous and fascinating story. So, the same goes for this Sundhara.
King Jitmitra Malla, who seems to have contributed a lot to making temples, courtyards, and the palace itself was also one of the most creative kings of Bhaktapur. It is said that one night the Goddess Taleju obliged herself before King Jitamitra Malla, in his dream while the construction of the Thanthu royal palace was on, to the east of Taleju temple.
Know more about the Malla kings of Bhaktapur.
She then instructed him to make preparation for fetching water from the Mahadev river of Nagarkot to carry out the periodic worship of Taleju in the palace.
Consequently, water was then collected from around the smaller streams originating from Mahadev mountain in big storage. It was then diverted into a pond for necessary treatment and finally brought to the golden spout inside the palace through the Royal Cannel (Raj Kulo).
(That pond might be called today’s Mahadev Pokhari, where every year, on the month of Poush/Magh, devotees come and take bath as well as worship at the nearby Mahadev temple.)
The initiated work of constructing Sundhara along with the pond was begun in 1678 (798 Nepal Sambat) and completed in 1683 (803Nepal Sambat).
There is an even more impressive story recounted about this Sundhara. As per the anecdote, on the inauguration day of this Sundhara and pond, religious worship was offered to the Taleju Goddess invoking Tantrik Shakti, and a pair of white ducks were left to flow through this spout.
Legend has it that these ducks easily passed through the mouth of Sundhara turning into a smaller size. They were seen swimming in the pond. This process of appearing and disappearing of these ducks was said to be observed till some generations of the Malla period.
Sundhara of Bhaktapur Durbar Square
More about the Sundhara
The earliest water source of this conduit was Mahadev Pokhari, Nagarkot which later was taken over by the modern piped system.
However, amid the disruption of Raj Kulo, Sundhara also lost its natural source of water, and today, the modern piped system has been enlarged with the existing infrastructure of Sundhara. Though the water supply is limited and the water streams, for a few hours in the morning and evening for religious worship which also seems not regular.
The water Sundhara was used for the worship of the Thanthu palace. Also, the king and queen used to take bath in this conduit before leaving to have a rest near the Khopi (resting room).
The water of this conduit is still used to worship the Goddess Taleju. However, sometimes, the irregularity of the water flow compels to use of the encaged pond water nearby for religious worship in the Taleju temple.
Reference
Research paper on water and culture-Ganesh Khaniya"
6173,Nepal Art Council ,,27.69231814,85.32361787,0.0,, Art Gallery,"Nepal Art Council was established in 1962, Nepal Art Council is a leading non-profit organization focused on promoting arts and artists of Nepal.
Spread over an expansive 28,423 sq. ft, NAC provides the finest and most central state-of-the-art gallery space in Kathmandu today.
By pioneering the nurturing of artistic talent for over half a century; the Nepal Art Council has played a pivotal role in helping a new generation of contemporary Nepalese artists working in various genres, to emerge and attain the level of excellence we witness today."
6174,Salan Ganesh Temple and the pond,,27.673865,85.435101,0.0,,Heritage Site,"Within the sphere of Dattatreya Square, there are three more temples that hold both cultural and religious paramount. Among them,  the Salan Ganesh Temple is the one, which lies in the right-hand corner of the square.
A narrow street leads the way to the temple. The temple is particularly special because of the image of Lord Ganesh. But, it is not a sculpture. The image is rooted in a natural stone that has a symbolic form of Ganesha or the elephant-headed image.
Nowadays, it became more indistinguishable because of the red tika, covered all over it.
The Salan Ganesh is also sub-titled as the Adhi Ganesh among the asta Ganesh. During the procession process in Gai jatra, this temple is revolved by a bunch of people. Thus, because of that, it was called Salan Ganesha.
However, until today, the exact erection date of the temple has not been defined. Yet, some guesses call it the temple developed in the 13th century. Sumerialy, the date 1654 also arouses as its erected date. 
Salan Ganesha pokhari
Salan Ganesh Pokhari
The pond behind the Salan Ganesha Temple is said to be dedicated to the temple. That’s why it is named the Salan Ganesha pokhari. Consequently, the eve made this pond fill with young people as well as the old ones. While, for now, there is no use of this pond except for having a peaceful time with friends.
Furthermore, it is presumed that the pond might have been in existence since the 16 or 17th centuries. From then till today, this pond remains in its initial structure. Along with the length and width of 300 and 150 ft respectively.
Nearby, in the north direction of the pond, there is an Agam Chhen of the respective temple. The architecture is best known for its eccentric display of woodcarvings. All the torans, windows, doors, as well as struts, are shaped in beautiful patterns.
Salan Ganesh Agam Chhen PC: Praz Santt/bhaktapur.com"
6175,Taleju Temple,,27.91466874,85.16500929,0.0,, Religious Site,"Taleju Temple is a historic and revered Hindu temple located in Nuwakot, Nepal. Dedicated to Goddess Taleju Bhawani, the temple is an essential religious and cultural landmark in the region. Taleju Bhawani is considered to be a form of the Goddess Durga. The temple s architecture exemplifies traditional Newari craftsmanship, characterized by intricate wood carvings and pagoda-style architecture. The temple holds immense religious significance and is a focal point of festivals and ceremonies, particularly during Dashain, Nepal s biggest Hindu festival. Pilgrims and tourists visit the temple to offer prayers and seek blessings. Its historical and architectural significance, coupled with its religious importance, make Taleju Temple a must-visit attraction in Nuwakot."
6176,External Peace Flame,,27.4747659,83.27571893,0.0,, Monument,Tourists spending their vacation in Lumbini surely would not want to miss out on the chance of seeing the intriguing  Eternal Peace Flame  which fascinates the eyes of every first-time visitor. Eternal Peace Flame is located at the center of Lumbini Garden. Heading to Eternal Peace Flame is widely known to be a joyous occasion for those wanting to experience a cool thing to do in Lumbini Nepal.
6177,The existence of Laxmi Narayan temple in Dattatraya Square,,27.673637,85.434959,0.0,,Heritage Site,"There are so many Narayan temples within the Bhaktapur Nagar. So that people often get confused about the names of the temples. However, the places and their architecture, distinguish them from each other. The Laxmi Narayan temple stands out as the most unique Narayan temple in the Bhaktapur Nagar. 
Location wise, the Laxmi Narayan temple lies on the premises of Dattatreya Square. That, in the northern arena of the square.
Though this temple was erected in the 18th century, it still bears to stand in between us.
Architecturally, it is made off of multiple roofs. Which is more likely the traditional roofing style of Nepal. Although it is made in a traditional format, it still has some uniqueness. More than any other temple which seems similar to traditional architecture.
Moreover, on the other hand, this tiny heritage site is also a fine example of wood adeptness. One can observe the very well wood carvings in its entrances and torans.
Plus, there is a pair of lions too, in front of its entrance. That generally symbolizes the temple of Devi and the attending vehicles of Mahalaxmi. Since the temple is honoured to both Laxmi and Narayan, the statues of lions were established there. While the entrances are filled with carvings of snakes too.
Furthermore, the Laxminarayan temple is blessed with the pristine image of Laxmiarayan. But that doesn’t mean there are two statues of the deities i.e Laxmi and Narayan.
Instead, there is only one image which generally is of a combined form of Laxmi and Narayan. If you take an attentive look at the statue, then you realize it. That the statue actually has two different figures as well as bearings."
6178,Bhimsen temple of Bhaktapur,,27.673457,85.4348,0.0,,Heritage Site,"There are still several temples and heritage sites in Bhaktapur which has no evidence of their existence. Yet, they are standing in front of us. But, its history is somewhere else. No one accurately knows about them. In those dusting and busts of the city, the erection of the Bhimsen temple also got faded.
Somehow, the archaeologists presume, it was erected in 1605 CE. While some other sources dated it back to the 18th century.
This two-floored rectangular pagoda, the temple of Lord Bhimsen is located right in front of the Dattatreya Temple within the premises of Dattatrya square. Plus, it was renovated lately in the year 2018. However, it is standing in its initial structure until now. As the name of the temple assumes, it is the temple of lord Bhimsen.
The Bhimsen temple is often called Bhisindyo or Bhindyo by the local people.
This Bhimsen temple is extraordinarily large in length unlike any other temple in Bhaktapur. Plus, there are 7 pinnacles crowning in the tiny and pretended tier of the temple.
The windows, doors, and struts alike are filled with beautiful carvings. For instance, the temple is not only blessed with the Bhimsen but also with the statue of Draupati. Here, Draupati is one of the main characters of Mahabharata, who was also the wife of Panch Pandava.
Adding more, the ground floor of its looks like a resting place. Since it is open to everyone and has nothing except a big space. Within the same series, there is a doorway guarded by two stone images. Ultimately, that portal guides to the main temple of Bhimsen.
About the Lord Bhimsen
Bhimsen is a god with a red face, angry eyes, and a thick dark moustache. He is worshipped as the god of trade and commerce. Perhaps, because of that, every household has had its portrait, especially in the shops. They believe that the praying of Lord Bhimsen would bring good fortune and success in business.
Bhimsen
Usually, the local people come and worship in the temple but the traders often come on Saturday to do worship. It seems Saturday is one special day to worship Bhimsen. Besides that, the bhimsen is worshipped especially on Holi Purnima and Yomari Purnima.
Bhimsen pokhari of Bhaktapur
With the temple, a conduit is attached, right to its back. That is a conduit but for some unknown reason, it is also called a pond. That’s why that conduit along with the assumed pond is called Bhimsen pokhari.
Meanwhile, some shreds of evidence show up as the conduit made in the lichhavi period. The northern, as well as the southern steps, still have some sort of carving evidence.  That mentioned the name of some, of the then rulers of Bhaktapur like Raya Malla, Ram Malla, Rana Malla, and Bhim Malla. It was placed during its renovation.
With that, different classic statues like the statue of Narayan with four hands, Chandra, Surya, Ganesh, and some others are also established over there. Similarly, as the attraction, the conduit itself beholds the antique beauty.
The carvings relating to the crocodiles and torans giving shelter to the statue of Narayan above the sunken look so impressive."
6179,Krishna Temple,,27.66079175,84.42322159,0.0,, Religious Site,"The Krishna Temple in Bharatpur, Nepal, is a significant religious site dedicated to Lord Krishna. Situated in the heart of Bharatpur city, it is a renowned pilgrimage destination for devotees of Lord Krishna. The temple s architecture reflects traditional Nepali style, with intricate carvings and vibrant colors adorning its structure. Inside the temple, worshippers offer prayers and perform rituals to Lord Krishna, particularly during festivals like Janmashtami (Krishna s birthday) and other important Hindu celebrations. The Krishna Temple holds cultural and religious significance, attracting visitors seeking spiritual solace and cultural enrichment."
6180,Til Madhav Narayan Temple,,27.670725,85.429304,0.0,,Heritage Site,"Apart from researchers, it would be amazing if anyone in this generation is aware of the Til Madhav Narayan Temple.
OUTLINES OF CONTENTS
Til Madhav Narayan
Til Madhav Narayan, the deity who blesses the devotees with children
About the emergence of Til Madhav Narayan
The temple of Til Madhav Narayan is one of the most important temples of Nepal, as it is one of Nepal’s oldest temples, dating back to 238 N.S. (1118 A.D). Even yet, it manages to stand straight in a good position between us.
The temple is located just in front of the Nyatapola Temple, in the southern arena. However, it is hidden behind a wall of houses. You can enter the courtyard where the temple has been residing through one narrow open doorway.
Til Madhav Narayan Temple
PC: bhaktapur.com/ Prashant Prajapati
Til Madhav Narayan
Til Madhav Narayan is one of Lord Vishnu’s incarnations. Even if no one could enter the temple, the statue of Garuda, conch and wheel confirmed the presence of the deity. There is also Lord Natyeshwor, who is supposed to have been established there to protect Til Madhav Narayan.
According to the temple priest, the depiction of Til Madhav Narayan differs greatly from other renderings of Narayan. He explained that this statue only has three hands. Another restriction is that no worshipers are permitted to visit the shrine or even see the Lord Narayan statue.
And, yes, photography is not permitted inside the temple.
The temple is open from 4 a.m. to 8 p.m. During this period, the priest performs Nitya puja at around 5:30 a.m. and Sandhya Aarati at 5 p.m.
Furthermore, Til Madhav Narayan’s idol is also worshipped as Janai Dharan Narayan, who is said to be untouchable by the girls.
Til Madhav Narayan, the deity who blesses the devotees with children
A courtyard, in addition to the temple, is considered sacred by Bhaktapurians. Because Ihi, one of the most essential rituals of every newa girl, was sometimes performed there.
In addition, on important occasions, devotees from faraway regions such as Pharping and Panauti come here in the hope that the Lord may grant their wishes. According to the temple priest, if anybody obtains the clarified butter (Ghee) of the naval of the Til Madhav Narayan on the fourth day of the Magh, his/her request is granted.
It is a local belief.
On the day of Maghe Sankranti, the statue of Til Madhav Narayan is immersed in clarified butter and presented to worshippers after four days. It is often held that God fills the laps of individuals with children who are experiencing difficulties with childlessness.
As a result, it is also revered as the deity that bestows offspring on followers.
About the emergence of Til Madhav Narayan
According to legend, even after selling tons of sesame seeds, one trader noticed that he had many more sesame seeds than he should have, and it wasn’t even close to being finished. There he discovered the image of Til Madhav Narayan.
Since then, devotees have offered Sesame seeds (Til) to the deity on the day of Maghe Sankranti every year. In addition, the god is worshipped on the days of Janai Purnima and the Madhav Narayan Festival in Bhaktapur."
6181,Umbrella Street,,27.57058507,84.36064264,0.0,, Tourist Attraction,"Umbrella Street in Bharatpur, Nepal, is a colorful and vibrant pedestrian street adorned with hanging umbrellas overhead, creating a beautiful and unique canopy effect. It s a popular tourist attraction and photo spot, drawing visitors who enjoy strolling beneath the colorful umbrellas and capturing picturesque moments. The street is often decorated with additional lighting and decorations during festivals and special events, adding to its charm and appeal. Umbrella Street has become an iconic landmark in Bharatpur, contributing to the city s cultural ambiance and attracting both locals and tourists alike."
6182,Kileshwor Mahadev Temple,,27.716386,85.428078,0.0,,Heritage Site,"This tiny and two-storeyed temple on the premises of the Changu courtyard is called Kileshwor Mahadev Temple. People often call this temple the temple of Pasupatinath.
There is a shared belief that the lord Shiva gets settled over there to protect the hill. As the Changu Narayan temple, this temple also seems quite old and full of art and architecture. The struts behind the windows, and the upper section of the windows, show what a picturesque temple is.
The image of Umamaheshwor at Kileshwor temple PC: rockaroundtheworld
Moreover, the duplicate structure of this temple was made during the World Wood day 2016 celebrations in Nepal.  You can find the videos of it on youtube too. It says it took 9 days to complete it. With the resources of 531 timber pieces, 422 joints, and 7 tons of reclaimed sal wood."
6183,Rudrabarna Mahabihar,,27.66820681,85.32719443,0.0,, Archaeological Site,"Brief Introduction
Rudrabarna Mahabihar is one of the oldest and most well-preserved shrines of Patan. The shrine is popular for its beautiful courtyard.

General Information
The shrine lies south of Patan Durbar Square. You can recognize it by the entrance to which features two large stone lions and a plastered gateway topped with two modern plaster lions holding flags. This complex perfectly showcases Newari Buddhist architecture, art, and culture. 

The history of the Mahabihar has several anecdotes. You will find around 12 different accounts of this shrine being referenced in ancient texts. Popular consensus agree King Sivadev I of the Lichhavi dynasty erected the Rudrabarna Mahabihar. 

Cultural Religious Aspect
The shrine is culturally and religiously linked with the local Newars, specifically the Shakyas. There are acts of daily worship at the bihar. A priest and some elders of the local Shakya clan perform the rituals. Every male member of the Shakya clan is required to serve as a priest at the bihar for at least two weeks once in his lifetime.

Architecture Artistic Features
At the four corners of the bihar are four exotic statues of deities. The Mahabihar is adorned with many other beautiful metal artworks. Behind the Mahabihar is a spacious courtyard called Tago Chiba, which features a large white stupa in the center. Rows of houses surround the courtyard giving the shrine a communal vibe.

Events Functions
There are around 1200 Shakyas of various lineages as a part of the Sangh (Community) for this Mahabihar. Regular feasts are observed by the members of this Sangh in the Mahabihar. 

Visitor Information
As you exit along an alley from the east side of the Mahabihar, you will be able to see ancient houses and intricately carved windows. This path will also lead you to another Mahabihar called Hiranyabarna Mahabihar, which is popular among tourists as Golden Temple."
6184,Jesthabarna Mahabihar,,27.66995071,85.32385005,0.0,, Archaeological Site,"Jesthabarna Mahabihar, is prominent Buddhist monastery. It s known for its striking architecture and intricate artwork, reflecting traditional Newari craftsmanship. Jesthabarna  serves as a center for Buddhist education and meditation. With a rich history dating back many centuries, it holds cultural and religious significance in Nepal."
6185,Chinna Masta Temple,,27.716229,85.42796,0.0,,Heritage Site,"The Chinna Masta temple is completely dedicated to Chinna Masta Devi. The Changu’s inhabitants honour her as a local manifestation of Goddess Kali. She is thought to have existed before ancient times.
She accepted sacrifices since she is a tantric goddess. However, she is valued because of her sacrifice. According to legend, she decapitated herself in order to feed the ravenous Dakini and Varnini.
The Goddess of Chinna Masta
Almost every image of her shows that epigraphic story, where she retains her head in one hand. And, scimitar on the other hand. Plus, three spurts of blood mounting out from her neck and feeding Dakini, Varnini, and herself that blood.
This temple, over in the courtyard of Changu Narayan Temple has a single glided roof. And, in front of it, there are two miniature taleju bells. Moreover, it has two flags as well as guardians on both sides of the doors. The temple lies in the southeast corner of the courtyard."
6186,Balkumari Temple of Thimi,,27.675718,85.385297,0.0,,Heritage Site,"Balkumari of Madhyapur Thimi is worshipped as one of the four kumaris of Kathmandu Valley. The local people praise her as their guardian deity. They also perform their livelihood ceremonies like marriage, and Barthabandha over there.
OUTLINES OF CONTENTS
The legends about the Balkumari temple
Balkumari temple and the biska jatra
How to get there?
The Balkumari temple has a brick-paved rectangular courtyard. Also, the minor and major deities within it like the Digu Bhairava temple.
The temple itself is of a three-falsehood which has amusingly impressive hanging Pataas. It also has a column in front of it, which has a beautiful representation of a peacock. There were more peacocks in its tier corners. But they all were stolen, leaving one among them.
patah of Balkumari temple
That’s why it was once sealed with strong iron bars including the Balkumari temple. But now, the iron bars have been removed and the temple is in its initial face.
peacock on the roof of Balkumari temple
The legends about the Balkumari temple
The temple has a long story, nearly dating back to the 17th century. Of course, cause the temple was established at that time. The legends say that a merchant of Madhyapur usually went to Lubu for trading purposes along with his group. But he somehow fell in love with the princess of the Lubu and vice versa.
Soon, the princess also got pregnant. For that reason, she asked the merchant to take her away with him to the thimi. The merchant happily accepted her proposal but at the same time, he put a condition too.
The condition was that if she wanted to come to thimi with him, she must bring the balkumari with her.
That the princess also happily accepted and brought the deity to the thimi. From that time, the deity was permanently shifted to thimi.
Plus, there is a womb-like structure right above the idol of the deity. That, in some way, justifies the story of shifting the deity by the pregnant woman.
Balkumari temple and the biska jatra
BALKUMARI TEMPLE
PC: KTM guide
The Balkumari temple became a course of titling and tattling when it came to the Biska Jatra. Yes, because this temple is foremost related to the vermilion festival, ordinarily known as Sindur Jatra. The jatra initially starts from this temple. But her chariot is not rounded to the whole city as other chariots do.
Her chariot is taken up to the temple of Prachanda Bhairva. Since it is believed that the ancient thimi was bordered that place in the north.
How to get there?
The temple is not a challenging place to reach instead it is truly quick to reach there. Half an hour of a taxi ride drops you at the entrance of the temple from Baagbazaar. Alternatively, if you choose to ride a local bus, then it might take around 45 minutes of time to reach thimi.
The Naya thimi, the bus conductor as well as the locals call the place Naya Thimi. From where you have to walk for exactly 5 minutes. There, on your left-hand side, on your second turn, you would find the temple."
6187,Namobuddha Monastery,,27.57123326,85.58252698,0.0,, Religious Site,"This Tibetan Buddhist monument is one of the three most significant holy shrines in Nepal, and is the perfect place to take a glimpse into the monastic life. It is located in a region called Namobuddha that lies a little further ahead of Dhulikhel. Legend has it that this is the site where Prince Mahasatwo, who Buddha is believed to be a reincarnation of, gave up his life to save a tigress and her cubs.
The monastery features the stupa that is supposed to be the burial site of the prince, along with amazing views surrounding the monument that make it a popular tourist spot for the religious and non religious alike."
6188,Dharmakirti Mahabihar,,27.70966392,85.30979997,0.0,, Archaeological Site,"Dharmakirti Bihar is indeed located in Thahiti, Kathmandu, Nepal. It's a Buddhist monastery that holds historical and cultural significance in the region. In front of this Bihar, there is a stupa of Buddha, which is likely a focal point for religious activities and rituals. Additionally, nearby is the temple of the ""Matya Ajima,"" also known as the ""Temple of the Lost Mother."" 

Matya Ajima is a goddess revered by the Newar community in Nepal. The temple dedicated to her is an important religious site where devotees offer prayers and perform rituals. Thahiti area in Kathmandu is known for its concentration of religious and cultural landmarks, making it a significant destination for pilgrims and tourists alike."
6189,Badrinath temple,,27.672046,85.427455,0.0,,Heritage Site,"Badrinath temple is a 17th old century temple. It postured itself within Nepalese traditional roofing style.  That makes this temple more unique than others.
By the sequence, King Bhupatindra Malla erected that temple. That was of the shikhara style. Unfortunately, the devastating earthquake of 1990B.S. turned this temple into a Nepalese roofing style temple.
It sounds quite weird. But another devastating earthquake of April 2015 brought this temple in its real posture. Today, the temple is again in the same shape. Yes, it is in the shikhara style as it was originally built.
Moreover, the most valuable thing, that this temple consists of is the statue of the Harihar. It is a combining form of lord shiva and Vishnu. That people call Badri Narayan or Badrinath. That then turns out to be the name of this temple.
Consequently, as the Badrinath temple. Most of the people know this temple as one of the pilgrimages of char Dham temples too."
6190,Kalinchowk Bhagawati Temple,,27.75780573,86.03360144,0.0,, Religious Site,"Kalinchowk Bhagwati Temple is a Hindu shrine at KURI VILLAGE in Dolkha District of Nepal. It is situated in Kalinchowk VDC in Dolkha at the altitude of 3,842m from sea-level (Around 150 km from Kathmandu). It s a part of Gaurishankar Conservation Area (GCA)from where two rivers SunKosi and Tama Kosi river are originated. It is famous for Temple, panorama views of Mountains and snowing activities. Most of the People visit the place to enjoy the snow during the winter besides the mesmerising landscapes and splendid panoramic view of the Himalayan range. Kalinchok gets snow mainly at the end of December and it lasts till the end of February or mid-March. When there is snow, it is difficult for jeeps, buses and cars to reach the top of Kuri village."
