id,name,description
1221,Eternal life church (ananata jaiiwana manadalaii),"Eternal life church (ananata jaiiwana manadalaii) is a well-known location, located at Devdaha-1, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
1222,Ethnic mission church,"Ethnic mission church is a well-known location, located at 5WRX+6P6, Chhorepatan, Pokhara, simaltuda 17, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
1223,"Evangelical Friends Church ,Golbazar","Evangelical Friends Church ,Golbazar is a well-known location, located at Q8WM+69G, gaolabajaara 56500, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
1224,"Evangelical Friends Church, Dhulikhel dhaulaikhaela maitara manadalaii","Evangelical Friends Church, Dhulikhel dhaulaikhaela maitara manadalaii is a well-known location, located at Dhulikhel Road 3, dhaulaikhaela 45200, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
1225,Evangelical Kundahar Church,"Evangelical Kundahar Church is a well-known location, located at 6245+2C5, paokharaa 33700, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
1226,Everest Art Gallery,"Everest Art Gallery is a well-known location, located at Bansbari Rd, P.O.Box No. 9614, Kathmandu 44600, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Everest Art Gallery is a well-known location, located at Bansbari Rd, P.O.Box No. 9614, Kathmandu 44600, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Everest Art Gallery is a well-known location, located at Bansbari Rd, P.O.Box No. 9614, Kathmandu 44600, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Everest Art Gallery is a well-known location, located at Bansbari Rd, P.O.Box No. 9614, Kathmandu 44600, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Everest Art Gallery is a well-known location, located at Bansbari Rd, P.O.Box No. 9614, Kathmandu 44600, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Everest Art Gallery is a well-known location, located at Bansbari Rd, P.O.Box No. 9614, Kathmandu 44600, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Everest Art Gallery is a well-known location, located at Bansbari Rd, P.O.Box No. 9614, Kathmandu 44600, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Everest Art Gallery is a well-known location, located at Bansbari Rd, P.O.Box No. 9614, Kathmandu 44600, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Excellent price, quality original artworks and paintings Nice contemporary art works andcreasonable price Nice place"
1227,Everest Base Camp Trailhead,"Everest Base Camp Trailhead is a well-known location, located at J6MJ+QV3, jairaii 45500, naepaala. It offers a variety of experiences for visitors."
1228,Everest Fun Park & Resort Pvt. Ltd,"Everest Fun Park & Resort Pvt. Ltd is a well-known location, located at JJMG+JW7, Urlabari-08, Durgapuri, Urlabari Ambari Rd, uralaabaaraii 56604, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors."
1229,Everest Science Center Nepal,"Everest Science Center Nepal is a well-known location, located at Barju - 5, Sitagunj, Sunsari, Nepal Sitagunj, Nepal. It is known for being a museum, point_of_interest, establishment. It offers a variety of experiences for visitors. Everest Science Center Nepal is a well-known location, located at Barju - 5, Sitagunj, Sunsari, Nepal Sitagunj, Nepal. It is known for being a museum, point_of_interest, establishment. It offers a variety of experiences for visitors. Everest Science Center Nepal is a well-known location, located at Barju - 5, Sitagunj, Sunsari, Nepal Sitagunj, Nepal. It is known for being a museum, point_of_interest, establishment. It offers a variety of experiences for visitors. Everest Science Center Nepal is a well-known location, located at Barju - 5, Sitagunj, Sunsari, Nepal Sitagunj, Nepal. It is known for being a museum, point_of_interest, establishment. It offers a variety of experiences for visitors. Everest Science Center Nepal is a well-known location, located at Barju - 5, Sitagunj, Sunsari, Nepal Sitagunj, Nepal. It is known for being a museum, point_of_interest, establishment. It offers a variety of experiences for visitors. Everest Science Center Nepal is a well-known location, located at Barju - 5, Sitagunj, Sunsari, Nepal Sitagunj, Nepal. It is known for being a museum, point_of_interest, establishment. It offers a variety of experiences for visitors. Everest Science Center Nepal is a well-known location, located at Barju - 5, Sitagunj, Sunsari, Nepal Sitagunj, Nepal. It is known for being a museum, point_of_interest, establishment. It offers a variety of experiences for visitors. Everest Science Center Nepal is a well-known location, located at Barju - 5, Sitagunj, Sunsari, Nepal Sitagunj, Nepal. It is known for being a museum, point_of_interest, establishment. It offers a variety of experiences for visitors. Previously it was a science center and many people used to visit there  but nowadays it remains as a picnic spot. The location and its surroundings are suitable for the science center and planetarium. It needs improvement and upgradation. Such places are really needed in eastern Nepal. It gives students, children and all aged people a good knowledge. People will have a good time for outing in such places instead of being engaged on mobile phones. didn't caught too much about the science, but Nice placeðŸ‘Œ. There is a park. There are swings and slides. You can do boating too.
Yeah, toilet are a bit stinky but.. like a wise man said, ""Keep your face always toward the sunshineâ€”and shadows will fall behind you."" Visited in Jan, 2023, seemed like it has not been maintained since COVID breakdown. Good for students esp. science students.
Needs repair, decoration and publicity Nice place but requires mentainance. It was very good, informative and well managed at the beginning. I had visited there so many times and returned satisfactorily.
But, in recent visit, I found everything is miss managed. All scientific apparatus are out dated and not a single experiment can be done. Greenery is ruined. Visit is worthless.
It needs well maintains, well management and repair.
Best wishes !! Perfect place for field visit. Good for students to visit Science center for creative work art & design with Picnic spot."
1230,Everest store inaruwa Sunsari,"Everest store inaruwa Sunsari is a well-known location, located at inarauwaa 56710, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors."
1231,Exotic aquariums and pet shop,"Exotic aquariums and pet shop is a well-known location, located at Next to Prabhu bank Near to Gorkha Department, patharaii shanaishacharae 56600, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors."
1232,External Peace Flame,Monument Tourists spending their vacation in Lumbini surely would not want to miss out on the chance of seeing the intriguing  Eternal Peace Flame  which fascinates the eyes of every first-time visitor. Eternal Peace Flame is located at the center of Lumbini Garden. Heading to Eternal Peace Flame is widely known to be a joyous occasion for those wanting to experience a cool thing to do in Lumbini Nepal.
1233,FGT Church Joshipur,"FGT Church Joshipur is a well-known location, located at H2C9+FMJ, jaoshaiipaura 10901, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
1234,FGT Church Nepalgunj,"FGT Church Nepalgunj is a well-known location, located at 3JCP+HCR, naepaalaganyaja 21900, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
1235,"FGT Church, Tesanpur, Bardiya","FGT Church, Tesanpur, Bardiya is a well-known location, located at 6C64+W6C, mahamamadapaura 21800, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
1236,"Faith Church, Nepal Chitwan","Faith Church, Nepal Chitwan is a well-known location, located at JHC5+34R, Sai Chowk - Chaipur Rd, khaairahaanaii 44204, naepaala. It offers a variety of experiences for visitors."
1237,"Falaicha Art,Culture And Museum Stay","Falaicha Art,Culture And Museum Stay is a well-known location, located at Bhojpur 57000, Nepal. It is known for being a museum, point_of_interest, establishment. It offers a variety of experiences for visitors."
1238,Famous Art and Creation Flex Print,"Famous Art and Creation Flex Print is a well-known location, located at Q77H+RJ9, gaaura 44500, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors."
1239,Farmers Father DevDhawal Park,"park, point_of_interest, establishment Farmers Father DevDhawal Park in Baglung is dedicated to the memory of a local agricultural figure, providing a peaceful space for visitors to relax amidst nature and appreciate the area's agricultural heritage."
1240,Fender pets Aquarium shop,"Fender pets Aquarium shop is a well-known location, located at Unnamed Road, gaokaranaeshawara 44600, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors."
1241,Fine Art,"Fine Art is a well-known location, located at lahaana raoda 10, lahaana 56500, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors."
1242,Fine Arts,"Fine Arts is a well-known location, located at P876+QM7, Tridevi Sadak, Kathmandu 44600, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors."
1243,Finear Art Gallery,"Finear Art Gallery is a well-known location, located at MCCH+H4V, Ichhu Galli, Bhaktapur 44800, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Finear Art Gallery is a well-known location, located at MCCH+H4V, Ichhu Galli, Bhaktapur 44800, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Finear Art Gallery is a well-known location, located at MCCH+H4V, Ichhu Galli, Bhaktapur 44800, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Finear Art Gallery is a well-known location, located at MCCH+H4V, Ichhu Galli, Bhaktapur 44800, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Finear Art Gallery is a well-known location, located at MCCH+H4V, Ichhu Galli, Bhaktapur 44800, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Finear Art Gallery is a well-known location, located at MCCH+H4V, Ichhu Galli, Bhaktapur 44800, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Finear Art Gallery is a well-known location, located at MCCH+H4V, Ichhu Galli, Bhaktapur 44800, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Finear Art Gallery is a well-known location, located at MCCH+H4V, Ichhu Galli, Bhaktapur 44800, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Best small art gallery I have been so far. The e woman and artist itself are really kind. This is one of the few less shops which have like abstract art. Bought 3 paintings. Prices are very good. I came back to Bhaktapur only for this shop. people can find contemporary art in reasonable price.. Beautiful arts that reflects creativity and Nepali culture. For awesome arts and painting Wonderful Paintings This place is amazing"
1244,Fins and fur,"Fins and fur is a well-known location, located at ratana raoda 11, dharaana 56700, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors."
1245,First view point,"First view point is a well-known location, located at H9HW+8JC, Godawari - Phulchoki Rd, gaodaawaraii 45200, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors."
1246,Fish Market,"Fish Market is a well-known location, located at Q77H+68W, gaaura 44500, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors."
1247,Fish O Farm CAARP,"Fish O Farm CAARP is a well-known location, located at Khairahani 10, kathaara 44200, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors."
1248,Fish Shop,"Fish Shop is a well-known location, located at GPPX+8MQ, F04, raajawairaaja 56400, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors."
1249,Fish farm & resort,"Fish farm & resort is a well-known location, located at Heaven park, bairataamaoda 00977, naepaala. It is known for being a  park. It offers a variety of experiences for visitors."
1250,Fishing spot,"Fishing spot is a well-known location, located at JCRW+J5, tailaotatamaa 32907, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors."
1251,Foot Bridge,"Foot Bridge is a well-known location, located at RR6M+3VG, baenaighaata 45100, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors."
1252,Forest places of animals,"Forest places of animals is a well-known location, located at 6PMQ+5C, kaushamaa 33400, naepaala. It is known for being a  zoo. It offers a variety of experiences for visitors."
1253,Fountain Eco Park,"Fountain Eco Park is a well-known location, located at F76P+73W, wairaatanagara 56613, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors."
1254,Freedom Art Gallery,"Freedom Art Gallery is a well-known location, located at thamaela bhagawataii maaraga, Kathmandu 44600, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Freedom Art Gallery is a well-known location, located at thamaela bhagawataii maaraga, Kathmandu 44600, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Freedom Art Gallery is a well-known location, located at thamaela bhagawataii maaraga, Kathmandu 44600, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Freedom Art Gallery is a well-known location, located at thamaela bhagawataii maaraga, Kathmandu 44600, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Freedom Art Gallery is a well-known location, located at thamaela bhagawataii maaraga, Kathmandu 44600, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Freedom Art Gallery is a well-known location, located at thamaela bhagawataii maaraga, Kathmandu 44600, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Freedom Art Gallery is a well-known location, located at thamaela bhagawataii maaraga, Kathmandu 44600, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. Freedom Art Gallery is a well-known location, located at thamaela bhagawataii maaraga, Kathmandu 44600, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors. I often visit this place to buy landscape paintings of Nepal's mountains and acrylic paintings on canvas depicting the Kathmandu Valley, its people, and deities. The owner, Rabi Balami, is an artist himself and provides space for young and emerging artists to display and sell their work alongside those of senior artists. Rabi is very humble and always eager to serve his customers and meet their needs. He carefully packages the artwork and delivers it to his clients. He is one of the most honest and dedicated artists I have ever met. Amazing Arts, you get to the reasonable price than other gallery.
Visit to the Freedom Art Gallery in Thamel. Amazing satisfy and best quality Arts you can found here. So the let's visit Freedom Art Gallery. Wonderful Art,  Reasonable price. Services excellent One of the best art gallery I have visited in kathmandu, Nepal. Group of artist are working here....they all display there paintings here...and one of them is Mr Rabi Balami ji, he is a good artist and he look after the gallery and also does his painting work  here itself in gallery.... He is very helpful and open minded artist , who gives suggestions to the new artist who wants to make carrier as an artist. Really very good response. Thank you so much mr Rabi ji and team.....please visit this gallery. Beautiful paintings, very nice people working here and good prices! Great range of art for a reasonable price, very friendly people working here!! Awesome Arts in 'Freedom Art gallery' so you can easily visit there.
There are so many Attractive linescpe arts and portrait petting so go to the visit there.â¤"
1255,Freedom Church,"Freedom Church is a well-known location, located at 9X7X+53R, dhaapaa 21200, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
1256,Freedom picnic spot,"Freedom picnic spot is a well-known location, located at N18, raamapaura 32500, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors."
1257,Friends Aquatics Nepal,"Friends Aquatics Nepal is a well-known location, located at madhayapaura thaimai 44600, naepaala. It offers a variety of experiences for visitors. Friends Aquatics Nepal is a well-known location, located at madhayapaura thaimai 44600, naepaala. It offers a variety of experiences for visitors. Friends Aquatics Nepal is a well-known location, located at madhayapaura thaimai 44600, naepaala. It offers a variety of experiences for visitors. Friends Aquatics Nepal is a well-known location, located at madhayapaura thaimai 44600, naepaala. It offers a variety of experiences for visitors. Friends Aquatics Nepal is a well-known location, located at madhayapaura thaimai 44600, naepaala. It offers a variety of experiences for visitors. Friends Aquatics Nepal is a well-known location, located at madhayapaura thaimai 44600, naepaala. It offers a variety of experiences for visitors. Friends Aquatics Nepal is a well-known location, located at madhayapaura thaimai 44600, naepaala. It offers a variety of experiences for visitors. Friends Aquatics Nepal is a well-known location, located at madhayapaura thaimai 44600, naepaala. It offers a variety of experiences for visitors. The aquarium shop has a wide variety of fish and aquatic supplies, catering to both beginners and experienced hobbyists. The staff is knowledgeable and helpful, offering advice on tank setup and fish care. Overall, it's a great place to find everything you need for your underwater world, with excellent service to boot. I've been going to this shop for over 5 years now and hands down the best shop I've been to they have amazing quality fishes as well. The Best Aquarium Aquatic accessories station.ðŸŸðŸ ðŸ¡ðŸŽ â€¦ Large varieties of fish available. Reasonable price. great place for Aquatic lover. We can get variety of fish, plants and other equipment from here in reasonable price. Owner is super helpful as well. Products are really cheap and varieties of fishes available. Really love it. Very friendly fellows, they make aquarium tanks as well, and also the prices are reasonable. I would definitely recommend people to at least check out the shop. They nice and attractive fish"
1258,Friends Church Malangwa,"Friends Church Malangwa is a well-known location, located at Malangwa 4, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
1259,Frn's Aquarium,"Frn's Aquarium is a well-known location, located at sharaii bhautanadaewaii uchacha maadhayamaika waidayaalaya, haetaaudaa 44107, naepaala. It offers a variety of experiences for visitors. Frn's Aquarium is a well-known location, located at sharaii bhautanadaewaii uchacha maadhayamaika waidayaalaya, haetaaudaa 44107, naepaala. It offers a variety of experiences for visitors. Frn's Aquarium is a well-known location, located at sharaii bhautanadaewaii uchacha maadhayamaika waidayaalaya, haetaaudaa 44107, naepaala. It offers a variety of experiences for visitors. Frn's Aquarium is a well-known location, located at sharaii bhautanadaewaii uchacha maadhayamaika waidayaalaya, haetaaudaa 44107, naepaala. It offers a variety of experiences for visitors. Frn's Aquarium is a well-known location, located at sharaii bhautanadaewaii uchacha maadhayamaika waidayaalaya, haetaaudaa 44107, naepaala. It offers a variety of experiences for visitors. Frn's Aquarium is a well-known location, located at sharaii bhautanadaewaii uchacha maadhayamaika waidayaalaya, haetaaudaa 44107, naepaala. It offers a variety of experiences for visitors. Frn's Aquarium is a well-known location, located at sharaii bhautanadaewaii uchacha maadhayamaika waidayaalaya, haetaaudaa 44107, naepaala. It offers a variety of experiences for visitors. Frn's Aquarium is a well-known location, located at sharaii bhautanadaewaii uchacha maadhayamaika waidayaalaya, haetaaudaa 44107, naepaala. It offers a variety of experiences for visitors. One Of The Best Aquarium shop in Nepal , Lowest price Good Quality ðŸ‘ â€¦ Can we get Betta fish here Awesome happy with their service ðŸ˜Š â€¦ CAN WE GET FISH FEED?
FOR NORMAL FISH Reasonable price Shop Its good for customer . Good service! ðŸ˜ŠðŸ˜ŠðŸ˜Š â€¦"
1260,Frns Aquarium Lalbandi,"Frns Aquarium Lalbandi is a well-known location, located at 3J3J+M83, laalabanadaii 45801, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors."
1261,Fulbari,"Fulbari is a well-known location, located at 4CJM+JC6, saunadarabajaara 33600, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors."
1262,Fulbari phauulabaaraii,"Fulbari phauulabaaraii is a well-known location, located at RH7R+QF4, kasaenaii 32500, naepaala. It is known for being a  park. It offers a variety of experiences for visitors."
1263,Fulbarigate,"Fulbarigate is a well-known location, located at P7VW+R62, taarakaeshawara 44600, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors."
1264,Full Baari Garden jhabaraha,"Full Baari Garden jhabaraha is a well-known location, located at 5WFH+XPF, Unnamed Road, baelawaa parasaaunaii 44300, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors."
1265,Full Gospel Church,"Full Gospel Church is a well-known location, located at RPX8+5H6, naaraayana nagarapaalaikaa 21600, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
1266,Full Life Church,"Full Life Church is a well-known location, located at M9C8+WCP, madhayapaura thaimaii 44600, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
1267,Fulwapur Abdul house,"Fulwapur Abdul house is a well-known location, located at C6V6+CJ, laumabainaii saaà¤sakaà¥ƒtaika 32800, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
1268,Fulwari Masjid ÙÙÙ„ÙˆØ§Ø±ÛŒ Ù…Ø³Ø¬Ø¯,"Fulwari Masjid ÙÙÙ„ÙˆØ§Ø±ÛŒ Ù…Ø³Ø¬Ø¯ is a well-known location, located at 3J5G+GMR, Eklaini, naepaalaganyaja, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
1269,Fun Land,"Fun Land is a well-known location, located at Bhadrakali Road, kaathamaadaauà¤ 44600, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors."
1270,Fun Park Ilam,"Fun Park Ilam is a well-known location, located at WW5J+V2R, iilaama 57300, naepaala. It offers a variety of experiences for visitors. Fun Park Ilam is a well-known location, located at WW5J+V2R, iilaama 57300, naepaala. It offers a variety of experiences for visitors. They have slides, swing, merry-go-round, trampoline, mini train and a few other rides. Entrance fee is 50 rupees that covers for basic activities. If u pay 350 rupees, u can enjoy all rides and activities. We dinâ€™t have all these facility in our childhood days but my children now can play here with:
Swings
Slides
Columbus
Trampolines
Flying cars
Trams
Teeter-totters"
1271,Fun park,"Fun park is a well-known location, located at 47JX+56M, taulasaiipaura 22412, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors."
1272,G Art Gallery,"G Art Gallery is a well-known location, located at sundarbasti, tallo vangal, baudhaanaiilakanatha 44600, naepaala. It offers a variety of experiences for visitors. G Art Gallery is a well-known location, located at sundarbasti, tallo vangal, baudhaanaiilakanatha 44600, naepaala. It offers a variety of experiences for visitors. G Art Gallery is a well-known location, located at sundarbasti, tallo vangal, baudhaanaiilakanatha 44600, naepaala. It offers a variety of experiences for visitors. G Art Gallery is a well-known location, located at sundarbasti, tallo vangal, baudhaanaiilakanatha 44600, naepaala. It offers a variety of experiences for visitors. G Art Gallery is a well-known location, located at sundarbasti, tallo vangal, baudhaanaiilakanatha 44600, naepaala. It offers a variety of experiences for visitors. G Art Gallery is a well-known location, located at sundarbasti, tallo vangal, baudhaanaiilakanatha 44600, naepaala. It offers a variety of experiences for visitors. G Art Gallery is a well-known location, located at sundarbasti, tallo vangal, baudhaanaiilakanatha 44600, naepaala. It offers a variety of experiences for visitors. G Art Gallery is a well-known location, located at sundarbasti, tallo vangal, baudhaanaiilakanatha 44600, naepaala. It offers a variety of experiences for visitors. G art gallery + workshop is a professional space for art lovers handmade painting. I visited this place several times. Gopi Shrestha g art wonner man is best fine artist. Thanks G art gallery. I recently visited G Art Gallery, and it was an enriching experience. The layout was well-organized, allowing for a seamless flow through the various collection.

The art work captivated me with its purity . The artist is not jus  knowledgeable and passionate but humble and dedicated too.

Overall,  G art gallery is a must-visit for art lovers. Its commitment to showcasing innovative and thought-provoking art makes it a valuable addition to the cultural landscape. I ordered from Gopi some oil paintings again and it came to me above my expectation. The painting is really stand out and looks real with 3d effect, I am very happy and satisfied with the painting. Delivery was also very fast (DHL) and I will trust him with all my artwork. Thank you very much Gopi, highly recommended to deal with him. I bought 2 paintings from Gopi Shrestha from G-Art Gallery Nepal.

I must say the overall experience was very positive and straight forward.
Let me breakdown.

Communication
Saw some of the photos and pictures online and found him on facebook where I send messages and how we can deal and rates of each painting.
No problem with english communication and he is very responsive during working hours.

Delivery
I used remittance of cash to his bank account in nepal, paid but and within days after completion, he send me the drawings and gave me DHL delivery tracking number.

Art work
The whole process those around 2weeks (less flight due to covid, understandable). It was properly wrapped. After opening it, I found 2 lovely and drawn beautifully artwork that I have seen on the image. Very identical. I am very impress with his work, professionalism and passion.

I am extremely please with my product and will not hesitate to deal with him again.

He painting a customized size and image for me.

Thank you so much Mr Gopi, you are a great artist. Very beautiful paintings, I like G-Arts works.. Wow very nice and beautiful painting with very cheapest price. Nature canvas painting looks lovely in my  room. I am Very happy with good painting , quality and colour trueness.
Canvas was well and excellent packaged and arrived in a timely manner.
Many thanks to G-Art Gallery Iâ€™ll be back as soon as I need another canvas.
And another things is  that , here I get cheapest price than others . I am very satisfied !! Wow!! Its really like Natural hand made art ."
1273,G.Creek CHURCH KASALA ROLPA,"G.Creek CHURCH KASALA ROLPA is a well-known location, located at 8Q86+7CX, jaaimaakasalaa 22100, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
1274,G.Sagar Aquarium,"G.Sagar Aquarium is a well-known location, located at gaunakaamadaewa maaraga, kaathamaadaauà¤ 44614, naepaala. It offers a variety of experiences for visitors. G.Sagar Aquarium is a well-known location, located at gaunakaamadaewa maaraga, kaathamaadaauà¤ 44614, naepaala. It offers a variety of experiences for visitors. G.Sagar Aquarium is a well-known location, located at gaunakaamadaewa maaraga, kaathamaadaauà¤ 44614, naepaala. It offers a variety of experiences for visitors. G.Sagar Aquarium is a well-known location, located at gaunakaamadaewa maaraga, kaathamaadaauà¤ 44614, naepaala. It offers a variety of experiences for visitors. G.Sagar Aquarium is a well-known location, located at gaunakaamadaewa maaraga, kaathamaadaauà¤ 44614, naepaala. It offers a variety of experiences for visitors. G.Sagar Aquarium is a well-known location, located at gaunakaamadaewa maaraga, kaathamaadaauà¤ 44614, naepaala. It offers a variety of experiences for visitors. G.Sagar Aquarium is a well-known location, located at gaunakaamadaewa maaraga, kaathamaadaauà¤ 44614, naepaala. It offers a variety of experiences for visitors. G.Sagar Aquarium is a well-known location, located at gaunakaamadaewa maaraga, kaathamaadaauà¤ 44614, naepaala. It offers a variety of experiences for visitors. Best Aquarium center, everything this better outcome for every customer. Recommend to all buy Aquarium fish, Fist Tank and other stuff related to aquarium. You can get varities of fish and all aquarium item at wholesale price . I ordered bettas and the aunty didn't disappoint me. poor interaction with customers. Beside the fact you can get there most of the fishes for yourself. U also can get there the other essential things for yiur aquarium and the price is low. Thats what I felt with my recent visit ober there Everything aquarium related at affordable prices! You can get all kind of fish and Aquarium accessories here. Owner are very friendly and helpful Love this shop since childhood ðŸ¥°ðŸ˜ â€¦ I loved it. Comparing prices to other, its cheap too"
1275,"GAINDAKOT-6, PLAYGROUND","GAINDAKOT-6, PLAYGROUND is a well-known location, located at M9RV+G9M, gaaimdaakaota, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors."
1276,"GANESH TEMPLE, NAWADURGA TOLE, SUNWAL-2","GANESH TEMPLE, NAWADURGA TOLE, SUNWAL-2 is a well-known location, located at HJPX+4P3, NawaDurga Tole, saunawala, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors."
1277,GANESHU PALACE WHITE HOUSE,"GANESHU PALACE WHITE HOUSE is a well-known location, located at Papermill Road, chhairaeshawaranaatha 45600, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors."
1278,GCAP,"GCAP is a well-known location, located at Bigu rural municipality-4, saimgataii 45500, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
1279,GHALEGAUN HOMESTAY HEAD OFFICE,"GHALEGAUN HOMESTAY HEAD OFFICE is a well-known location, located at Tourism office, ghalae gaauà¤ 33600, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors."
1280,GHARAP ZHONG VIEW POINT,"GHARAP ZHONG VIEW POINT is a well-known location, located at QP8F+G2M, jaomasaoma 33100, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors."
1281,GHAUSIA JAMA MASJID Bhimdatta Nagar Palika 4th Street (Gali) No (1) MahindraNagar Dist. KanchanPur SudurPashchim ( Nepal ),"GHAUSIA JAMA MASJID Bhimdatta Nagar Palika 4th Street (Gali) No (1) MahindraNagar Dist. KanchanPur SudurPashchim ( Nepal ) is a well-known location, located at X58J+5Q8, Hospital Link, bhaiimadatata 10400, naepaala. It offers a variety of experiences for visitors."
1282,GHAUSIA MASJID Dhangadhi (Chauraha) District Kailali SudurPashchim (Nepal),"GHAUSIA MASJID Dhangadhi (Chauraha) District Kailali SudurPashchim (Nepal) is a well-known location, located at PH39+HXR, dhanagadhaii 10900, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
1283,GHAUSIA Masjid Lamki Tikapur Road Kailali Sudur Pachchim Nepal,"GHAUSIA Masjid Lamki Tikapur Road Kailali Sudur Pachchim Nepal is a well-known location, located at J5G2+C82, chaauhaa 10901, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
1284,GHULSHAN East RAZA JAMA MASJID JITATHAN Chhatreshwori Ruralmunicipality 7 Dict. Salyan Karnali(6) ( NEPAL ),"GHULSHAN East RAZA JAMA MASJID JITATHAN Chhatreshwori Ruralmunicipality 7 Dict. Salyan Karnali(6) ( NEPAL ) is a well-known location, located at 76PQ+P5R, chhaayaaà¤kashaetara 22200, naepaala. It offers a variety of experiences for visitors."
1285,GKII Jemaat Oelbima,"GKII Jemaat Oelbima is a well-known location, located at RT 12 RW 06 Dusun 3 Desa, daulalau, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
