2890,Nepali Gallery,"Nepali Gallery is a well-known location, located at Krian Niwas, Bhattarai Marg 1, Kathmandu 44600, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors."
2891,Nepali Isai Mandali Church,"Nepali Isai Mandali Church is a well-known location, located at R6JR+XC2, kakanaii 44900, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
2892,Nepali art & painting gallery,"Nepali art & painting gallery is a well-known location, located at Lazimpat Sadak, kaathamaadaauà¤ 44600, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors."
2893,"Nepali jamey masjid, Rajahar","Nepali jamey masjid, Rajahar is a well-known location, located at M6JG+68P, Unnamed Road, rajahara 33000, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2894,Nepalian Art,"Nepalian Art is a well-known location, located at Pasang Lamu Marg, Kathmandu, Nepal. It is known for being a art_gallery, point_of_interest, establishment. It offers a variety of experiences for visitors."
2895,Nepalthok Pati,"Nepalthok Pati is a well-known location, located at CRV6+C83, daumajaa, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors."
2896,Nepane water fall khoriya,"Nepane water fall khoriya is a well-known location, located at FHG7+HR, daudhakaunada 56000, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors."
2897,Nermal Arts Dailekh,"Nermal Arts Dailekh is a well-known location, located at RPP5+G9Q, naaraayana nagarapaalaikaa 21600, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors."
2898,Nerude mirmire LBSL Branch Office pashupatidanda,"Nerude mirmire LBSL Branch Office pashupatidanda is a well-known location, located at WV7M+V4V, nailakanatha 45100, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors."
2899,Neta Chowk,"Neta Chowk is a well-known location, located at sairahaa raoda 6, raajawairaaja 56400, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors."
2900,Netra Guragain statue,"Netra Guragain statue is a well-known location, located at 4GJM+3F5 mayaangalaunga basa baisaaunaii, Limbuwan Highway, mayaangagalaungaga 57500, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors."
2901,Netuwa Taal,"Netuwa Taal is a well-known location, located at PH57+HJC, Road, dhanagadhaii 10900, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors."
2902,New Apostolic Church Jeetpur,"New Apostolic Church Jeetpur is a well-known location, located at 4XM4+RX5, gadhaiimaaii 44400, naepaala. It offers a variety of experiences for visitors. New Apostolic Church Jeetpur is a well-known location, located at 4XM4+RX5, gadhaiimaaii 44400, naepaala. It offers a variety of experiences for visitors. New Apostolic Church Jeetpur is a well-known location, located at 4XM4+RX5, gadhaiimaaii 44400, naepaala. It offers a variety of experiences for visitors. New Apostolic Church Jeetpur is a well-known location, located at 4XM4+RX5, gadhaiimaaii 44400, naepaala. It offers a variety of experiences for visitors. New Apostolic Church Jeetpur is a well-known location, located at 4XM4+RX5, gadhaiimaaii 44400, naepaala. It offers a variety of experiences for visitors. 4x p 4+2q x gadhimai Nice church"
2903,New Apostolic Church Sabaiyatadhi,"New Apostolic Church Sabaiyatadhi is a well-known location, located at 4WX9+GFP, bairawaagauthaii 44300, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
2905,New Church Bhangbari Jhapa,"New Church Bhangbari Jhapa is a well-known location, located at MMXW+MJJ, damaka 57217, naepaala. It offers a variety of experiences for visitors. New Church Bhangbari Jhapa is a well-known location, located at MMXW+MJJ, damaka 57217, naepaala. It offers a variety of experiences for visitors. Blessed church God bless you..."
2906,New Daman view point,"New Daman view point is a well-known location, located at J462+G5G, H02, thaahaa 44100, naepaala. It is known for being a  park. It offers a variety of experiences for visitors."
2907,New Himalayan Art Gallery,"New Himalayan Art Gallery is a well-known location, located at P869+FGP, parayataka maaraga, Kathmandu 44600, Nepal. It is known for being a art_gallery, museum, point_of_interest, establishment. It offers a variety of experiences for visitors."
2908,New Hope Susamachar Church Dhamena,"New Hope Susamachar Church Dhamena is a well-known location, located at Talkot-2, dhamaenaa, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
2909,"New Illaya Imadol Church, Bhojepokhari","New Illaya Imadol Church, Bhojepokhari is a well-known location, located at M88V+5W2, mahaalakashamaii 44600, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
2910,"New India Church of God, Dedaldura, Nepal","New India Church of God, Dedaldura, Nepal is a well-known location, located at H14, 10300, naepaala. It offers a variety of experiences for visitors."
2911,New Life Fellowship Church,"New Life Fellowship Church is a well-known location, located at MX2P+2X9, bairataamaoda 57204, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
2912,New Life Gospel Church,"New Life Gospel Church is a well-known location, located at MP86+G55, damaka 57217, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
2913,New Mithila Art Studio,"New Mithila Art Studio is a well-known location, located at MQ2W+HV3, baradaibaasa-jalaeshawara raajamaaraga, jalaeshawara 45700, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors."
2914,"New Ocean View Aquariums & Pet Shop, Dhangadhi","New Ocean View Aquariums & Pet Shop, Dhangadhi is a well-known location, located at dhanagadhaii 10900, naepaala. It offers a variety of experiences for visitors. New Ocean View Aquariums & Pet Shop, Dhangadhi is a well-known location, located at dhanagadhaii 10900, naepaala. It offers a variety of experiences for visitors. New Ocean View Aquariums & Pet Shop, Dhangadhi is a well-known location, located at dhanagadhaii 10900, naepaala. It offers a variety of experiences for visitors. New Ocean View Aquariums & Pet Shop, Dhangadhi is a well-known location, located at dhanagadhaii 10900, naepaala. It offers a variety of experiences for visitors. New Ocean View Aquariums & Pet Shop, Dhangadhi is a well-known location, located at dhanagadhaii 10900, naepaala. It offers a variety of experiences for visitors. New Ocean View Aquariums & Pet Shop, Dhangadhi is a well-known location, located at dhanagadhaii 10900, naepaala. It offers a variety of experiences for visitors. New Ocean View Aquariums & Pet Shop, Dhangadhi is a well-known location, located at dhanagadhaii 10900, naepaala. It offers a variety of experiences for visitors. New Ocean View Aquariums & Pet Shop, Dhangadhi is a well-known location, located at dhanagadhaii 10900, naepaala. It offers a variety of experiences for visitors. The person is very disrespect ful and had denied me a puppy Best aquarium and pet shop in dhangadhi.. Beautiful hospitality....and cheaper place compared to other aquarium in town. Best in town. I also want to open a aquarim shop in nepal please some one help me.. VERY NICE AQUARIUM SHOP IN DHANGADHI. Nice aquarium and pet shop. Awesome service.."
2915,New Small Jama Masjid,"New Small Jama Masjid is a well-known location, located at JPJ7+MFH, Road, shamabhaunaatha 56400, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2916,New Zealand Park,"New Zealand Park is a well-known location, located at WWFC+WPX, Ilam 57300, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors."
2917,New kachan,"New kachan is a well-known location, located at 94VF+WJR, namarajaumga 33700, naepaala. It offers a variety of experiences for visitors."
2918,New khadka fance stor,"New khadka fance stor is a well-known location, located at 8C66+XFH Bridge, 40m 33300, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2919,New life church Timile,"New life church Timile is a well-known location, located at 5Q4F+F8, waelabaasa 22300, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
2920,New life mission church,"New life mission church is a well-known location, located at Chainpur, 4, batase, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
2921,New trishuli aquarium house,"New trishuli aquarium house is a well-known location, located at Bus Stop, taraishaulaii raajamaaraga, baidaura 44900, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors."
2922,Newa Gallery,"Newa Gallery is a well-known location, located at Temple, Kathmandu 00977, Nepal. It is known for being a art_gallery, home_goods_store, point_of_interest, store, establishment. It offers a variety of experiences for visitors. Nice place to find awesome hand paintings. Must visit once..."
2923,Newa stone craft,"Newa stone craft is a well-known location, located at M8CJ+29V, Bhinchhen Baha Marg Uttar, Lalitpur 44600, Nepal. It is known for being a museum, point_of_interest, establishment. It offers a variety of experiences for visitors. Newa stone craft is a well-known location, located at M8CJ+29V, Bhinchhen Baha Marg Uttar, Lalitpur 44600, Nepal. It is known for being a museum, point_of_interest, establishment. It offers a variety of experiences for visitors. Newa stone craft is a well-known location, located at M8CJ+29V, Bhinchhen Baha Marg Uttar, Lalitpur 44600, Nepal. It is known for being a museum, point_of_interest, establishment. It offers a variety of experiences for visitors. Best stone carving. you must visit there they are very good working people."
2924,"Newlife Apostolic Church, Tamaphok","Newlife Apostolic Church, Tamaphok is a well-known location, located at 695M+GW8, Tamaphok Gramin Marga, taamaaphaoka 56900, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
2925,Newly opened Heli Museum near by,"Newly opened Heli Museum near by is a well-known location, located at X59V+4QQ, H01, bhaiimadatata 10400, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors."
2926,Ngadi (ngayaadaii),"Ngadi (ngayaadaii) is a well-known location, located at 895X+JRQ, 33600, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors."
2927,Ngawal museum,"Ngawal museum is a well-known location, located at J4X3+6WG, ngaawala 33500, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors."
2928,Ngawal picnic house,"Ngawal picnic house is a well-known location, located at M432+H5, ngaawala 33500, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors."
2929,Nice Aquarium House,"Nice Aquarium House is a well-known location, located at M8RW+CC7, shaanatainagara maaraga, kaathamaadaauà¤ 44600, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors."
2930,Niglihawa Ashoka Pillar,"Niglihawa Ashoka Pillar is a well-known location, located at H3WW+279, kapailawasatau 32800, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors."
2932,Nijgadh,"Nijgadh is a well-known location, located at naijagadha 44401, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors."
2933,Nijgadh Christian church,"Nijgadh Christian church is a well-known location, located at 55JQ+CH7, naijagadha 44401, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
2934,Nijgadh bara,"Nijgadh bara is a well-known location, located at 644G+MVG, naijagadha 44401, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors."
2935,Nijgadh bara nepal,"Nijgadh bara nepal is a well-known location, located at Sahid Chock Nijgadh, Bazar, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors."
2936,Nijgadh pani tanki,"Nijgadh pani tanki is a well-known location, located at 652Q+XM9, naijagadha 44401, naepaala. It is known for being a  park. It offers a variety of experiences for visitors."
2937,Nikesh Kumar Sahany,"Nikesh Kumar Sahany is a well-known location, located at PP4M+R49, saisawaakataaiyaa 45700, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors."
2940,Nile at the mhu gumba,"Nile at the mhu gumba is a well-known location, located at G4JQ+JMV, chhaaikamapara, naepaala. It is known for being a  park. It offers a variety of experiences for visitors."
2941,Nilkantheshwar temple jaljala,"Nilkantheshwar temple jaljala is a well-known location, located at 8MQ8+JF2, saalaijaa 33400, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors."
2942,Nilkanthwa jame masjid kalaiya 10,"Nilkanthwa jame masjid kalaiya 10 is a well-known location, located at XX76+C95, mataiarawaa 44400, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2943,Nimata(ban),"Nimata(ban) is a well-known location, located at 7GFP+CP6, paalaa 33300, naepaala. It is known for being a  zoo. It offers a variety of experiences for visitors."
2944,Ninglad,"Ninglad is a well-known location, located at 6C6X+62, parashauraama 10300, naepaala. It is known for being a  park. It offers a variety of experiences for visitors."
2945,Ninthumdada,"Ninthumdada is a well-known location, located at 263H+HR, chhataragamja 32600, naepaala. It is known for being a  park. It offers a variety of experiences for visitors."
2946,Nirbanshi Baraha Kul Deuta,"Nirbanshi Baraha Kul Deuta is a well-known location, located at MFWF+585, baanaphaiikaota 22000, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors."
2947,Nirmala kumarishahi,"Nirmala kumarishahi is a well-known location, located at 6P5M+GXW, raamanaakaota 21300, naepaala. It is known for being a  church. It offers a variety of experiences for visitors."
2948,Nisdi Rural Municipality,"Nisdi Rural Municipality is a well-known location, located at QW9C+WCQ, Unnamed Road, maitayaala 32500, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors."
2949,Niwachaba Picnic Spot,"Niwachaba Picnic Spot is a well-known location, located at 3M3G+WC5, yaasaoka 57400, naepaala. It offers a variety of experiences for visitors."
2950,No one,"No one is a well-known location, located at M6M4+C32, Siraha 56500, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors."
2951,Noah's Ark Mini-Zoo Farm,"Noah's Ark Mini-Zoo Farm is a well-known location, located at 65PP+3VC, maijaurae daaà¤daa 33700, naepaala. It is known for being a  zoo. It offers a variety of experiences for visitors."
2952,Noccha Park,"Noccha Park is a well-known location, located at JWFH+G5C, Road, janakapaura 45600, naepaala. It is known for being a  zoo. It offers a variety of experiences for visitors."
2953,Nocha Pokhari,"Nocha Pokhari is a well-known location, located at Unnamed Road, 45600, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors."
2954,Noor Art Gallery,"Noor Art Gallery is a well-known location, located at Bayalwas main road , ward no. 2Ishworpur, 45801, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors."
2955,Noori Jaama Masjid,"Noori Jaama Masjid is a well-known location, located at M75H+R4M, itaharaii 56705, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2956,Noori Jama Masjid Birta-4,"Noori Jama Masjid Birta-4 is a well-known location, located at VVQP+WR3, bhagaaha 45700, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2957,Noori Jama Masjid PashupatiTol Dhangadhi (1) District Kailali SudurPashchim (Nepal),"Noori Jama Masjid PashupatiTol Dhangadhi (1) District Kailali SudurPashchim (Nepal) is a well-known location, located at Santoshi Road, dhanagadhaii 10900, naepaala. It offers a variety of experiences for visitors. Noori Jama Masjid PashupatiTol Dhangadhi (1) District Kailali SudurPashchim (Nepal) is a well-known location, located at Santoshi Road, dhanagadhaii 10900, naepaala. It offers a variety of experiences for visitors. Noori Jama Masjid PashupatiTol Dhangadhi (1) District Kailali SudurPashchim (Nepal) is a well-known location, located at Santoshi Road, dhanagadhaii 10900, naepaala. It offers a variety of experiences for visitors. Noori Jama Masjid PashupatiTol Dhangadhi (1) District Kailali SudurPashchim (Nepal) is a well-known location, located at Santoshi Road, dhanagadhaii 10900, naepaala. It offers a variety of experiences for visitors. Noori Jama Masjid PashupatiTol Dhangadhi (1) District Kailali SudurPashchim (Nepal) is a well-known location, located at Santoshi Road, dhanagadhaii 10900, naepaala. It offers a variety of experiences for visitors. Noori Jama Masjid PashupatiTol Dhangadhi (1) District Kailali SudurPashchim (Nepal) is a well-known location, located at Santoshi Road, dhanagadhaii 10900, naepaala. It offers a variety of experiences for visitors. Noori Jama Masjid PashupatiTol Dhangadhi (1) District Kailali SudurPashchim (Nepal) is a well-known location, located at Santoshi Road, dhanagadhaii 10900, naepaala. It offers a variety of experiences for visitors. Noori Jama Masjid PashupatiTol Dhangadhi (1) District Kailali SudurPashchim (Nepal) is a well-known location, located at Santoshi Road, dhanagadhaii 10900, naepaala. It offers a variety of experiences for visitors. It is one of the beautiful holy place It's open for all m When I went there.i felt pleasures and soulfulness. It is changing in new. Mosques Good Pleasuring Juma timings: khutba- 1:45pm & Jamat 2:00pm
(Ahle Sunnat Wal Jamaat) beautiful bethan milan chok"
2958,Noori Jama Masjid) Ù†ÙˆØ±ÛŒ Ø¬Ø§Ù…Ø§ Ù…Ø³Ø¬Ø¯ Adhyanpur-9,"Noori Jama Masjid) Ù†ÙˆØ±ÛŒ Ø¬Ø§Ù…Ø§ Ù…Ø³Ø¬Ø¯ Adhyanpur-9 is a well-known location, located at QRWF+C43, dhamaauraa 45700, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2959,"Noori Jama Masjid, Kuchai Tole","Noori Jama Masjid, Kuchai Tole is a well-known location, located at VX78+3WJ, chhairaeshawaranaatha 45600, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2960,Noori Jama Mosque,"Noori Jama Mosque is a well-known location, located at 5MP3+J42, kaohalapaura 21904, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2961,Noori Jamma Masjid,"Noori Jamma Masjid is a well-known location, located at PP4J+7X4, saisawaakataaiyaa 45700, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2962,"Noori Jamme Masjid, nauraii jaamamae masajaida","Noori Jamme Masjid, nauraii jaamamae masajaida is a well-known location, located at 3Q5V+JMP, bahauarawaa bhaathaa 44300, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2963,Noori Lake,"Noori Lake is a well-known location, located at QV6P+Q5Q Club Tol, mahaadaaiyaatapanapaura 45700, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors."
2964,Noori Masjid MRj.masudululoom,"Noori Masjid MRj.masudululoom is a well-known location, located at G46G+W2J, harainagaraa, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2965,"Noori Masjid, Paroha 5","Noori Masjid, Paroha 5 is a well-known location, located at nauraii masajaida, paraohaa nagarapaalaikaa 5 paokharaiiyaa Side, haulaakaii raajamaaraga, basanatapatataii 44500, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2966,Noori Mustafa masjid,"Noori Mustafa masjid is a well-known location, located at X3RC+W6W, Banbasa, Devipura, Uttarakhand 262310, bhaarata. It is known for being a  mosque. It offers a variety of experiences for visitors."
2967,"Noori jame Masjid, Hariyon-11","Noori jame Masjid, Hariyon-11 is a well-known location, located at 3GMW+V5H, Ghurkauli Rd, haraiwana 45804, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2968,Noori jamia masjid phulbariya shariff,"Noori jamia masjid phulbariya shariff is a well-known location, located at R7V8+XHX, mairachaaiyaa 56500, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2969,Noori masjid,"Noori masjid is a well-known location, located at HRJ5+M4P, Vijaynagar Patradaya, Patthardaihiya 32800, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2970,Noorie Jamey Masjid,"Noorie Jamey Masjid is a well-known location, located at GRQ5+V8V, manaharai 44100, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2971,Norbu Art Gallery,"Norbu Art Gallery is a well-known location, located at Khumjung Marg, khaumajaumga 56000, naepaala. It offers a variety of experiences for visitors."
2972,NorthK. Motor,"NorthK. Motor is a well-known location, located at VFQW+QH4, Sundarpur Chowharba, barahathawaa 45800, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors."
2973,Nritya Vatsala Temple,"Religious Site The Vatsala temple built by King Jitamitra Malla was damaged in the year's earthquake and is now merely a red-floor temple, while the remaining two temples are still present. These three Vatsaladevi temples are known as ""Yantra Vatsala,""
""Kalash Vatsala,"" and ""Dance Vatsala,"" respectively. Vatsaladevi assumed the guise of MATA DURGA (PARBATI) in order to unite women and Lord Yaksheshwar (Pashupatinath of Bhaktapur). The strength of the goddess inside a temple can be determined by looking at the temple's form. This temple's second floor includes four directions, eight miniature temples on each corner, and nine temples in the center. Indrayani is in the North, Barahi is in the West, Bhadrakali is in the South, and Mahakali is in the East, with a Mahakali statue in the east and Khetrapal Bhairav at the four corners. It is apparent from this that this temple houses a great deity."
2974,Nunthala picnic place naunathalaa paikanaika paelaesa,"Nunthala picnic place naunathalaa paikanaika paelaesa is a well-known location, located at 362P+XJV, raesaungagaa 32600, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors."
2975,Nunthar Picnic Spot,"Nunthar Picnic Spot is a well-known location, located at chanadarapaura 44100, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors."
2976,Nunthar_swing Rautahat,"Nunthar_swing Rautahat is a well-known location, located at naunathara paiikanaika sathala baatao, chanadarapaura 44100, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors."
2977,"Nuptse East, 7804 m. First ascent 2003.","Nuptse East, 7804 m. First ascent 2003. is a well-known location, located at XV8P+V6M Ð®Ð’ ÑÑ‚ÐµÐ½Ð°, khaumajaumga 56000, naepaala. It is known for being a  zoo. It offers a variety of experiences for visitors."
2978,Nupur Art Gallery Center Pvt. Ltd.,"Nupur Art Gallery Center Pvt. Ltd. is a well-known location, located at saata ghaumataii maaraga 3-15, Kathmandu 44600, Nepal. It is known for being a shopping_mall, art_gallery, food, point_of_interest, establishment. It offers a variety of experiences for visitors. Nupur Art Gallery Center Pvt. Ltd. is a well-known location, located at saata ghaumataii maaraga 3-15, Kathmandu 44600, Nepal. It is known for being a shopping_mall, art_gallery, food, point_of_interest, establishment. It offers a variety of experiences for visitors. Nupur Art Gallery Center Pvt. Ltd. is a well-known location, located at saata ghaumataii maaraga 3-15, Kathmandu 44600, Nepal. It is known for being a shopping_mall, art_gallery, food, point_of_interest, establishment. It offers a variety of experiences for visitors. Good and nice service â€¦ highly recommended Good price and quality!"
2979,Nurani Jama Masjid nauuraanaii jaamae masajaida,"Nurani Jama Masjid nauuraanaii jaamae masajaida is a well-known location, located at 4CXQ+HJG, bhaotaeodaara 33600, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2980,Nurani masjid,"Nurani masjid is a well-known location, located at FH62+H79, daainaiyaa 56600, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2981,Nuri Islamic Jame Masjid,"Nuri Islamic Jame Masjid is a well-known location, located at 3G94+GV4, paalaungataara, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2982,Nuri Jama Masjid Nabin,"Nuri Jama Masjid Nabin is a well-known location, located at Q2VG+VC, kajaraa ramaaula 45600, naepaala. It offers a variety of experiences for visitors. Nuri Jama Masjid Nabin is a well-known location, located at Q2VG+VC, kajaraa ramaaula 45600, naepaala. It offers a variety of experiences for visitors. My Village Masjid Its Our Mosque"
2983,Nuri jama masjid,"Nuri jama masjid is a well-known location, located at GPQX+9VF, raajawairaaja 56400, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2984,Nuri jama masjid letang morang,"Nuri jama masjid letang morang is a well-known location, located at PGQ3+524, Kanepokhari - Letang Road, laetaanga 56600, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors."
2985,Nuwakot,"Nuwakot is a well-known location, located at PCGW+C4, daobhaana 32907, naepaala. It offers a variety of experiences for visitors."
2986,Nuwakot 3D Art Museum,"Nuwakot 3D Art Museum is a well-known location, located at buspark, Nuwakot 44900, Nepal. It is known for being a museum, point_of_interest, establishment. It offers a variety of experiences for visitors."
2988,Nuwakot Durbar Square Museum,"Nuwakot Durbar Square Museum is a well-known location, located at W5F7+FP, baidaura 44900, naepaala. It offers a variety of experiences for visitors. Nuwakot Durbar Square Museum is a well-known location, located at W5F7+FP, baidaura 44900, naepaala. It offers a variety of experiences for visitors. Nuwakot Durbar Square Museum is a well-known location, located at W5F7+FP, baidaura 44900, naepaala. It offers a variety of experiences for visitors. Nuwakot Durbar Square Museum is a well-known location, located at W5F7+FP, baidaura 44900, naepaala. It offers a variety of experiences for visitors. Nuwakot Durbar Square Museum is a well-known location, located at W5F7+FP, baidaura 44900, naepaala. It offers a variety of experiences for visitors. Nuwakot Durbar Square Museum is a well-known location, located at W5F7+FP, baidaura 44900, naepaala. It offers a variety of experiences for visitors. Nuwakot Durbar Square Museum is a well-known location, located at W5F7+FP, baidaura 44900, naepaala. It offers a variety of experiences for visitors. Nuwakot Durbar Square Museum is a well-known location, located at W5F7+FP, baidaura 44900, naepaala. It offers a variety of experiences for visitors. Since it was a nuwakot durbar square museum, I thought it will be more like a typical ancient style building, I was disappointed to see the concrete building with some window design, as the old style. Anyway, seeing your place getting good is always progressive.  I hope it will soon open for public, because it is still under construction. Not finished yet. Amazing ðŸ˜ â€¦ The Museum is in the construction stage Wow"
2990,Nuwakot View Point,"Nuwakot View Point is a well-known location, located at daobhaana 32907, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors."
2991,Nuwakot picnic place,"Nuwakot picnic place is a well-known location, located at PFH3+6MP, Unnamed Road, daobhaana 32907, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors."
2992,Nuwakot satbise,"Nuwakot satbise is a well-known location, located at W8FW+G29, Satbise Bus Stop, Sundaradevi VDC 44900, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors."
2993,NyaaCha_PaSa,"NyaaCha_PaSa is a well-known location, located at kaiirataipaura 44600, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors."
3495,Rudrayani Mandir,"Religious Site The famous Rudrayani Devi temple located in Khokna, Lalitpur district. This pagoda style temple is very attractive. This temple is located in Khokana Chowk. The origin of this temple was built by King Amar Malla. These goddesses have been established here according to the important message of this king in his dream to settle seven hundred houses in this khokana and establish Rudrayani Devi. Inside the temple, there are idols of 11 deities including Mahakali, Kali and Ganesh on the upper floor. There is also a temple of Shrikhand where garlic is not offered. There is a deity stone which is said to be the perfect stone of the goddess. It is considered as of Mahadev's Ardhangini. Local devotees worship this goddess as a family goddess. There is also a fair on the days of Ashwin Shukla Tritiya and Karthik Punirma and on this day a large crowd of devotees gathers here. On this occasion, 11 idols are worshiped outside. Traditional style dance is also shown in the procession here. This dance has been going on since the time of King Bishnu Malla. Even after being taken to Kathmandu for 12 years, dance is shown. Chickens and pigs are not sacrificed in this temple."
3498,Rumalbari Picnic Spot,"Rumalbari Picnic Spot is a well-known location, located at 3FW9+F2P, gawaadhaa 33300, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors."
3499,Rumba jharna,"Rumba jharna is a well-known location, located at R9QQ+P56, samaunadaradaewaii 44900, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors."
3506,Rupakot Danda raupaakaota daamdaa,"Rupakot Danda raupaakaota daamdaa is a well-known location, located at 7Q6J+JX7, daikataela 56200, naepaala. It offers a variety of experiences for visitors."
3507,Rupakot Resort,"Rupakot Resort is a well-known location, located at Maidan -6, Rupakot, paokharaa, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors."
3508,Rupandehi View Area,"Rupandehi View Area is a well-known location, located at PGGM+F7, daobhaana 32500, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors."
3509,Rupani Bazar,"Rupani Bazar is a well-known location, located at Rupani Bazar, raayapaura 56400, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors."
3510,Rupani park,"Rupani park is a well-known location, located at raayapaura 56400, naepaala. It is known for being a  park. It offers a variety of experiences for visitors."
3511,Rupinala trek trail,"Rupinala trek trail is a well-known location, located at 7QG6+J3, uiyaa, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors."
3513,SALHES MANDIR(SALHES TEMPLE),"SALHES MANDIR(SALHES TEMPLE) is a well-known location, located at Salhes temple,bhagwanpur 2, Laraha, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors."
3514,SALLENI BAN,"SALLENI BAN is a well-known location, located at RP8V+64J, jalapaa 32500, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors."
3515,SANGACHWOK-DADUWA,"SANGACHWOK-DADUWA is a well-known location, located at MPM8+656, saaà¤gaachaoka, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors."
3519,SHIVA CAVE shaiwa gauphaa,"SHIVA CAVE shaiwa gauphaa is a well-known location, located at daamaachaaura 22100, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors."
3521,SINDHULI GADHI MAIN GATEWAY,"SINDHULI GADHI MAIN GATEWAY is a well-known location, located at 7XH5+FV3, B.P. Highway, ratanachauraa 45900, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors."
