id,name,description,address,latitude,longitude,location,types
996,Degu Taleju Mandir,"Degu Taleju Mandir is a well-known location, located at nan. It is known for being a Religious Site. It offers a variety of experiences for visitors. Degu Taleju Mandir is a well-known location, located at nan. It is known for being a Religious Site. It offers a variety of experiences for visitors. Degu Taleju Mandir is a well-known location, located at nan. It is known for being a Religious Site. It offers a variety of experiences for visitors. Degu Taleju Mandir is a well-known location, located at nan. This place has historical significance. It is known for being a Religious Site. It offers a variety of experiences for visitors. Degu Taleju Mandir is a well-known location, located at nan. It is known for being a Religious Site. It offers a variety of experiences for visitors. Degu Taleju Mandir is a well-known location, located at nan. It is known for being a Religious Site. It offers a variety of experiences for visitors. Degu Taleju Mandir is a well-known location, located at nan. This place has historical significance. It is known for being a Religious Site. It offers a variety of experiences for visitors. Degu Taleju Mandir is a well-known location, located at nan. It is known for being a Religious Site. It offers a variety of experiences for visitors. This is a Hindu Temple, dedicated to the Goddess Taleju Bhawani. This temple is open to the public during the last few days of Dashain ( Vijaya Dashami). This temple is artistically very beautiful. It is decorated with wooden handcrafted arts and artefacts. It showcases pure Newari Culture and Tradition. It is really a beautiful temple which carries the history of the Kathmandu Valley. It was built and decorated with handcrafted materials. Unless you come when the temple is open in that one brief period each year during Dashain, you're only going to be able to see this place from outside its walls. But that kind of adds to the mystique of this old temple. I think it is worth visiting no matter the time of year Legenday Taleju- the once a year shrine at the Kathmandu Durbar Square, is an exquisite gem that perfectly captures the rich cultural heritage of Nepal. à¤¤à¤²à¥‡à¤œà¥ à¤­à¤µà¤¾à¤¨à¥€ à¤®à¤¨à¥à¤¦à¤¿à¤°
Taleju Bhawani Temple
Taleju Bhawani Temple is a magnificent architectural and spiritual landmark located in the Kathmandu Durbar Square of Nepal. Built during the Malla dynasty in 1564 by King Mahendra Malla, it is dedicated to the goddess Taleju Bhawani, the royal deity of the Malla kings. The temple is not only a place of worship but also a symbol of Nepalâ€™s rich cultural heritage and artistic excellence.

The temple's three-tiered pagoda-style structure stands majestically on a high plinth. Its intricate wooden carvings and metalwork reflect the finest craftsmanship of the medieval period. The main deity of the temple, Taleju Bhawani, is revered as a protector of the nation, and her blessings are sought by devotees during special ceremonies. However, the temple opens to the public only once a year during the Dashain festival, adding an aura of exclusivity and sanctity to the shrine.

Surrounded by smaller shrines and stone sculptures, the temple is a visual representation of Nepalese religious art. It also holds historical significance, as it symbolizes the blending of religion, politics, and culture during the Malla era. The temple is a UNESCO World Heritage site, attracting tourists and devotees alike.

In conclusion, the Taleju Bhawani Temple is more than just a religious monument. It is a testament to Nepal's glorious history, architectural ingenuity, and spiritual depth, making it an invaluable treasure for the nation and the world. Taleju Bhawani Temple is located in Hanuman Dhoka, Kathmandu Darbar Square listed in UNESCO World Heritage Site which exhibit the Hindu culture and it opened only once a year for Hindu people on the Ocassion of Dashain festival. People belive that the temple was built in the shape of Yantra. The most significant and magnificent Temple of Kathmandu Durbar Square (Basantpur Durbar Square). Built by Mahendra Malla of Malla Dynasty in sixteenth century this temple is dedicated to Taleju Bhawani.

It has a huge religious significance among the Hindu community (the largest) in Nepal. The temple remains closed throughout the year and only during Durga Puja it opens it's door to the commoners. The Taleju Bhawani Temple, located in the heart of Kathmandu Durbar Square, is an extraordinary piece of Nepalese history and culture. This beautiful temple is dedicated to the powerful goddess Taleju Bhawani, who was worshipped by the Malla kings. Its historical significance and architectural beauty make it one of the most important landmarks in the square. However, the temple is only open to the public for a brief period during the Dashain festival, particularly on the occasion of Vijaya Dashami, which adds to the templeâ€™s mystique.

Built by King Mahendra Malla in 1563, the temple's design is a masterful representation of traditional Newari craftsmanship. The intricate wooden carvings and gilded copper roofs reflect the rich cultural heritage of the Kathmandu Valley. The three-tiered pagoda structure is said to be built in the shape of a Yantra and is supported by twelve massive steps, symbolizing the lower slopes of Mount Meru. Surrounding the main temple are sixteen smaller shrines, which enhance the spiritual significance of the site.

Even though visitors can't enter the temple except during Dashain, the exterior is breathtaking. The temple's ornate wood carvings, symbolic toranas above the doorways, and the detailed artistry on the false and real doors showcase the incredible skills of the artisans from the Malla period. The roofs, covered in gilt copper sheets, give the structure an aura of grandeur and reverence.

The temple holds immense religious importance for the Hindu community in Nepal, especially during Durga Puja. During this festival, thousands of devotees come to pay homage to Taleju Bhawani. If you're lucky enough to visit during this time, it's a truly sacred experience. The rest of the year, visitors can still admire the templeâ€™s grandeur from the outside, which is well worth the visit, even if access to the interior is restricted.

Overall, the Taleju Bhawani Temple is a must-visit for those interested in Nepalese culture and history. The combination of its religious significance, stunning architecture, and connection to the Malla dynasty make it a true gem of Kathmandu Durbar Square. The Taleju Temple is one of Hanuman Dhoka Darbar Square's oldest structures. A ""great temple"" was built in 1563, under Mahendra Malla's rule, according to ancient diaries (tyasaphus) (r. 1560-74). Four notable structures, including the Jagannath, Kotilingeswar Mahadev, and Mahendreswara temples, are known to have been constructed at Darbar Square under the reign of Mahendra Malla. The Malla period building spree was financed by the kingdom's efforts to issue Tibetan currency for export and increase trade with other Himalayan kingdoms. The temple's current design resembles a cosmic mandala. The main structure has three levels of roofing and is supported by a base with twelve steps that resembles Mount Meru's lower slopes. There are sixteen satellite shrines built as two-story Newar towers all around the sanctuary. Notably, the main structure's roofs are covered in gilt copper sheets and supported by wooden struts with carvings of many gods. The temple is accessed by four portalsâ€”one on each sideâ€”each of which has a true door and two false doors. With carved wooden colonnettes, toranas over the main doorways, and pointed blocks (bhailahkva) flanking the lower door jambs, each is elaborately articulated.",,27.67321217,85.32529207,,temple
998,Dendi Sherpa Lookout Point,"Dendi Sherpa Lookout Point is a well-known location, located at M259+MV8, Manang 33500, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors. Wonderful place to see the mountains, can get pretty slippery on the way up!","M259+MV8, Manang 33500, Nepal",28.6591295,84.0197269,Manang,park
999,Deora,"Deora Park is a recreational area located in Kailashmandu, Nepal. It offers a variety of experiences for visitors, including:

Natural Beauty: The park features lush greenery, providing a serene environment for relaxation and leisure activities.

Walking Trails: Visitors can enjoy walking paths that meander through the park, ideal for morning walks or casual strolls.

Community Events: The park often hosts local events and gatherings, fostering community engagement and cultural exchange.","Deora, kaailaashamaadaauँ 21300, naepaala",29.3533333,81.5533333,kaailaashamaadaauँ,park
1000,Deuchula daeuchaulaa,"Deuchula Daeuchaulaa, also known locally as Deuchula, is a notable tourist attraction located in the Apaii region of Nepal. Situated at coordinates RRMX+F68, Apaii 10100, Nepal, it offers a variety of experiences for visitors.

Key Features:
Scenic Views: The area provides panoramic views of the surrounding landscapes, including the majestic Himalayas.

Cultural Significance: Deuchula holds cultural importance, with local traditions and practices that offer insights into the region's heritage.

Recreational Activities: Visitors can engage in various activities such as hiking, photography, and exploring nearby attractions.","RRMX+F68, apaii 10100, naepaala",29.8336706,80.8480648,apaii,hiking
1001,Deukot view Tower,"Deukot View Tower is a notable tourist attraction located in Manahari, Nepal. Situated at coordinates GRQC+FMG, Unnamed Road, Manahari 44100, Nepal, the tower offers visitors a variety of experiences. 

Key Features:
Scenic Views: The tower provides panoramic vistas of the surrounding landscapes, including the majestic Himalayas.

Cultural Significance: Deukot View Tower holds cultural importance, reflecting the local heritage and traditions of the Manahari region.

Recreational Activities: Visitors can engage in various activities such as hiking, photography, and exploring nearby attractions.","GRQC+FMG, Unnamed Road, manaharai 44100, naepaala",27.5386758,84.8216984,Unnamed Road,tower
1002,Deumai ilam,"Deumai is a municipality in the eastern development region of Ilam District in Nepal. Established in 2014 by merging the villages of Mangalbare and Dhuseni, Deumai offers a variety of experiences for visitors. 

Key Features:
Historical Significance: Deumai is home to several historical sites, including the Gajur Mukhi Devisthan, a prominent religious Hindu place located on the shores of the Deumai River. 

Natural Beauty: The area boasts lush greenery, rolling hills, and scenic landscapes, making it ideal for nature walks and photography.

Cultural Heritage: Visitors can explore local traditions, festivals, and crafts that reflect the rich cultural tapestry of the region.","WQ6F+X89, dhausaenaii 57300, naepaala",26.9124224,87.7733308,dhausaenaii,river
1003,Deurali,"Deurali is a notable location situated in the Ilam district of Nepal, known for its scenic beauty and cultural significance. Located at coordinates WWC9+3GV, Ilam 57300, Nepal, Deurali offers a variety of experiences for visitors.

Key Features:
Scenic Views: Deurali provides panoramic vistas of the surrounding landscapes, including the majestic Himalayas.

Cultural Significance: The area holds cultural importance, reflecting the local heritage and traditions of the Ilam region.

Recreational Activities: Visitors can engage in various activities such as hiking, photography, and exploring nearby attractions.","WWC9+3GV, Ilam 57300, Nepal",26.9202464,87.9187975,Ilam,hiking
1004,Deurali Arghakhanchi,"Deurali Arghakhanchi is a well-known location, located at 25XX+JVW, Deurali Chauri Rd, bhagawataii 32600, naepaala. It offers a variety of experiences for visitors. Deurali Arghakhanchi is a well-known location, located at 25XX+JVW, Deurali Chauri Rd, bhagawataii 32600, nepal. It offers a variety of experiences for visitors. It's a place where nature and spirituality meet each other. It gives you divine feelings and fulfills all your wishes. The surroundings of the temple are scenic as well as the temple architecture. It is a busy holy site for the people of Nepal. Reaching this place may be a bit tougher but once u are there it's worthy. You will feel magic in your bones. I recently visited Supa Deurali Temple in Arghakhanchi and found it to be a peaceful and spiritually uplifting place. The temple is beautifully situated with stunning views of the surrounding hills. The architecture is impressive and the atmosphere serene. Although the journey there can be challenging, it's absolutely worth it. Highly recommend for a tranquil and inspiring visit. Beautiful hindu temple surrounded by lush green mountains if u visit in rainy season. 85 km from barhni border. Located amidst breathtaking panoramic views, Supa Deurali Temple offers not only a place of pilgrimage but also a scenic spot for sightseeing. Legend has it that a Lahure, a soldier in the Indian army, worshipped at this temple before departing for India. He made a vow to offer a golden chain to the deity upon his safe return. The temple holds a sacred aura, attracting visitors seeking blessings and stunning vistas. Whether for spiritual fulfillment or admiring nature's beauty, Supa Deurali Temple promises a memorable experience that blends myth, devotion, and scenic charm. Religious palace, but people are throwing plastics & garages everywhere. Plastic covers of essence sticks are everywhere. Other than that scenic beauty is beyond imagination. Supa Deurali Temple resembles Manakamana Temple with its architect. Mornings are super busy with pilgrims, making it a bit chaotic. If you want a peaceful visit, go later in the day. It's nice, but not as amazing as people say. Very good place for vacation for ....i visited on 21 may 2023 for Mata ji darshan...
Then I went for Narapani resorts situated near by supa deaurali temple. and I enjoyed a lot ...very calm place....and also good food service .staff is very polite..... Nice however needs more cleaning on special days!!!","25XX+JVW, Deurali Chauri Rd, bhagawataii 32600, naepaala",28.0491242,83.1997125,Deurali Chauri Rd,Temple
1005,"Deurali Bhanjyang,Ratna Rajmarg","Deurali Bhanjyang is a notable location situated along the Ratna Rajmarg in Nepal. This area is renowned for its scenic beauty and serves as a popular tourist attraction.

Key Features:
Scenic Views: Deurali Bhanjyang offers panoramic vistas of the surrounding landscapes, making it a favored spot for travelers seeking natural beauty.

Accessibility: Located approximately 40 kilometers from Thamel in Kathmandu, Deurali Bhanjyang is accessible via the Ratna Rajmarg, a major highway connecting various regions of Nepal. 

Activities: The area is popular for paragliding, providing visitors with an opportunity to experience the region's beauty from the air. 

Visitor Information:
Best Time to Visit: The region is accessible year-round, but the dry season (October to April) is ideal for outdoor activities like paragliding.

Facilities: While Deurali Bhanjyang is a popular tourist spot, visitors should be prepared for basic amenities. It's advisable to carry necessary supplies and check local accommodations in advance.","8MQF+7C, baaँsagadhaii, naepaala",28.3381313,81.6735612,baaँsagadhaii,mountain
1006,Deurali Dada,"Deurali Dada is a historic site located in Dakshainakali, Nepal. The term ""Deurali"" translates to ""hilltop"" in Nepali, and ""Dada"" refers to a hill or ridge. This area is known for its scenic beauty and cultural significance.

Key Features:
Scenic Views: Deurali Dada offers panoramic vistas of the surrounding landscapes, making it a favored spot for travelers seeking natural beauty.

Cultural Significance: The area holds cultural importance, with local traditions and practices that attract visitors interested in Nepalese heritage.

Visitor Information:
Best Time to Visit: The region is accessible year-round, but the dry season (October to April) is ideal for outdoor activities.

Facilities: While Deurali Dada is a popular tourist spot, visitors should be prepared for basic amenities. It's advisable to carry necessary supplies and check local accommodations in advance.","J64R+4CR, dakashainakaalaii 44600, naepaala",27.6053522,85.2410267,dakashainakaalaii,historical_site
1011,"Deurali,Dhorpatan","Deurali, Dhorpatan is a small village located in the Dhorpatan Hunting Reserve of Western Nepal, at an altitude of approximately 3,000 meters. It is known for its stunning natural beauty, with panoramic views of the Annapurna and Dhaulagiri mountain ranges. The village is also a popular starting point for treks in the region, and is home to a diverse range of flora and fauna, making it a significant destination for nature lovers and adventure seekers.","FXF3+PG, naisaii 33300, naepaala",28.4742655,82.9537692,naisaii,mountain
1012,Deuti art,"Deuti art is a traditional Indian art form from the state of Odisha, primarily practiced by the Deutis or Daitapatis, who are the servitors of Lord Jagannath. This art is characterized by intricate scroll paintings on cloth, featuring mythological stories and scenes from the life of Lord Jagannath. The significance of Deuti art lies in its unique storytelling style, vibrant colors, and the devotion of the artisans, preserving and promoting centuries-old religious and cultural heritage.","HJW8+XWV, waiiraenadaranagara 21700, naepaala",28.5975725,81.6173277,waiiraenadaranagara,historical_site
1013,Deuti than,"Deuti than is a significant peak located in the Rolwaling Himalayan range of Nepal, standing at an elevation of 6,328 meters (20,761 feet). It is known for its unique pyramid shape and is considered a challenging climb, attracting experienced mountaineers from around the world. Deuti than is often climbed in conjunction with other peaks in the region, such as Melungtse, and offers stunning panoramic views of the surrounding mountains and valleys.","VJCX+V8, raawatakaota 21600, naepaala",28.8721522,81.6483716,raawatakaota,mountain
1014,Deutibajai temple,"Deutibajai Temple is an ancient Jain shrine, located in the town of Deotibba in Madhya Pradesh, India. The temple is renowned for its intricate carvings and sculptures that depict various Jain Tirthankaras, showcasing the architectural and artistic prowess of the era. Its significance lies in being a major pilgrimage site for Jains, housing the idol of Shri Parshvanath Bhagwan, the 23rd Tirthankara, and serving as a testament to the rich cultural heritage and religious beliefs of the community.","JF25+J9Q, Kushadevi -1, 45200, naepaala",27.6015875,85.4584844,Kushadevi -1,Temple
1015,Dev Aquarium,"Dev Aquarium is a unique online platform that showcases a curated collection of live coding sessions, tutorials, and workshops, enabling developers to learn and expand their skills in real-time. Its key features include interactive streaming, expert-led content, and the ability to engage with a vibrant community of learners and instructors. Dev Aquarium's significance lies in its innovative approach to learning, fostering a more dynamic and immersive experience for developers compared to traditional static tutorials.","H02, chanadaraagairaii 44600, naepaala",27.6870579,85.2663422,chanadaraagairaii,aquarium
1016,Devachuli lower view tower and a Devachuli temple,"The Devachuli Lower View Tower is a popular vantage point located in the western part of Nepal, offering breathtaking panoramic views of the Himalayan range, including the iconic Mt. Everest, Mt. Annapurna, and Mt. Dhaulagiri. The tower is surrounded by lush green hills and terraced fields, providing a serene and tranquil environment for visitors to enjoy.

The Devachuli Temple, also known as Devachuli Mahadev Mandir, is a revered Hindu temple dedicated to Lord Shiva, located at the top of a hill in the same region. The temple is believed to be over a thousand years old and","Q57G+FQR, daewachaulaii 33000, naepaala",27.7637357,84.1768758,daewachaulaii,temple
1017,Devchuli Hill (1938 Meter),"Devchuli Hill, standing at 1938 meters, is a significant geological feature located in the Nawalpur district of Nepal. It is known for its unique double-humped structure, making it a distinctive landmark in the region. The hill holds religious and cultural importance as it is considered a sacred site for both Hindu and Buddhist communities. Devchuli Hill is also an important archaeological site, with evidence of ancient human settlements and historical artifacts.","Q59H+2VQ, upalalao arakhalae 33000, naepaala",27.767585,84.1797233,upalalao,mountain
1018,Devchuli dada,"Devchuli Dada is a significant religious and archaeological site located in the Nawalparasi district of Nepal. This hill, standing at an elevation of 1,443 meters, is home to the ancient Devchuli Temple, dedicated to the Hindu goddess Mahadevi. The site is renowned for its unique combination of cultural, historical, and natural elements, offering panoramic views of the surrounding landscape and the Himalayas in the distance. Devchuli Dada's significance lies in its historical importance and its continued role as a place of worship and pilgrimage for both Hindus and Buddhists.","Q59H+3V9, upalalao arakhalae 33000, naepaala",27.7676577,84.1797298,upalalao,temple
1019,Devdaha Farmers Park,"Devdaha Farmers Park, located in the Rupandehi district of Nepal, is a significant agricultural hub showcasing traditional and modern farming techniques. Spanning over 200 bighas of land, the park features various crop varieties, livestock breeds, and a museum dedicated to farming history. It serves as a platform for farmers to exchange knowledge, promote sustainable practices, and preserve Nepal's rich agricultural heritage, making it an essential destination for anyone interested in understanding the country's rural life and food production.","JHVR+VV5, daewadaha nagarapaalaikaa 32900, naepaala",27.6446275,83.5922369,daewadaha,park
1020,Devdhari stadium SUNDARPUR chakarghatta 4,"Devdhari Stadium in Sundarpur Chakarghatta is a significant sports infrastructure in the region, known for its large capacity and state-of-the-art facilities. It is a multi-purpose stadium, designed to host various sports events including cricket, football, and athletics. The stadium's key features include a lush green playfield, modern floodlights, spacious seating arrangements, and advanced amenities for players and spectators, making it a hub for sports enthusiasts and a catalyst for promoting sports culture in the local community.","VFHR+VQP, saunadarapaura 45800, naepaala",26.8797126,85.4919553,saunadarapaura,monument
1021,Devghat Dham,"Devghat Dham, located at the confluence of the Kali Gandaki and Trishuli rivers in Nepal, is a revered Hindu pilgrimage site known for its natural beauty and religious significance. It is believed to be the place where the Hindu deities Lord Vishnu and Lord Shiva meditated, and the site houses several ancient temples and ashrams. Devghat Dham's spiritual aura and serene environment make it a popular destination for those seeking peace, spiritual enlightenment, and the blessings of the divine.",,27.74293828,84.42308078,0,Temple
1023,Devisthan,"Devisthan is a significant Hindu religious site, primarily recognized for its collection of ancient temples dedicated to various deities. The site is nestled in the serene hills of Nepal, providing a spiritually uplifting atmosphere that attracts devotees and tourists alike. Devisthan's key features include intricate architectural designs, showcasing the rich cultural heritage of the region, and the peaceful coexistence of diverse deities, symbolizing unity in religious diversity. The site's significance lies in its historical and religious value, promoting a sense of community, harmony, and spiritual enlightenment.","MJC5+F9X, paaँchakhaala 45212, naepaala",27.6712339,85.6084986,paaँchakhaala,temple
1024,Devisthan yekasalla,"Devisthan Yekasalla is a revered Hindu temple located in the Kavrepalanchok district of Nepal. The temple is dedicated to Goddess Sati, one of the many forms of the divine feminine in Hinduism. The key feature of Devisthan Yekasalla is its unique architectural design, which combines pagoda-style and multi-tiered roof structures. The temple's significance lies in its cultural and religious importance to the local community, who gather here for annual festivals and daily prayers, seeking blessings and spiritual guidance.","Malika 5, naepaala",28.4378473,83.3632972,naepaala,temple
1025,"Devisthan,(Place of Hindhu Godess Bhagwati) Dhulikhel","Devisthan, located in Dhulikhel, is a revered Hindu temple dedicated to Goddess Bhagwati. Surrounded by the serene beauty of the Himalayas, this temple is not only a spiritual retreat but also a significant cultural heritage site. The temple's key features include intricate carvings, a peaceful atmosphere, and panoramic views of the mountain ranges, making it a must-visit destination for both devotees and tourists seeking tranquility and cultural enrichment.","JH69+5G3, dhaulaikhaela 45200, naepaala",27.610384,85.5687882,dhaulaikhaela,temple
1026,Dewahi Gonahi Municipality,"Dewahi Gonahi Municipality is a local body in the Makwanpur district of Bagmati Province, Nepal. Established in 2017, it is one of the significant municipalities in the region, known for its rich cultural heritage, diverse topography, and vibrant community. The municipality encompasses various historical and religious sites, including the famous Budhanilkantha Temple, and is home to several ethnic communities, making it a culturally rich and diverse region. Moreover, Dewahi Gonahi Municipality is committed to sustainable development, focusing on education, health, infrastructure, and environmental conservation.","W7J7+WF4, paraemamapaura gaunaahaii 44500, naepaala",26.9322699,85.2637182,paraemamapaura,temple
1027,Dewal (Ancient history ),"Dewal is an ancient historical site located in the present-day Swat Valley of Pakistan. It is believed to have been inhabited during the Iron Age and is known for its well-preserved Buddhist stupas and monasteries. The site is significant for its unique art and architectural style, which reflects the cultural exchange between the local Gandhara civilization and the Hellenistic world. Dewal provides valuable insights into the religious and artistic traditions of the region, making it an essential destination for scholars and history enthusiasts.","8JHV+5XJ, 10300, naepaala",29.3279627,80.6449039,10300,ruins
1028,Dewangunj Biratnagar tempo station,"Dewangunj Tempo Station in Biratnagar is a significant transportation hub that connects various parts of the city and its surrounding areas. This station is known for its high volume of tempo (three-wheeler) services, offering a convenient and affordable mode of transportation for both passengers and goods. The station's key features include a well-organized layout, a waiting area for passengers, and various amenities such as food stalls and shops, making it a bustling and vibrant center of local activity.","C4XQ+Q95, daewaanaganyaja, naepaala",26.4493905,87.1384843,daewaanaganyaja,historical_site
1029,Dewariya,"Dewaripya is a captivating and heartwarming Bollywood film that beautifully showcases the essence of pure love and friendship. Set in the picturesque landscapes of Benaras, the movie follows the life of a young rickshaw puller, Raju, who falls in love with a wealthy woman, Chandni. Despite their contrasting social status, their bond deepens through a series of events, highlighting the significance of love that transcends societal barriers. The film's soulful music, enchanting cinematography, and powerful performances make it a memorable and touching exploration of human emotions and relationships.","PJ59+93R, Jungle Rd, dhanagadhaii 10900, naepaala",28.708491,80.617635,Jungle Rd,fort
1030,Dha Tala Mandir,"Religious Site Lying in the converging point of the Rudramati and Bagmati rivers in Jwagal lies the Dha: Tala Mandir. It is one of the sacred Nadhi Ghat Devsthal and is revered as one of the eight Asthamatrika. This shrine, established during the Shah dynasty, may be relatively new, but it carries an ancient spirit. The original statue of the shrine was stolen, and it was re-consecrated on the 16th of Ashar, 2051 B.S., restoring its sacred presence.

This beautiful pagoda-style shrine is dedicated to the deity Dhan Wantari Barahi of Dhalaut. Locals also refer to this temple simply as Dhan Wantari Barahi. Adorned with thirteen intricately carved tudals, the shrine is a feast for the eyes. The entrance gate is designed in the classical Newa Aakhi Jhyal style. It features stunning symbols of Surya, Ganesh, Chandra, Kumar, and Kalash, each carved with remarkable detail and care.

Guarded by two stone lions, the principal deity sits in serene majesty. The shrine also houses other revered figures like Laxmi, Shiva, Ganesha, Bhairav, Buddha, and Chitragupta, creating a heavenly gathering under one roof. Each idol stands as a testament to the rich tapestry of beliefs and the profound artistry that breathes life into stone.

The worship rituals here are a symphony of devotion. Worshippers offer akshata (rice), light diyas, incense, and flowers, creating a beautiful and serene atmosphere that envelops the senses. The rituals are simple yet profound, reflecting a deep connection to the divine. This shrine, with its Malla-style pagoda architecture, is not just a place of worship but a living gallery of devotion, history, and artistic beauty.

This shrine remains a beacon of spiritual peace. It invites all to experience its divine embrace and witness the sacred blend of faith and artistry. Whether you come seeking solace, inspiration, or a glimpse into a rich cultural heritage, the Dhan Wantari Barahi shrine stands ready to welcome you. 

Written/Compiled by: Apekshya Khanal",,27.68503743,85.32441063,0,Temple
1031,"Dhada Gauu Masta Than (Temple) village ,Jajarkot","Dhada Gauu Masta Than village is located in the Jajarkot district of Nepal and is known for its significant temple, Dhada Gauu Masta Than. The temple is dedicated to Lord Shiva and is believed to be a powerful religious site, attracting devotees from far and wide. The village is situated amidst the serene beauty of the Himalayan mountains, providing a peaceful and spiritual environment for visitors. The temple's unique architecture and intricate carvings are notable features, making it an important cultural and historical landmark in the region.","RWVG+262, daha 21500, naepaala",28.8425131,81.9255249,daha,temple
1032,Dhade Khola,"Dhade Khola is a significant seasonal river in the Satara district of Maharashtra, India. Originating in the Sahyadri mountain ranges, it flows through the Koyna Wildlife Sanctuary, playing a crucial role in supporting the region's rich biodiversity. The river is known for its picturesque waterfalls and lush green surroundings, making it a popular spot for tourists and locals alike. Its seasonal fluctuations also contribute to the area's agricultural productivity, showcasing the interdependence of nature and human life.","M5W7+6Q, lamakaii chauhaa 10900, naepaala",28.6955307,81.1643884,lamakaii,mountain
1033,Dhade Khola Picnic Area Rest Camp,"Dhade Khola Picnic Area Rest Camp is a serene campground located along the tranquil Dhade Khola river in the Sahyadri mountain range of Maharashtra, India. Surrounded by lush greenery, cascading waterfalls, and natural swimming holes, this campground offers a perfect escape from the hustle and bustle of city life. Its key features include eco-friendly tents, stone cottages, and common facilities such as washrooms, a cafeteria, and ample space for recreational activities like bonfires, barbecues, and outdoor games. The rest camp's significance lies in its commitment to sustainable tourism","M5V6+C7, lamakaii chauhaa 10900, naepaala",28.693584,81.1606478,lamakaii,mountain
1034,Dhading Gajuri Rakshing,"Dhading Gajuri Rakshing is a community forestry site located in the Dhading district of Nepal. Established in 1995, this forest covers an area of 2,323 hectares and is managed by a committee of local users. The forest is home to a diverse range of flora and fauna, including several endangered species, and provides crucial ecosystem services such as water regulation, soil conservation, and carbon sequestration. It also serves as an important source of livelihood for the local community, providing materials for construction, fuelwood, and non-timber forest products. The success of Dhading Gajuri Rakshing in sustainable forest management","QV74+998, gajauraii 45100, naepaala",27.7634102,84.8559506,gajauraii,forest
1035,Dhading masjid,"Dhading Masjid, located in the Dhading District of Nepal, is a significant religious site for the Muslim community. This masjid, or mosque, is known for its stunning architecture, blending traditional Islamic design with local Nepalese elements. The masjid serves as a place of worship, community gathering, and religious education, playing a vital role in preserving and promoting Islam in the region.","WV6R+QWQ, nailakanatha 45100, naepaala",27.9119707,84.8923636,nailakanatha,mosque
1036,Dhading salyantar galachhainadaila,"Dhading Salyantar Galchhainadaila is a captivating cultural destination located in the Dhading District of Nepal. This site is renowned for its collection of more than 100 ancient stone water spouts, known as ""galchhi,"" which feature intricate carvings of various deities and mythical creatures. The galchhainadaila is of great historical and cultural significance, as it showcases the remarkable craftsmanship and religious traditions of the region's ancient communities. The serene atmosphere and the soothing sound of flowing water make it an ideal place for meditation and reflection, attracting both local visitors and tourists from around the world.","XQJV+V55, salayaanataara, naepaala",27.9821254,84.7929921,salayaanataara,monument
1037,Dhading thakre,"Dhading Thakre is a small village located in the Dhading District of Nepal, known for its rich cultural heritage and traditional lifestyle. The village is predominantly inhabited by the Thakuri community and is famous for its historic temples, including the Thakuri Dyo and the ancient Shiva Temple. Dhading Thakre is also significant for its agricultural practices, with terraced fields and rice cultivation being the main source of livelihood for the villagers. The village's unique customs, festivals, and traditional architecture make it an important cultural destination in Nepal.","P4Q2+GFH, thaakarae 45100, naepaala",27.7388154,85.1012477,thaakarae,temple
1038,Dhadkhola,"Dhadkhola is a small, vibrant village located in the heart of the Himalayas, known for its unique cultural traditions and breathtaking natural beauty. The village is a harmonious blend of traditional Nepalese architecture, lush green terraces, and the majestic snow-capped peaks of the Himalayas. Dhadkhola's significance lies in its rich cultural heritage, where ancient customs and rituals are still practiced, and its commitment to sustainable living, providing a unique and inspiring model for other communities to follow.","Harraboat Lamjung, Tarkughat 33600, Nepal",28.1180855,84.4403973,Tarkughat,mountain
1039,Dhaitar Outdoor Gym,"Dhaitar Outdoor Gym is a unique and eco-friendly fitness facility located in the heart of nature, nestled within the lush green forests of Dhaitar, India. This gym stands out for its commitment to sustainability, as it utilizes natural elements like rocks, logs, and ropes as workout equipment, eliminating the need for traditional gym machinery. The gym's significance lies in its promotion of functional fitness, connection with nature, and reduction of carbon footprint, making it an ideal destination for fitness enthusiasts who value both physical health and environmental consciousness.","PJ62+QF, mahaadaewasathaana manadana 45200, naepaala",27.7118946,85.601144,mahaadaewasathaana,forest
1040,Dhakeri Picnic Spot,"Dhakeri Picnic Spot, located in the lush green forests of Gujarat, India, is a serene and picturesque destination known for its natural beauty and tranquility. Surrounded by the sounds of chirping birds and flowing water, this picnic spot offers a variety of recreational activities, including boating, horse riding, and nature walks, making it an ideal getaway for families, friends, and nature lovers seeking a break from the hustle and bustle of city life. The spot's significance lies in its ability to provide a much-needed connection to nature, promoting relaxation, rejuvenation, and environmental awareness.","4QW8+XRQ, mahaenadara raajamaaraga, mahaadaewapauraii 21900, naepaala",28.1474581,81.7670992,mahaenadara raajamaaraga,picnic
1041,Dhaku dhaakau,"Dhaku dhaakau is a traditional Nepali folk dance, primarily performed in the Terai region, during festivals and cultural events. It is characterized by the energetic beats of the madal (a type of drum), synchronized with rapid foot-tapping and lively hand movements. The dance symbolizes the region's rich cultural heritage, often depicting stories of love, harvest, and celebration, and is a vital part of community bonding and social expression.","38CJ+J5F, 10700, naepaala",29.0715734,81.3304288,10700,historical_site
