id,name,description,Description_Length
1615,"Historical Museum, Ghale Gaun","A museum in Ghale Gaun showcasing the history, culture, and heritage of the region. The museum may feature artifacts, displays, and exhibitions related to the local people, their traditions, and history.",203
4649,baethaanachaoka naaraayanasathaana,"baethaanachaoka naaraayanasathaana is a well-known location, located at FFMM+GFQ, chayaamaraamga baesaii 45200, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",203
4705,"baradagaoraiyaa, dhaaramaika sathaana","baradagaoraiyaa, dhaaramaika sathaana is a well-known location, located at M3H3+PPW, daudaodhaaraa 10900, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",203
6365,tenge,"park, point_of_interest, establishment Tenge is a tranquil location in Bhaktapur, known for its natural beauty and peaceful surroundings. It provides a calm and relaxing atmosphere for visitors to enjoy.",203
5165,haramaichaaura hanaumaana paaraka,"haramaichaaura hanaumaana paaraka is a well-known location, located at XHJH+JHQ, Arbeni Rd, haramaichaaura 33800, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",203
1178,"Dumping side of Deumai Municipality, Ilam","Dumping side of Deumai Municipality, Ilam is a well-known location, located at WRGJ+HM, daeumaaii 57300, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",203
5382,kashamaiiraii jaamaa masajaida naepaala kaathamaadaaum,"kashamaiiraii jaamaa masajaida naepaala kaathamaadaaum is a well-known location, located at P859+G33, darawaara maaraga, kaathamaadaauà¤ 44600, naepaala. It offers a variety of experiences for visitors.",203
5322,kaashathakalaa sangagarahaalaya,"kaashathakalaa sangagarahaalaya is a well-known location, located at MCFP+85P, Mako Galli, bhakatapaura 44800, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors.",202
2779,Nar Bahadur Samarung's Tea garden,"Nar Bahadur Samarung's Tea garden is a well-known location, located at Ilam 57300, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors.",202
1175,Duhabi suspension bridge,"Duhabi suspension bridge is a well-known location, located at H7PQ+JMC, saisawanaiwadaharaa 56707, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",202
6119,saunadaraiijala jharanaa,"saunadaraiijala jharanaa is a well-known location, located at QC8F+X9P, Chisapani Trek, gaokaranaeshawara 44600, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",202
5827,paokharaa laekasaaida,"paokharaa laekasaaida is a well-known location, located at 6X84+3JQ, Lakeside Rd, paokharaa 33700, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",202
4339,Trek Ways Nepal,"Trek Ways Nepal is a well-known location, located at bhagawaana bahaala maaraga 117-124, kaathamaadaauà¤ 44600, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",202
4224,Thatipokhari (thaaà¤taiipaokharaii),"Thatipokhari (thaaà¤taiipaokharaii) is a well-known location, located at 3F2Q+J6, paalaungataara, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",202
4251,The door Island open,"The door Island open is a well-known location, located at 5VCQ+X84, Pyuthan 22300, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors.",202
3966,Siv Mandir Chandev khairgadaiya,"Siv Mandir Chandev khairgadaiya is a well-known location, located at Laljhadi 6 Chandev Kanchpur, 10400, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",202
2992,Nuwakot satbise,"Nuwakot satbise is a well-known location, located at W8FW+G29, Satbise Bus Stop, Sundaradevi VDC 44900, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",202
4599,baalaa taraipauraasaunadaraii manadaira,"baalaa taraipauraasaunadaraii manadaira is a well-known location, located at 2QGP+45Q, taraipauraakaota 21400, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",202
6043,saigaanaa balaama kaotaa paikanaika esapaorata,"saigaanaa balaama kaotaa paikanaika esapaorata is a well-known location, located at 6HV2+8PP, saigaanaa 33300, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors.",202
6034,"saidadha baabaa manadaira, dhaadainga","saidadha baabaa manadaira, dhaadainga is a well-known location, located at Siddha Baba Temple, nalaanga 45100, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",202
5395,kauralae damaara raoda,"kauralae damaara raoda is a well-known location, located at C47G+GVJ, Unnamed Road, makawaanapauragadhaii 44100, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",202
2728,NB Aquarium House,"NB Aquarium House is a well-known location, located at M9Q8+549, TOWN PLANNING, OLD, kaathamaadaauà¤ 44600, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors.",202
2725,"NAMUNA HOME STAY, PANDAVNAGAR - MADI, CHITWAN-NEPAL","NAMUNA HOME STAY, PANDAVNAGAR - MADI, CHITWAN-NEPAL is a well-known location, located at G736+G2, maadaii 44200, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",202
4749,bhaedaetaara bajaara,"bhaedaetaara bajaara is a well-known location, located at V859+QV7, kaoshaii raajamaaraga, bhaedaetaara 56804, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",202
3924,Sindhuligadi Memorial Park,"park, point_of_interest, establishment Sindhuligadi Memorial Park commemorates the historical significance of Sindhuli with monuments and memorials reflecting the areaâ€™s cultural heritage and history.",202
4102,Swayambhu Art Gallery,"Swayambhu Art Gallery is a well-known location, located at P78R+44P, Temple Marg, kaathamaadaauà¤ 44600, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors.",202
4062,Sunkoshi Rural Municipality,"Sunkoshi Rural Municipality is a well-known location, located at CV4X+6XR, pauraanao jhaaà¤gaajhaolaii 45900, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",202
5759,"paaekharaiyaa taala, dhalakaewara","paaekharaiyaa taala, dhalakaewara is a well-known location, located at XX59+HRR, Unnamed Road, maithailaa 45600, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",202
4650,baethaanaii isaaii samgataii raajawairaaja,"baethaanaii isaaii samgataii raajawairaaja is a well-known location, located at GPQQ+JH6, raajawairaaja 56400, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",202
4667,bairaenadara chaoka taulasaipaura,"bairaenadara chaoka taulasaipaura is a well-known location, located at 47MX+86G, F015, taulasaiipaura 22412, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",202
5762,paalapaa samgarahaalaya,"paalapaa samgarahaalaya is a well-known location, located at VG8W+9P8, baaimka maaraga, taanasaena 32500, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors.",202
4947,daiparaunga chauichaumamaa,"daiparaunga chauichaumamaa is a well-known location, located at daiparaunga chauichaumamaa, 56200, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",202
4137,Takura Triveni 3 Rukum west karnali Nepali,"Takura Triveni 3 Rukum west karnali Nepali is a well-known location, located at HC45+VH, khaaraa 22000, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",202
1869,Jogini mai pokhari,"Jogini mai pokhari is a well-known location, located at 56400, hanaumaananagara jaogainaiimaaii 56400, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors.",202
6399,trek tours Chitwan National Park,"trek tours Chitwan National Park is a well-known location, located at saauraahaa raoda 6, rataâ€nanagara 44600, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",202
6182,shailesh mobile gallery,"shailesh mobile gallery is a well-known location, located at achham achham sanfe, saaà¤phaewagara 10702, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors.",202
4858,charangagae chaauka parataikashaalaya,"charangagae chaauka parataikashaalaya is a well-known location, located at Charange, Devdaha-10, 32900, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",202
5971,raupaakaota masajaida,"raupaakaota masajaida is a well-known location, located at 543V+H5G, Vhirchowk-Mohoriya Rd, raupaakaota 33700, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",202
6357,taraiwaenaii sasapaemshana paula taraiwaenaii,"taraiwaenaii sasapaemshana paula taraiwaenaii is a well-known location, located at FW4Q+RHP, taraibaenaii 33007, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",202
4038,Sumnima Paruhang Park ( saumanaimaa paarauhaanga paaraka ),"Sumnima Paruhang Park ( saumanaimaa paarauhaanga paaraka ) is a well-known location, located at 4R6Q+86R, 56200, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",202
5690,naechara taraeka naepaala,"naechara taraeka naepaala is a well-known location, located at MCJW+M3Q, nagarakaota sadaka, bhakatapaura 44800, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",202
1561,Harsar10,"A rural area or locality, possibly a village or residential zone. Harsar10 may be part of a larger community or municipal district, offering a glimpse into the daily life and traditions of local people.",202
1545,Haramain Masjid (مسجد),"A mosque that serves the local Muslim community, offering a place for prayer and religious services. Haramain Masjid is a significant site for spiritual activities and social gatherings within the area.",202
1038,Dhadkhola,"Dhadkhola is a well-known location, located at Harraboat Lamjung, Tarkughat 33600, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors.",202
5575,mahaananada naingalaekaukao aitaihaasaika ghara,"mahaananada naingalaekaukao aitaihaasaika ghara is a well-known location, located at 4JM2+99M, saimalae 57500, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors.",202
4408,Union Park,"Union Park is a well-known location, located at M8PG+6GJ, Park Ln, Lalitpur 44700, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors.",202
4386,Udashipur Kailali,"Udashipur Kailali is a well-known location, located at Gauriganga Municipality 10, udaasaiipaura 10905, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",202
3224,Poudeldada,"Poudeldada is a popular picnic spot located in Chhagan Gaun, Nepal. Situated approximately 44600 meters from the central area, it offers a serene environment ideal for relaxation and outdoor activities.",202
5940,raapataii shaanatai udayaana,"raapataii shaanatai udayaana is a well-known location, located at 48W9+Q35, Unnamed Road, taulasaiipaura 22412, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",201
4932,"daewaiithaana chaauka, itaharaii-à¥¨, shaanatainagara","daewaiithaana chaauka, itaharaii-à¥¨, shaanatainagara is a well-known location, located at itaharaii 56705, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",201
6216,sharaii baraaha bhagawaana manadaira,"sharaii baraaha bhagawaana manadaira is a well-known location, located at MC9J+CF4, bhakatapaura 44800, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",201
6274,single mango tree,"single mango tree is a well-known location, located at 4V69+WJW, Pyuthan 22300, Nepal. It is known for being a museum, point_of_interest, establishment. It offers a variety of experiences for visitors.",201
5628,maokashadawaaraii ukaalao,"maokashadawaaraii ukaalao is a well-known location, located at FH5W+7XW, maokashadawaaraii, gaowalabaasa 45200, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",201
5667,naabhaisathaana daailaekha,"naabhaisathaana daailaekha is a well-known location, located at RMW8+RCH, naaraayana nagarapaalaikaa 21600, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",201
3547,Sahid Smarak Stambha,"Sahid Smarak Stambha is a well-known location, located at X8CV+9CJ, Dharan Dhankuta Hwy, dhanakautaa 56800, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",201
6240,sharaii raama jaanakaii waiwaaha manadapa,"sharaii raama jaanakaii waiwaaha manadapa is a well-known location, located at PWJF+9XQ, janakapaura 45600, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",201
6305,taathalaii haaiita harasapaura,"taathalaii haaiita harasapaura is a well-known location, located at MFGQ+2R5, mahaamanyajausharaii nagarakaota, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",201
6193,"shaiwa manadaira, tarahai chaauka","shaiwa manadaira, tarahai chaauka is a well-known location, located at HMQ6+HH9, shamabhaunaatha 56400, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",201
6138,sauurayawainaayaka ganaesha manadaira,"sauurayawainaayaka ganaesha manadaira is a well-known location, located at MC4F+F9V, saurayawainaayaka, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",201
5056,galachhaii bagara raesaorata,"galachhaii bagara raesaorata is a well-known location, located at R233+6W5, gaoganapaanaii 45100, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",201
1796,Janali Falls (janaalaii jharanaa),"Janali Falls (janaalaii jharanaa) is a well-known location, located at 37RP+63G jharna, mangagalasaena 10700, naepaala. It is known for being a  picnic. It offers a variety of experiences for visitors.",201
6354,taraiwaenaii chaoka Hanuman chok,"taraiwaenaii chaoka Hanuman chok is a well-known location, located at M2J9+PPH, shanai arajauna 57204, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",201
4878,chhaotakaa shaira Chhottkaa Sheer,"chhaotakaa shaira Chhottkaa Sheer is a well-known location, located at Chethari Sainamaina-1, saainaamaainaa, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors.",201
4294,"Tikapur children park , Kailali","Tikapur children park , Kailali is a well-known location, located at G4M7+CXM, taikaapaura 10901, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",201
3622,Sanothimi,"Sanothimi is a well-known location, located at M9JC+FR3, pauraanao baatao, madhayapaura thaimai 44600, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",201
5198,isalaamaika saamsakaà¥ƒtaika kaenadara,"isalaamaika saamsakaà¥ƒtaika kaenadara is a well-known location, located at M7PV+M27, kaathamaadaauà¤ 44600, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",201
5188,iitaa paukhau,"iitaa paukhau is a well-known location, located at M8CF+M47, taii chhaum galalaii, lalaitapaura 44600, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",201
5313,kaalashailalaa manadaira palaataibaadaa,"kaalashailalaa manadaira palaataibaadaa is a well-known location, located at 6MV4+3W9, phaukaota 21300, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",201
3539,Sahani Arts Bhairahawa,"Sahani Arts Bhairahawa is a well-known location, located at paraasaii raoda, saidadhaarathanagara 32900, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors.",201
5816,"panyachadaewala,daailaekha","panyachadaewala,daailaekha is a well-known location, located at VP6F+P8F, naaraayana nagarapaalaikaa 21600, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",201
1173,Dugure Ground,"park, point_of_interest, establishment Dugure Ground is a public space in Bhaktapur where local events and sports activities are frequently held. It is a central gathering spot for the local community.",201
6092,sapataraii maachhaa pasala,"sapataraii maachhaa pasala is a well-known location, located at Chautarphi Marg 35, kaathamaadaauà¤ 44600, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors.",201
5303,kaalaiikaa manadaira Kalika Temple,"kaalaiikaa manadaira Kalika Temple is a well-known location, located at XHJF+R26, haramaichaaura 33800, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",201
4174,"Tarebhir Viewpoint, Thaha Makwanpur","Tarebhir Viewpoint, Thaha Makwanpur is a well-known location, located at H3WH+WJX, thaahaa 44100, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",201
2909,"New Illaya Imadol Church, Bhojepokhari","New Illaya Imadol Church, Bhojepokhari is a well-known location, located at M88V+5W2, mahaalakashamaii 44600, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",201
5476,labha taola,"labha taola is a well-known location, located at FFGR+Q62, Kanepokhari -Rangeli Rd, rangagaelaii 56600, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",201
2963,Noori Lake,"Noori Lake is a well-known location, located at QV6P+Q5Q Club Tol, mahaadaaiyaatapanapaura 45700, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",201
5228,jaeshatha naagaraika paipala chaautaaraa,"jaeshatha naagaraika paipala chaautaaraa is a well-known location, located at G5VQ+8QV, jayapaà¥ƒthawaii 10500, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",201
5390,kaunataa damamao,"kaunataa damamao is a well-known location, located at R84M+MH basanatae khaolaa paula, baidayaapaura 21700, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors.",201
3637,Saptari Nepal Rupani 5 Basbitti M........ya,"Saptari Nepal Rupani 5 Basbitti M........ya is a well-known location, located at HPJP+8RC, Basbitti 5, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",201
4822,chaaà¤gaunaaraayana paaraka,"chaaà¤gaunaaraayana paaraka is a well-known location, located at Changunarayan Rd, chaaà¤gaunaaraayana 44804, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",201
3756,Shikri kunda shaikarai kaunadaa,"Shikri kunda shaikarai kaunadaa is a well-known location, located at P7MH+Q8R, Unnamed Road, baelaauraii 10400, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",201
1599,Himal,"A region or area possibly referring to the Himalayas or a locality named Himal. This could refer to a mountainous area or village known for its natural beauty, trekking routes, and serene environment.",200
6416,waaraagaunga maukataikashaetara,"waaraagaunga maukataikashaetara is a well-known location, located at waaraagaunga maukataikashaetara, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",200
6246,sharaii saidadhanaatha manadaira,"sharaii saidadhanaatha manadaira is a well-known location, located at VC97+X4R, kaà¥ƒshanapaura 10400, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",200
1039,Dhaitar Outdoor Gym,"Dhaitar Outdoor Gym is a well-known location, located at PJ62+QF, mahaadaewasathaana manadana 45200, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors.",200
6297,taaraakhaolaa bahauudadaeshayaiiya sabhaa hala,"taaraakhaolaa bahauudadaeshayaiiya sabhaa hala is a well-known location, located at 7CQF+WM2, aragala 33300, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors.",200
5614,"manaimaukanada saena udayaana, phaulabaaraii","manaimaukanada saena udayaana, phaulabaaraii is a well-known location, located at Mayarani Palace, mahaenadara raajamaaraga, bautawala 32907, naepaala. It offers a variety of experiences for visitors.",200
5046,gadaii bhagawatai maaiikaae manadaira,"gadaii bhagawatai maaiikaae manadaira is a well-known location, located at F49J+23F, jayapaà¥ƒthawaii 10500, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",200
3546,Sahid Smarak Park,"Sahid Smarak Park is a well-known location, located at M8Q2+8GM, Lalitpur 44600, Nepal. It is known for being a park, point_of_interest, establishment. It offers a variety of experiences for visitors.",200
1845,Jhimruk Rural Municipality,"Jhimruk Rural Municipality is a well-known location, located at 4XJ9+C3G, Pyuthan, Jhimruk -4, payauuthaana, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",200
4882,chhatarakaota daewaalaya manadaira,"chhatarakaota daewaalaya manadaira is a well-known location, located at X8XX+VVP, haradainaetaa 32600, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",200
4886,chichila chuchhe dhunga,"chichila chuchhe dhunga is a well-known location, located at F6GX+77V, matasayapaokharaii 56900, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",200
4092,Sushil art center,"Sushil art center is a well-known location, located at X8HV+59H, Sharki Tole Street, dhanakautaa 56800, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors.",200
6239,sharaii raadhaakaà¥ƒshana manadaira,"sharaii raadhaakaà¥ƒshana manadaira is a well-known location, located at 96H5+242, khaaà¤dabaaraii 56900, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",200
778,Chandra Arts & Shilalekh,"Chandra Arts & Shilalekh is a well-known location, located at Nilkantha-8 Bagaicha, nailakanatha 45100, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors.",200
1579,Hebron Church,"A Christian church serving the community with regular worship services, Bible study, and outreach programs. Hebron Church may also engage in social services and provide a spiritual home for believers.",200
5508,laungagaraii à¥¦à¥© gaothaechaaura raolapaa,"laungagaraii à¥¦à¥© gaothaechaaura raolapaa is a well-known location, located at 6RG9+RRH, sairapaa 22100, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",200
4022,Subha Bihani Krishi tatha Pasupanchi fram,"Subha Bihani Krishi tatha Pasupanchi fram is a well-known location, located at XP47+MFJ, taiinadaobaatae 33801, naepaala. It is known for being a  zoo. It offers a variety of experiences for visitors.",200
2641,"Mini Great Wall, Shailung","Mini Great Wall, Shailung is a well-known location, located at HXFG+QHC, daudhapaokharaii 45500, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",200
6400,udayadaewa mahaaraaja mamdaira,"udayadaewa mahaaraaja mamdaira is a well-known location, located at C77P+WX6, panyachaeshawaora 10200, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",200
5999,saaà¤phaebagara waimaanasathala,"saaà¤phaebagara waimaanasathala is a well-known location, located at 66P8+M75, H18, saaà¤phaewagara 10700, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",200
5897,phauulakaumaaraii mahatao maemaoraiyala asapataala,"phauulakaumaaraii mahatao maemaoraiyala asapataala is a well-known location, located at karajanahaa 56500, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",200
1020,Devdhari stadium SUNDARPUR chakarghatta 4,"Devdhari stadium SUNDARPUR chakarghatta 4 is a well-known location, located at VFHR+VQP, saunadarapaura 45800, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",200
4844,chanaaaitae paataii,"chanaaaitae paataii is a well-known location, located at PJ75+C36, mahaadaewasathaana manadana 45200, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",200
6311,taiinakhaoparae kaulao mauhaana,"taiinakhaoparae kaulao mauhaana is a well-known location, located at R344+56, raamapaura thaokasailaa 56300, naepaala. It is known for being a  museum. It offers a variety of experiences for visitors.",200
6046,saikaaraha gaauà¤ kao chaoka(dhadhawara),"saikaaraha gaauà¤ kao chaoka(dhadhawara) is a well-known location, located at 8C58+7HH, magaraagadhaii 21800, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",200
3786,Shivalaya Tample shaiwaalaya manadaira,"Shivalaya Tample shaiwaalaya manadaira is a well-known location, located at 4QR9+R3M, phaidaima 57400, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",200
1117,Dhuseni Kalika temple,"Dhuseni Kalika temple is a well-known location, located at 584G+JWX, Sundarbazar 10, saunadarabajaara, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",200
4774,bhamakaenaii dhaama -Bhamkeni Dham,"bhamakaenaii dhaama -Bhamkeni Dham is a well-known location, located at 25PF+33W, bhaiimadatata 10400, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",200
6035,saidadha masataa (siddha masta),"saidadha masataa (siddha masta) is a well-known location, located at MVGH+92X, ranamaamaaikaota 22000, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",200
5220,jaanakaii gaauà¤paalaikaakao kaarayaalaya,"jaanakaii gaauà¤paalaikaakao kaarayaalaya is a well-known location, located at H455+W2H, dauragaaulaii 10901, naepaala. It is known for being a  trek. It offers a variety of experiences for visitors.",200
3977,Sokla Rock Climbing Trail,"Sokla Rock Climbing Trail is a well-known location, located at M37M+PF6, bhaimaeshawara nagarapaalaikaa 45500, naepaala. It is known for being a  hike. It offers a variety of experiences for visitors.",200
5241,jairaii shaalaoma ejaii characha,"jairaii shaalaoma ejaii characha is a well-known location, located at J6QH+7WV, Serakapti Rd, jairaii 45500, naepaala. It is known for being a  church. It offers a variety of experiences for visitors.",200
2876,Nepal khane pani balawa,"Nepal khane pani balawa is a well-known location, located at PQRP+V8V, Janakpur Road, balawaa 45700, naepaala. It is known for being a  amusement_park. It offers a variety of experiences for visitors.",200
2856,Nepal Flora and Fauna,"Nepal Flora and Fauna is a well-known location, located at Patan Sundhara, lalitpur-7, lalaitapaura 44700, naepaala. It is known for being a  aquarium. It offers a variety of experiences for visitors.",200
4657,"bai.paii. chaoka, sayaangajaa bajaara (B.P. Chowk, Syangja Bazar)","bai.paii. chaoka, sayaangajaa bajaara (B.P. Chowk, Syangja Bazar) is a well-known location, located at 3VX9+6C9, H10, pautalaiibajaara 33800, naepaala. It offers a variety of experiences for visitors.",200
5305,kaalaikaa gaauà¤paalaikaa kaarayaalaya,"kaalaikaa gaauà¤paalaikaa kaarayaalaya is a well-known location, located at X6V3+J9G, laharaepaauwaa 45000, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",200
5265,jarawautataa kalaa kaenadara ( samgarahaalaya),"jarawautataa kalaa kaenadara ( samgarahaalaya) is a well-known location, located at kamalaamaaii 45900, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors.",200
4716,bardagoriya suspension bridge,"bardagoriya suspension bridge is a well-known location, located at M3J3+WC, daudaodhaaraa 10900, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",200
5263,jaraayaotaara,"park, point_of_interest, establishment Jaraayaotaara is a beautiful, lesser-known park in Bhojpur, offering a tranquil atmosphere for nature lovers and those seeking solitude away from crowded places.",200
4983,"dawaalakhaa bhaimadaeu, daolakhaa bhaiimasaena manadaira","dawaalakhaa bhaimadaeu, daolakhaa bhaiimasaena manadaira is a well-known location, located at M3HG+5HW, bhaimaeshawara nagarapaalaikaa 45500, naepaala. It offers a variety of experiences for visitors.",200
5746,nayaatapaola manadaira,"nayaatapaola manadaira is a well-known location, located at Taumadhi Square, bhakatapaura 44800, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",200
4697,"baraaha manadaira , Barah Temple","baraaha manadaira , Barah Temple is a well-known location, located at QHF5+279, sayaalaakhadaii 22000, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",200
4978,dauragaa bhawaanaii manadaira( Durga bhawani temple),"dauragaa bhawaanaii manadaira( Durga bhawani temple) is a well-known location, located at C4XX+PXQ, 10500, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",200
1554,Harisiddhi Bhawani Mandir,"A Hindu temple dedicated to Goddess Bhawani, another form of Goddess Parvati. The temple is a spiritual center for devotees, and it may host regular prayers, festivals, and other religious ceremonies.",200
4271,Thulopadero kandanidada,"Thulopadero kandanidada is a well-known location, located at 625X+5HJ Rakhi dada, laekhanaatha 33700, naepaala. It is known for being a  historic_site. It offers a variety of experiences for visitors.",200
3513,SALHES MANDIR(SALHES TEMPLE),"SALHES MANDIR(SALHES TEMPLE) is a well-known location, located at Salhes temple,bhagwanpur 2, Laraha, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",199
5686,naayaba saaba manadaira,"naayaba saaba manadaira is a well-known location, located at 2MQ4+VVQ, Parbat Huwas Mardikhola 33400, naepaala. It is known for being a  hindu_temple. It offers a variety of experiences for visitors.",199
6263,sharaiipaura jaanae baatao,"sharaiipaura jaanae baatao is a well-known location, located at WGP5+4FG, Birnagara Road, jaamaunaiyaa 45800, naepaala. It is known for being a  park. It offers a variety of experiences for visitors.",199
1087,Dharmanath Mahadev Temple,"Dharmanath Mahadev Temple is a well-known location, located at WM56+5QW, dhanakaaula pachhawaaraii 45800, naepaala. It is known for being a  monument. It offers a variety of experiences for visitors.",199
2954,Noor Art Gallery,"Noor Art Gallery is a well-known location, located at Bayalwas main road , ward no. 2Ishworpur, 45801, naepaala. It is known for being a  art_gallery. It offers a variety of experiences for visitors.",199
4645,"baeshaiisahara, lamajaunga","baeshaiisahara, lamajaunga is a well-known location, located at 69PC+PPV, waesaiishahara 33600, naepaala. It is known for being a  tourist_attraction. It offers a variety of experiences for visitors.",199
1760,Jama masjid bardaghat,"Jama masjid bardaghat is a well-known location, located at HQ3Q+8JR, janyaanaenadara maaraga, baradaghaata, naepaala. It is known for being a  mosque. It offers a variety of experiences for visitors.",199
