place_name,reviewer_name,reviewer_link,reviewer_image,rating,date,text,photos,likes_count
Patan Museum,Anuj yadav,https://www.google.com/maps/contrib/117323495971167513599/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX00jJo6HCt-1IieNQeTJ-I8mkyRy65PYmRPOqtbz6XS2M36RpabA=w36-h36-p-rp-mo-ba4-br100,5,11 months ago,"This place is truly captivating, blending the beauty of historical sculptures in Patan with rich cultural insights. The intricate details of the buildings showcase a profound knowledge of sculpture. Moreover, it offers a serene environment, perfect for unwinding amidst lush greenery.","https://lh5.googleusercontent.com/p/AF1QipPrqSRhyhLnVkpNE9W3JacBCPp9ib1119gKgMZc=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNKK4knMYpzqwhBGXKgSxM56Wt0lIuePx_XIi4m=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMVnZM9v7BaG6zr0Dz3VRWe3chf8gDSp7-i7Okh=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO_tn-tE7GF8Tz3_aglL55V3niLa5Wt1NG1J8KR=w300-h225-p-k-no",0
Taragaon Next,Nima Lama,https://www.google.com/maps/contrib/101771163946520191984/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVP0LThVkVI9ozW1Ke1Y1pJSyVBv30tiOYLsnx2t5Pk4jtgp9OUtg=w36-h36-p-rp-mo-ba4-br100,5,a month ago,"Taragaun Next is a special place that can give you a sense of peace and tranquility away from the hustle and bustle of Kathmandu. The atmosphere here is very calm and cozy, which makes people who come here love it. If you want to relax with a cup of coffee or spend time with friends, this place is suitable.

This place is very attractive for taking photos and videos. The unique and authentic atmosphere here gives you the opportunity to make unique photos and videos.

This place is very good for people who want to experience the quiet side of Kathmandu, and you will definitely love the atmosphere here.

Rating: 8/10
Key features: Quiet atmosphere, great place for unique photos and videos, and a great atmosphere for relaxation.","https://lh5.googleusercontent.com/p/AF1QipN3ZaC14kA20CfXyYfBpXC2XZADgI8u0yubH_lL=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPftebiMsgWSoZPnAWuARGEk8-KRhNAVxwglXIS=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNGnPXWeHUcAmszpEKhOMiI-eyzaaTwgbju6n20=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOhsKR5-Ted7Uo2eSirF99D8c5SWBO38hWh8iQH=w300-h225-p-k-no",0
Taragaon Next,Suprince Kasaju,https://www.google.com/maps/contrib/100535875726520827161/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWNKaACbPX_MVX4kXvEdSlzSn6rw7g-kZha-beY8AkEe6YWyy20=w36-h36-p-rp-mo-ba4-br100,4,2 months ago,"Taragaon Next तारागाउँ संस्कृति सङ्ग्रहालय is a hidden gem in Kathmandu that seamlessly merges contemporary art and traditional heritage. Nestled in a serene setting, this cultural museum offers a unique window into Nepal's diverse cultural landscape.

The architecture of the museum itself is striking, blending modern design with traditional elements. Inside, the space is thoughtfully curated with a variety of exhibits that range from ancient artifacts to contemporary artworks. Each exhibit tells a story, providing insights into Nepal's rich history and vibrant present.

What sets Taragaon Next apart is its commitment to preserving and showcasing the works of artists, both established and emerging. The gallery spaces are dynamic, constantly evolving to feature new and exciting pieces. Visitors can expect to see a mix of paintings, sculptures, and mixed-media installations that reflect the country's artistic spirit.

Additionally, the museum often hosts workshops, lectures, and cultural events, making it a vibrant hub for creative minds. The staff is knowledgeable and passionate, always ready to share their insights and enhance the visitor experience.

Whether you're an art enthusiast or someone interested in learning more about Nepal's cultural heritage, Taragaon Next तारागाउँ संस्कृति सङ्ग्रहालय offers a refreshing and enriching experience. It's a must-visit for anyone looking to delve deeper into the artistic soul of Nepal.","https://lh5.googleusercontent.com/p/AF1QipOnwJ96DvXSLX5uhw3sBirhBtiHRvVnjmUfyYJU=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOOA7tECdyuBtt7UfhPHz9QLC_lW_UbEBgIJSao=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNEbbVJIpRdbQwVPL0TQE7dcgvTQqtRtp6EloWR=w300-h225-p-k-no",0
Taragaon Next,Zeena Datheputhe,https://www.google.com/maps/contrib/116117316857046951939/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVNx0LR_3SnrAcVY4KlQyfLYkrAZIh8FErX76d0mMFYa1P-qqo=w36-h36-p-rp-mo-ba4-br100,5,2 months ago,"An extraordinary piece of Vault and brick architecture at middle of Kathmandu city. The place is amazing and different from ordinary museums. Back in 2016 when it was not viral in social medias, the place used to be calmer and also no entry fees were taken but the case is opposite now.",https://lh5.googleusercontent.com/p/AF1QipMSVyftncEa4YQxh9yW8jD43Rv1Lk8eOEDdRnmc=w600-h450-p-k-no,0
Taragaon Next,Laxmi Kumari stha,https://www.google.com/maps/contrib/110757793845209526014/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXMX266HDUkUYJiQHMsk8Z6PVtG1Upk0Gw2hp3Yk49SbnPxN-Y=w36-h36-p-rp-mo-ba3-br100,5,2 weeks ago,"It's a that place who was sad , anxiety and drepess. This place gave happy , enjoyed and peacefull. I this place is too good vibe place. So , I love this place and garden .
Desgine photo","https://lh5.googleusercontent.com/p/AF1QipO19_6svYpS1E4ZwK_p-UDCcbuplA-umalA22g=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMODVLJZJ_QlCTZg-INpo1-_87ABCbkQ0AF4Lg=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMsVgtKyq9SmucAokgF4Ss4cpqOsQQ8aV20lVA=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMLvmlWmzLC8xvmKN0ZiflMjDSXm3Cmx2DKlhU=w300-h225-p-k-no",0
Taragaon Next,Prayan Pokharel,https://www.google.com/maps/contrib/117663897695848273757/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXL66hYwbaAyrwNorootru41rpN3WwOJ3aNtxz1FGkH-8_tNNIK=w36-h36-p-rp-mo-ba4-br100,4,5 months ago,"The place is nice and peaceful, but most of the visitors were quite loud and seemed only interested in taking pictures and videos, which was disturbing. They didn't appreciate the art itself, focusing instead on capturing images. The entry fee is 150 rs per person. Overall, it was a good experience visiting this art gallery.",https://lh5.googleusercontent.com/p/AF1QipNhMvLYGPnvSX1QGm8myzVzuB_6vpCs0aVcBqgU=w600-h450-p-k-no,1
Taragaon Next,DIABLO,https://www.google.com/maps/contrib/103527317548888087040/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX0friQl682k9ybKITFgjIghwEPUpQQQNWPFOJEd8yTOWiPpKQT-g=w36-h36-p-rp-mo-ba4-br100,5,11 months ago,"The place is huge and a good choice for refreshment, despite a decent number of attendance the place still seems vacant due to its large size. The place used as a museum is small so don't expect it to be a proper Museum but an overall good place to enjoy with your friends and family.","https://lh5.googleusercontent.com/p/AF1QipOC80xy8LkZCyKlpfkfUwcUnO2FxEZpGpdCS78W=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP6Km6tXey1lHuF_5b8GkPZrs-AD2BvSS5c67kz=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPJac1JCclgI8H8KZet8Ke0OVEx-VkZK_d6BTOW=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMJDD6-EF-c00FBy-3dnQV6ohU98iWgah2ZGrat=w300-h225-p-k-no",0
Taragaon Next,Luniva,https://www.google.com/maps/contrib/115757137596703233985/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVAAEA9WeurW88Xps9peGlzuMmFPmhAsBGnMcw_u0yjuHSU1qs5KQ=w36-h36-p-rp-mo-ba4-br100,5,9 months ago,"A great place for a picnic! They have wonderful and unique architecture and usually have art/architecture related exhibitions and programs. The barrel vault (arched) ceilings are a highlight of this hostel-turned-museum. There is also a design shop with creative products made from recycled glass and plastic waste. Appropriate for all age groups, couples, families as well as school trips.

There is a small ticket fee, but plenty of parking and space to wander or sit and observe, you may find a fox or two!","https://lh5.googleusercontent.com/p/AF1QipNB4DHGqPqDUecce_bW12B5y9Bkva0DvMm8OUH3=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMIP75yyS_mqaW39jF1AO1Nx70tyzjB32V5pAOp=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMF-C5dBe2cEmTy10FXfLuCO_wa_8BqKM4o-tDl=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipObEvvQum5V7NL6I4mYxz7PHmeiJmGPVVRBXpGy=w300-h225-p-k-no",2
Taragaon Next,Jivan Kala,https://www.google.com/maps/contrib/106600564092712430977/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXYhz1AGJiktYvfgrVmYMDn-GRaXalxCD8NJZ5RDaovjsnLoHl5=w36-h36-p-rp-mo-ba5-br100,5,8 months ago,"The Taragaon Museum is located in Kathmandu, Nepal🇳🇵🇳🇵
This Museum indeed offers a rich exploration of the cultural heritage and history of the Kathmandu Valley, highlighting its architectural marvels, urban evolution, and the vibrant lifestyle of Nepali people throughout history. It's a fascinating destination for those interested in learning more about Nepal's rich cultural heritage.","https://lh5.googleusercontent.com/p/AF1QipN958GfzmS-aUCQHgH9xIiUFmIxTYZqgATJrX5P=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPMNM7BiFt544XsTvFyZiqdpPVCUUbHd5_3dqyo=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM1MpaIUsBz6qLWUjBk8xZidBdZj0vI-mnBAmtr=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMKWDfzsOSl7ImzmkT2du7xmFEBmv7AfCD85zgl=w300-h225-p-k-no",0
Central Zoo,Bikesh Youngya,https://www.google.com/maps/contrib/115770695602043344943/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjW0CP7Iabdo5kkN0tEiUqa73xeVxu2Aaxh9INlf6EZrshfVpLRl=w36-h36-p-rp-mo-ba5-br100,5,a month ago,"The Central Zoo in Jawalakhel is a family-friendly educational institution that provides an opportunity for children to observe a wide variety of animals and birds, and to learn about their lifespans.

The zoo also houses animals that are not native to South Asia, and provides them with proper care and a healthy diet.

In addition to mammals and birds, the zoo also features reptiles and fish. Visitors can also enjoy boating and fishing.

Children can enjoy the fun park, which includes a seesaw, swing, helicopter, and other attractions. A kitchen is also available, serving Nepali fast food.

A visit to the Central Zoo is a great way to spend time with family and friends in Kathmandu.","https://lh5.googleusercontent.com/p/AF1QipPHWhz-0QU8M2OmBUaWwsYJAC9r3EwT308HiRHF=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO6Vb8UXof7VZBdvyEFy6YcL6-dVBylUmx7HjkX=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNScgwlzgwBb_hqzVfzKcQpUZ7q6PHiMHmR_u37=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPhW11JYmSWoM73SgtA_T_rqyNltabWdz571MLC=w300-h225-p-k-no",0
Central Zoo,Shital Regmee,https://www.google.com/maps/contrib/110943494614028402260/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUzQF6jNrpH-VbwLvF2_JdtrJ-f7eCI-tQBbWIepqrsEXfnlsM=w36-h36-p-rp-mo-ba4-br100,4,3 weeks ago,"Zoo is situated near the downtown area of Lalitpur. Area is approximately 6 ha which is not sufficient for big zoo. However the zoo is well kept, specially the bird section. It is very convenient for school childrens and senior people as well. There is a small lake (pond) for boating and other water activities. Two hours may be sufficient to visit the zoo.","https://lh5.googleusercontent.com/p/AF1QipNq7XYAT2Fuc4_O6HQG90vUQi7aSs5FFlGqbUbd=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPO7FfpTSNIxlasjvxLec3JJi_qjVl_2nconJt9=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPfRZY47wPLNw0zB9t9Dy0-iuK9Z8vLcYiyA61I=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM2m5QFiOEcOcKQKCyGjfMbk8K1kT0pssibd0jv=w300-h225-p-k-no",0
Central Zoo,Santosh,https://www.google.com/maps/contrib/107988325711878642471/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXclf9Jkj9Lf0-82lEijhAvAgSkB2yuJXm0nKpZjnlMWXknajt8bA=w36-h36-p-rp-mo-ba4-br100,5,2 months ago,"The place is peaceful and decent. However, animals like the tigers were inactive, just lying down and sleeping. The gardens and parks are well-maintained, but I find the ticket prices a bit expensive.","https://lh5.googleusercontent.com/p/AF1QipP08BspDv5dAJ2IKdOdYsWaeDfFD669PjACLwfY=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMqESdyHoRzP60v0lDxmKpRcumDZhIts4Vo_U0B=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipObT-2VGsMxLtJIrYxbMRzEVD1pt5p-HlKD_czf=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNlqsnaUydoJGSqW4SQ2aLsU-c-UgKSUYdJIAgZ=w300-h225-p-k-no",0
Central Zoo,Meghna Mangrati,https://www.google.com/maps/contrib/114327303269581186579/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX7qdB2oq6dyyMbzpipr2lahqTA2DBkdTGf3BC_G2EKmtnqk8aiWg=w36-h36-p-rp-mo-ba4-br100,4,3 months ago,"Zoo is a place where variety of species and animals are preserved. We can see many beautiful, color flower and birds there. Many types of monkeys too. 🌼.You can visit thete with anyone i. E family, friends etc.","https://lh5.googleusercontent.com/p/AF1QipO9D-c630EKbuLs0Tc5ctmfYBkFqb8WFZvL86wl=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOpMP39vJqxAWztGLtwwXP0Q0qcE4zkFaPbMPl9=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM3g25VQ7_uPCVA7yo4CP8WfKWEKH9uVhiPmoKZ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPLZdqVq3GSQ1ocGCrHmdjh_PWK61uIaqFHDnJr=w300-h225-p-k-no",0
Central Zoo,kaushila bishwakarma,https://www.google.com/maps/contrib/112838855840709680209/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjULrTSfKQxS3-h6EgZklV6GgNnPLb5wzs55cW4ODQ7GhKE-DlH0=w36-h36-p-rp-mo-ba4-br100,5,a month ago,Kids love to visit zoo in Jawalkhel lalitpur.. My gril saw 1st time tiger and monkey and many more animals. Great place to go with kids and family . Recommended time  1 full day.,"https://lh5.googleusercontent.com/p/AF1QipOX2vJHYKn7lQIMUbU3Irf-PpUZIi4bqUsgQgOo=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMMPvQfvcjmp8iEtMqIxjUQBTQAw7xDwni3szhW=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOTRQIsCTV8dDjYljIQLRHbzuDt8f5BLzlh2ock=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMRBKr7F_V_OpWp8A1pCpB7TIsLnunuHqzQAXPx=w300-h225-p-k-no",0
Central Zoo,sabina` uraw,https://www.google.com/maps/contrib/110649909202789668498/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXDN4HQn_j8B0pqzpmTkGOZlWyZhncLZ2Z-qBnJ9WTilOfNOCTMLg=w36-h36-p-rp-mo-ba4-br100,5,5 months ago,"I felt welcomed with the beautiful fountain in entrance of the zoo and there were animals but i think there could be more animals. Place is big with many trees but grasses should be  trimmed so, that it wouldnt look messed up.
Enjoyed my day with my pals here !!!","https://lh5.googleusercontent.com/p/AF1QipMx2w6xyY5ZUSbqlD_w65g0sCLgzAiLvmETmWLn=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMNyd3EbQDsZ9rh9LPg09SfBdmt9LAZQrfZ-FmK=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP1HtiPJ5oO4K6EYIyfLNsOXFMge1BKRYwURAVw=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNEbsZI3m72V9HlEIOhfx8e7HQA0QPlDdpfs8M_=w300-h225-p-k-no",1
Central Zoo,Avishek Shrestha,https://www.google.com/maps/contrib/116447981359358419557/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVQZe7MR9_Y3vyIOyRBd2P8b22Iap-V76jpGtS74tuM-RomSa9m=w36-h36-p-rp-mo-ba6-br100,4,5 months ago,"A private zoo turned into a public one in 1956. Management has done a good job at keeping the zoo clean. Tickets need to be bought to enter the zoo.
The elephant was tied to a pole which looked uncomfortable. There were various types of wild animals side by side. Hippopotamus was under water. There were few bengal tigers. The Indian Rhinoceros looked big and healthy.
It was peaceful around the pond. There's a facility for boating as well.","https://lh5.googleusercontent.com/p/AF1QipMFbqII7dZnMH5dwJX17KNJTDWFCETaOfEOZNvi=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNdzk_WHc-wYBjFaWjJW8fP_9CkN9kFVqcxCyPo=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNIYD755OuHm8q4s6Wf12bPxW9u1m8_Mhwtvj8I=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNSkdw9PKWTiu4sYG0gynDhdSk-9P3_xf0ozLpI=w300-h225-p-k-no",0
Central Zoo,Akash Dhami,https://www.google.com/maps/contrib/115895342857185826883/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWr_l1dyQzrukYVW3hbm45fESZuk4W66AI65ncxK-7bZ4svAB97=w36-h36-p-rp-mo-br100,4,4 months ago,"It is the best Zoo, I had been ever. We can experience many things and also can see many more kinds of animals and birds which are rare and only found in Nepal. Among them love bird is my favourite one.❤️❤️❤️","https://lh5.googleusercontent.com/p/AF1QipNvG60j03r_jOo_hGVSqcbVmCAZEaZo1sEk7XrE=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM3TAsy-mMaD5S9Rkqvc3BuG1ypwNRsj3g_pMqj=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPqyIBPPW94uB9ZAy98xFOW0P3XNX-zLvwBRm8q=w300-h225-p-k-no",0
शे-फोक्सुन्डो राष्ट्रिय निकुञ्ज,HM Dr. SM AD Rabe,https://www.google.com/maps/contrib/105530373473267882182/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocI-uKYd6e26z-iXPVCd0HVe6BlD5NS768oWELnOZZiUKaqnrw=w36-h36-p-rp-mo-ba7-br100,5,3 months ago,"Shey Phoksundo National Park, Nepal's largest, is a stunning blend of natural beauty and cultural heritage. Known for its pristine Shey Phoksundo Lake, the park boasts striking landscapes, including snow-capped mountains, deep valleys, and alpine meadows. It is home to diverse wildlife like the elusive snow leopard, Himalayan tahr, and blue sheep. The park also has a rich spiritual significance, with ancient Buddhist monasteries and Bon religious sites. Its remoteness offers an untouched, peaceful experience, making it ideal for trekking and nature lovers seeking solitude amidst breathtaking Himalayan scenery. A must-visit for adventure enthusiasts and spiritual seekers alike.","https://lh5.googleusercontent.com/p/AF1QipNVsLylOKHsmjjjYcmwZga4tSPljfPVpmzUakQ1=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOAukxl2P8GDYlrMLPg4OI9BVsXgMCsRt6iPRjY=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMwEpMe-PWyckZAp4w7eGU8NcCkNFjft3i8VdI0=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMCbIuAz4g-DFtsYOc3gLcLFAQQECU0sV8zIYrq=w300-h225-p-k-no",0
शे-फोक्सुन्डो राष्ट्रिय निकुञ्ज,Harish Dangi,https://www.google.com/maps/contrib/109274561817479098608/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWVs32V4ol9GgM10DwYtqLBor8QN8tR8NfMA6ZNnH9YzqN7dDhSiQ=w36-h36-p-rp-mo-ba4-br100,5,a year ago,"Don't miss this place! If you haven't already, please add it to your bucket list. This place is heaven! The trekking route follows the river that flows through Sey Phoksundo itself. Along the route, you can discover herbs, flowers, trees, springs, insects, wild animals, and more. Every hour of walking, you'll come across either a tea house or a guest house. The people are friendly, and the place is not crowded.","https://lh5.googleusercontent.com/p/AF1QipMbTUXOOLEhDtnbSZpSprQnDWrGOLNau8wZGb4T=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNXtPJlpMO2fVk4saCmR-hooSzn4OGyd4zv2umd=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMVzIzdcMKNNGqwCrkeJLibmxLL8IZPIcOV4nY5=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMNXvkvNJCWQUYp4wXBHW4GXieZtKNinZykyTe9=w300-h225-p-k-no",18
शे-फोक्सुन्डो राष्ट्रिय निकुञ्ज,Navraj Poudel,https://www.google.com/maps/contrib/104521821112276115618/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWhAgELYwfltWFgQkpwQyoTD4RCB08RXH_IZXZVUcaWmOhXijKh=w36-h36-p-rp-mo-br100,5,a year ago,"Some interesting fact of shey foksundo lake Dolpa Nepal
Shey Phoksundo Lake in Dolpa, Nepal, is a fascinating natural wonder with several interesting facts:
Altitude: It's one of the highest altitude lakes in the world, situated at an elevation of about 3,600 meters (11,800 feet).
Crystal Clear Water: The lake is renowned for its exceptionally clear and turquoise waters, making it one of","https://lh5.googleusercontent.com/p/AF1QipMF_6Z-ahtQsTBRyZGlwzEp4B22BmlavH3GLWk3=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOfGfUhbwUvcx4Oy2CQusGQfapH6R2TJf-5CVyR=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP_qT2aVt662ArlKw0R8eiq41RyrXMh5xGkECPj=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPbw6xoVqEHpiu9KHtnXX-JifTvvZa6lEIOQryj=w300-h225-p-k-no",2
शे-फोक्सुन्डो राष्ट्रिय निकुञ्ज,Tassie Traveller24,https://www.google.com/maps/contrib/100885924178854733105/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVbeAfsVG_4iGIuMHtPZ4WB8KuEQBzwVdEHoetU0Kg3_yD3as7cLg=w36-h36-p-rp-mo-ba7-br100,5,a month ago,"Such a beautiful place. Hard to get to as a westerner but  well worth the effort. The countryside is amazing, the lake is fantastic and the people are so friendly. The history of the region is fascinating and long. The Bon religion is interesting and there is still that connection with the people of Tibet that still continues today. A must visit place.",,0
शे-फोक्सुन्डो राष्ट्रिय निकुञ्ज,Binod Rokaya Magar,https://www.google.com/maps/contrib/101258372770063659483/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUZOLA1dFlP89ZLDVEisZ2LdLloHZO-xVsQTBMQWL-8_3qeX9cq=w36-h36-p-rp-mo-ba5-br100,5,a year ago,"Some facts about Shey Phoksundo National Park;
- Nepal's largest national park
- Shey Phoksundo lake the 2nd deepest lake of Nepal
- world's best cordyceps
- dense snow leopards
- less rainfall zone of Nepal
- Ramsaar region and so many more exciting places and things to explore.
The whole region is phenomenal for trekkers and explorers.
I wish to trek in this place again in future.
AMAZINGLY BEAUTIFUL PLACE!!","https://lh5.googleusercontent.com/p/AF1QipO3fJgRuo6a89m4z4yEQxrMTWcCe99H7ONU2iyh=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOA9bz9ijG_ei0eSM8vgjkpf8FkhpZ2J4FKKquM=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMMZA7qPlr-95U6r-kg91sT41BT1DopaMgnTGzT=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNgsTS50On2H-1yPr9RX3yD6NkqE7ECIpRRHV9j=w300-h225-p-k-no",2
शे-फोक्सुन्डो राष्ट्रिय निकुञ्ज,MR OLi,https://www.google.com/maps/contrib/107892706966918494979/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWvHCkhjb96kVjHt_6wWz0RNIkrV2dsHjUYtDo18PosE7SaFlG_uA=w36-h36-p-rp-mo-ba3-br100,4,a week ago,It’s most beautiful place in Nepal,"https://lh5.googleusercontent.com/p/AF1QipOqexIp-qIdm4vAgNZvSaTO5FIDIcBOFVseWjrK=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN19PPU8DXLuRE_B22usflZpjJvF0uuLH8e7MEf=w300-h450-p-k-no",0
शे-फोक्सुन्डो राष्ट्रिय निकुञ्ज,Hari Paudel,https://www.google.com/maps/contrib/114933144596395822943/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXZIw8Mr0Db-58-_6OXE7N3seeZePzlIpSHRLrM6L4OeXd09ouY=w36-h36-p-rp-mo-ba2-br100,5,a year ago,"I trekked up-to Shey - Phoksundo. It took us 3 days via Bus to Dunai, Dolpa and 2 days trek on foot from Dunai (Where the trek starts).

There was no phone signal and electricity until we reached to the Jharana Hotel. We were out of power for two days and there was even limited power at the top.

There are hotels on the way but you need to find the way to book the hotel room.

Food wise , you won’t get much but Daal, Bhat and tarkari.

This trek is recommended.","https://lh5.googleusercontent.com/p/AF1QipMZC_2exQy8kEp8Yw0rtL9_wTuGAwEJnBZOxG8J=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMZOdAhNAA8Y0NNlSC393ViZXwoC9m_0l8HptPm=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPlUK6-CorT8gssaTWh1pruO-vddNU65O-TepBD=w300-h225-p-k-no",1
शे-फोक्सुन्डो राष्ट्रिय निकुञ्ज,Ajay Gurung,https://www.google.com/maps/contrib/117407274958482331759/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXs1J-f1urZwRL4DQsKs54b2-Z8YgmuCmKVJB09zH0LyptuJeTV=w36-h36-p-rp-mo-br100,5,3 years ago,"difficult road for trekking but it was such a wonderful place for trekking. river water are such a clean even we can see stone, marble from the above of the river. beautiful place to make a peace in mind.","https://lh5.googleusercontent.com/p/AF1QipM6jTK-LAV78ESV4FlXvVfq0Uh_qq7Ojv182cj8=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipML6aXQkaGozKHp29URCDUxaxXvt95_thVIHI6c=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOEyXBg9uX3sf9myhNGW6awvpPaxR22qeL-B6iS=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOBToKzebNVdhMCOWaHv0OBDCKb0ep6INEyCldQ=w300-h225-p-k-no",8
